subject,predicate,value
OBI:0001621,rdfs:label,longitude coordinate measurement datum
OBI:0001621,rdfs:label,longitude
OBI:0001686,rdfs:label,in-situ hybridization assay
OBI:0001700,rdfs:label,immunoprecipitation assay
OBI:0002584,rdfs:label,differential expression analysis data
OBI:0100026,rdfs:label,organism
OBI:0100026,rdfs:label,organism
OBI:0100051,rdfs:label,specimen
OBI:0100051,rdfs:label,specimen
OBI:0200000,rdfs:label,data transformation
OBI:0200000,rdfs:label,data transformation
OBI:0200006,rdfs:label,biexponential transformation
OBI:0200006,rdfs:label,biexponential transformation
OBI:0200071,rdfs:label,loess transformation
OBI:0200071,rdfs:label,loess transformation
OBI:0200169,rdfs:label,normalization data transformation
OBI:0200169,rdfs:label,normalization data transformation
OBI:0302903,rdfs:label,nucleic acid hybridization
OBI:0302903,rdfs:label,nucleic acid hybridization
OBI:0400103,rdfs:label,DNA sequencer
OBI:0400104,rdfs:label,array scanner
OBI:0400105,rdfs:label,arrayer
OBI:0400106,rdfs:label,centrifuge
OBI:0400107,rdfs:label,computer
OBI:0400108,rdfs:label,heating block
OBI:0400109,rdfs:label,homogenizer
OBI:0400110,rdfs:label,hybridization chamber
OBI:0400111,rdfs:label,hybridization station
OBI:0400112,rdfs:label,liquid handler
OBI:0400113,rdfs:label,oligonucleotide synthesizer
OBI:0400114,rdfs:label,sonicator
OBI:0400115,rdfs:label,spectrophotometer
OBI:0400116,rdfs:label,thermal cycler
OBI:0400117,rdfs:label,vacuum dryer
OBI:0400118,rdfs:label,vortexer
OBI:0400155,rdfs:label,water bath
OBI:0600002,rdfs:label,tumor grading
OBI:0600005,rdfs:label,collecting specimen from organism
OBI:0600005,rdfs:label,collecting specimen from organism
OBI:0600015,rdfs:label,group assignment
OBI:0600015,rdfs:label,group assignment
OBI:0600044,rdfs:label,lavage
OBI:0600044,rdfs:label,lavage
OBI:1000023,rdfs:label,cell culture supernatant
OBI:1000023,rdfs:label,cell culture supernatant
OBI:1110021,rdfs:label,infection process
OBI:1110021,rdfs:label,infect
OBI:1110122,rdfs:label,pathological process
OBI:1110122,rdfs:label,pathologic process
OGMS:0000063,rdfs:label,disease course
OMIT:0001676,rdfs:label,Adenosine Diphosphate
OMIT:0007336,rdfs:label,Guanosine Monophosphate
OMIT:0015366,rdfs:label,Uridine Diphosphate
OMIT:0015367,rdfs:label,Uridine Diphosphate Galactose
OMIT:0015368,rdfs:label,Uridine Diphosphate Glucose
PATO:0000033,rdfs:label,concentration of
PATO:0000047,rdfs:label,biological sex
PATO:0000051,rdfs:label,morphology
PATO:0000068,rdfs:label,qualitative
PATO:0000069,rdfs:label,deviation(from_normal)
PATO:0000070,rdfs:label,amount
PATO:0000125,rdfs:label,mass
PATO:0000161,rdfs:label,rate
PATO:0000169,rdfs:label,viability
PATO:0000383,rdfs:label,female
PATO:0000384,rdfs:label,male
PATO:0000460,rdfs:label,abnormal
PATO:0000461,rdfs:label,normal
PATO:0000470,rdfs:label,increased amount
PATO:0000912,rdfs:label,increased rate
PATO:0001159,rdfs:label,concentrated
PATO:0001162,rdfs:label,increased concentration
PATO:0001163,rdfs:label,decreased concentration
PATO:0001236,rdfs:label,process quality
PATO:0001340,rdfs:label,hermaphrodite
PATO:0001374,rdfs:label,ploidy
PATO:0001377,rdfs:label,polyploid
PATO:0001381,rdfs:label,triploid
PATO:0001382,rdfs:label,tetraploid
PATO:0001384,rdfs:label,hexaploid
PATO:0001393,rdfs:label,euploid
PATO:0001421,rdfs:label,alive
PATO:0001422,rdfs:label,dead
PATO:0001561,rdfs:label,having extra processual parts
PATO:0001564,rdfs:label,extra or missing processual parts
PATO:0001869,rdfs:label,pathological
PATO:0001894,rdfs:label,phenotypic sex
PATO:0002002,rdfs:label,has extra parts of type
PATO:0002182,rdfs:label,molecular quality
PO:0000003,rdfs:label,whole plant
PO:0000014,rdfs:label,rosette leaf
PO:0000017,rdfs:label,vascular leaf primordium
PO:0000025,rdfs:label,root tip
PO:0000026,rdfs:label,primary root tip
PO:0000034,rdfs:label,vascular system
PO:0000037,rdfs:label,shoot apex
PO:0000043,rdfs:label,crown root
PO:0000045,rdfs:label,embryo root
PO:0000046,rdfs:label,seminal root
PO:0000055,rdfs:label,bud
PO:0000056,rdfs:label,flower bud
PO:0000229,rdfs:label,flower meristem
PO:0000230,rdfs:label,inflorescence meristem
PO:0000256,rdfs:label,root hair
PO:0000258,rdfs:label,root cortex
PO:0000293,rdfs:label,guard cell
PO:0001002,rdfs:label,fruit development stage
PO:0001083,rdfs:label,inflorescence development stage
PO:0001170,rdfs:label,seed development stage
PO:0002000,rdfs:label,stomatal complex
PO:0003015,rdfs:label,primary root differentiation zone
PO:0003023,rdfs:label,root nodule
PO:0004010,rdfs:label,meristematic cell
PO:0004505,rdfs:label,fertilized ovule stage
PO:0004506,rdfs:label,developing seed stage
PO:0004518,rdfs:label,bark
PO:0004532,rdfs:label,wood parenchyma
PO:0004542,rdfs:label,rhizome
PO:0005052,rdfs:label,plant callus
PO:0005059,rdfs:label,root endodermis
PO:0005352,rdfs:label,xylem
PO:0005360,rdfs:label,aleurone layer
PO:0005417,rdfs:label,phloem
PO:0005597,rdfs:label,cambium
PO:0005645,rdfs:label,leaf mesophyll
PO:0006001,rdfs:label,phyllome
PO:0006023,rdfs:label,bundle sheath
PO:0006036,rdfs:label,root epidermis
PO:0006057,rdfs:label,cotyledon abaxial epidermis
PO:0006058,rdfs:label,cotyledon adaxial epidermis
PO:0006081,rdfs:label,primary root apical meristem
PO:0006085,rdfs:label,root meristem
PO:0006204,rdfs:label,sporocyte
PO:0006220,rdfs:label,central endosperm
PO:0006338,rdfs:label,embryo leaf
PO:0006339,rdfs:label,juvenile vascular leaf
PO:0007001,rdfs:label,early whole plant fruit ripening stage
PO:0007006,rdfs:label,IL.00 inflorescence just visible stage
PO:0007010,rdfs:label,whole plant fruit ripening stage
PO:0007014,rdfs:label,booting stage
PO:0007015,rdfs:label,radicle emergence
PO:0007016,rdfs:label,whole plant flowering stage
PO:0007017,rdfs:label,sporophyte senescent stage
PO:0007022,rdfs:label,seed imbibition stage
PO:0007024,rdfs:label,FL.04 end of flowering stage
PO:0007026,rdfs:label,FL.00 first flower(s) open stage
PO:0007027,rdfs:label,whole plant fruit formation stage 70% to final size
PO:0007029,rdfs:label,whole plant fruit formation stage 30 to 50%
PO:0007031,rdfs:label,mid whole plant fruit ripening stage
PO:0007036,rdfs:label,beginning of whole plant fruit ripening stage
PO:0007038,rdfs:label,whole plant fruit ripening complete stage
PO:0007041,rdfs:label,inflorescence emergence stage
PO:0007042,rdfs:label,whole plant fruit formation stage
PO:0007043,rdfs:label,hypocotyl emergence stage
PO:0007045,rdfs:label,coleoptile emergence stage
PO:0007047,rdfs:label,3 inflorescence detectable stage
PO:0007049,rdfs:label,cotyledon emergence stage
PO:0007053,rdfs:label,FL.02 1/2 of flowers open stage
PO:0007057,rdfs:label,0 seed germination stage
PO:0007063,rdfs:label,LP.07 seven leaves visible stage
PO:0007064,rdfs:label,LP.12 twelve leaves visible stage
PO:0007065,rdfs:label,LP.05 five leaves visible stage
PO:0007067,rdfs:label,LP.17 seventeen leaves visible stage
PO:0007068,rdfs:label,mid rosette growth stage
PO:0007072,rdfs:label,LP.18 eighteen leaves visible stage
PO:0007073,rdfs:label,2 formation of axillary shoot stage
PO:0007076,rdfs:label,late rosette growth stage
PO:0007078,rdfs:label,rosette growth complete stage
PO:0007079,rdfs:label,SE.00 stem elongation begins stage
PO:0007080,rdfs:label,2.03 main shoot and axillary shoots visible at three nodes stage
PO:0007081,rdfs:label,early rosette growth stage
PO:0007082,rdfs:label,LP.20 twenty or more leaves whorls visible stage
PO:0007083,rdfs:label,LP.13 thirteen leaves visible stage
PO:0007085,rdfs:label,LP.14 fourteen leaves visible stage
PO:0007089,rdfs:label,stem elongation stage
PO:0007094,rdfs:label,LP.01 one leaf visible stage
PO:0007095,rdfs:label,LP.08 eight leaves visible stage
PO:0007098,rdfs:label,LP.02 two leaves visible stage
PO:0007101,rdfs:label,LP.09 nine leaves visible
PO:0007103,rdfs:label,LP.10 ten leaves visible stage
PO:0007104,rdfs:label,LP.15 fifteen leaves visible stage
PO:0007106,rdfs:label,LP.03 three leaves visible stage
PO:0007109,rdfs:label,SE.99 maximum stem length reached stage
PO:0007112,rdfs:label,1 main shoot growth stage
PO:0007113,rdfs:label,rosette growth stage
PO:0007115,rdfs:label,LP.04 four leaves visible stage
PO:0007116,rdfs:label,LP.11 eleven leaves visible stage
PO:0007117,rdfs:label,SE.02 two nodes or internodes visible stage
PO:0007119,rdfs:label,LP.16 sixteen leaves visible stage
PO:0007120,rdfs:label,LP.19 nineteen leaves visible stage
PO:0007123,rdfs:label,LP.06 six leaves visible stage
PO:0007131,rdfs:label,seedling development stage
PO:0007133,rdfs:label,leaf production stage
PO:0007134,rdfs:label,sporophyte vegetative stage
PO:0007600,rdfs:label,floral organ differentiation stage
PO:0007601,rdfs:label,floral organ meristem development stage
PO:0007603,rdfs:label,calyx development stage
PO:0007604,rdfs:label,corolla development stage
PO:0007605,rdfs:label,androecium development stage
PO:0007606,rdfs:label,gynoecium development stage
PO:0007607,rdfs:label,sepal primordium visible stage
PO:0007611,rdfs:label,petal differentiation and expansion stage
PO:0007613,rdfs:label,stamen primordium visible stage
PO:0007615,rdfs:label,flower development stage
PO:0007631,rdfs:label,plant embryo development stage
PO:0007632,rdfs:label,seed maturation stage
PO:0008016,rdfs:label,vegetative shoot apical meristem
PO:0009001,rdfs:label,fruit
PO:0009002,rdfs:label,plant cell
PO:0009005,rdfs:label,root
PO:0009006,rdfs:label,shoot system
PO:0009007,rdfs:label,portion of plant tissue
PO:0009009,rdfs:label,plant embryo
PO:0009010,rdfs:label,seed
PO:0009011,rdfs:label,plant structure
PO:0009012,rdfs:label,plant structure development stage
PO:0009013,rdfs:label,portion of meristem tissue
PO:0009015,rdfs:label,vascular tissue
PO:0009025,rdfs:label,vascular leaf
PO:0009029,rdfs:label,stamen
PO:0009030,rdfs:label,carpel
PO:0009031,rdfs:label,sepal
PO:0009032,rdfs:label,petal
PO:0009033,rdfs:label,tepal
PO:0009046,rdfs:label,flower
PO:0009047,rdfs:label,stem
PO:0009049,rdfs:label,inflorescence
PO:0009052,rdfs:label,pedicel
PO:0009056,rdfs:label,flower nectary
PO:0009062,rdfs:label,gynoecium
PO:0009064,rdfs:label,receptacle
PO:0009066,rdfs:label,anther
PO:0009067,rdfs:label,filament
PO:0009072,rdfs:label,plant ovary
PO:0009073,rdfs:label,stigma
PO:0009074,rdfs:label,style
PO:0009084,rdfs:label,pericarp
PO:0009088,rdfs:label,seed coat
PO:0009089,rdfs:label,endosperm
PO:0009109,rdfs:label,ear meristem
PO:0020003,rdfs:label,plant ovule
PO:0020019,rdfs:label,megaspore
PO:0020020,rdfs:label,nucellus
PO:0020030,rdfs:label,cotyledon
PO:0020031,rdfs:label,radicle
PO:0020037,rdfs:label,mesocotyl
PO:0020038,rdfs:label,petiole
PO:0020039,rdfs:label,leaf lamina
PO:0020040,rdfs:label,leaf base
PO:0020048,rdfs:label,microspore
PO:0020099,rdfs:label,microgametophyte vegetative cell
PO:0020100,rdfs:label,hypocotyl
PO:0020103,rdfs:label,flag leaf
PO:0020104,rdfs:label,leaf sheath
PO:0020121,rdfs:label,lateral root
PO:0020123,rdfs:label,root cap
PO:0020124,rdfs:label,root stele
PO:0020126,rdfs:label,tassel inflorescence
PO:0020127,rdfs:label,primary root
PO:0020131,rdfs:label,lateral root cap
PO:0020132,rdfs:label,columella root cap cell
PO:0020136,rdfs:label,ear inflorescence
PO:0020141,rdfs:label,stem node
PO:0020142,rdfs:label,stem internode
PO:0020144,rdfs:label,apical meristem
PO:0020147,rdfs:label,root apical meristem
PO:0020148,rdfs:label,shoot apical meristem
PO:0020149,rdfs:label,quiescent center
PO:0025001,rdfs:label,cardinal organ part
PO:0025022,rdfs:label,collective leaf structure
PO:0025029,rdfs:label,shoot axis
PO:0025034,rdfs:label,leaf
PO:0025074,rdfs:label,embryo sac
PO:0025075,rdfs:label,phyllid
PO:0025121,rdfs:label,pollen sperm cell
PO:0025131,rdfs:label,plant anatomical entity
PO:0025142,rdfs:label,leaf tip
PO:0025196,rdfs:label,basal endosperm transfer layer
PO:0025197,rdfs:label,stele
PO:0025223,rdfs:label,vegetative shoot apex
PO:0025279,rdfs:label,megagametophyte
PO:0025280,rdfs:label,microgametophyte
PO:0025281,rdfs:label,pollen
PO:0025355,rdfs:label,corm
PO:0025475,rdfs:label,coleorhiza emergence stage
PO:0025501,rdfs:label,fruit formation stage
PO:0025502,rdfs:label,fruit ripening stage
PO:0025504,rdfs:label,fruit size up to 10% stage
PO:0025506,rdfs:label,fruit size 30 to 50% stage
PO:0025507,rdfs:label,fruit size 50 to 70% stage
PO:0025508,rdfs:label,fruit size 70% to final size stage
PO:0025522,rdfs:label,tuber
PO:0025585,rdfs:label,floral organ formation stage
PO:0025598,rdfs:label,pistillate inflorescence
PO:0025601,rdfs:label,staminate inflorescence
PO:0025606,rdfs:label,native plant cell
PO:0025615,rdfs:label,rosette
PO:0028002,rdfs:label,sporophyte development stage
PO:0030003,rdfs:label,protonema
PO:0030004,rdfs:label,chloronema
PO:0030007,rdfs:label,meristematic apical cell
PO:0030014,rdfs:label,gametophyte meristematic apical cell
PO:0030015,rdfs:label,sporophyte meristematic apical cell
PO:0030027,rdfs:label,thallus
PR:000003918,rdfs:label,serum albumin
PR:000016283,rdfs:label,thyroglobulin
SO:0000274,rdfs:label,snRNA
SO:0000655,rdfs:label,ncRNA
SO:0000704,rdfs:label,gene
TO:0000259,rdfs:label,heat tolerance
TO:0000387,rdfs:label,plant trait
UBERON:0000002,rdfs:label,uterine cervix
UBERON:0000004,rdfs:label,nose
UBERON:0000006,rdfs:label,islet of Langerhans
UBERON:0000007,rdfs:label,pituitary gland
UBERON:0000010,rdfs:label,peripheral nervous system
UBERON:0000011,rdfs:label,parasympathetic nervous system
UBERON:0000013,rdfs:label,sympathetic nervous system
UBERON:0000014,rdfs:label,zone of skin
UBERON:0000016,rdfs:label,endocrine pancreas
UBERON:0000022,rdfs:label,feather
UBERON:0000023,rdfs:label,wing
UBERON:0000026,rdfs:label,appendage
UBERON:0000029,rdfs:label,lymph node
UBERON:0000033,rdfs:label,head
UBERON:0000044,rdfs:label,dorsal root ganglion
UBERON:0000045,rdfs:label,ganglion
UBERON:0000055,rdfs:label,vessel
UBERON:0000056,rdfs:label,ureter
UBERON:0000057,rdfs:label,urethra
UBERON:0000059,rdfs:label,large intestine
UBERON:0000061,rdfs:label,anatomical structure
UBERON:0000065,rdfs:label,respiratory tract
UBERON:0000069,rdfs:label,larval stage
UBERON:0000070,rdfs:label,pupal stage
UBERON:0000074,rdfs:label,renal glomerulus
UBERON:0000079,rdfs:label,male reproductive system
UBERON:0000080,rdfs:label,mesonephros
UBERON:0000087,rdfs:label,inner cell mass
UBERON:0000089,rdfs:label,hypoblast (generic)
UBERON:0000107,rdfs:label,cleavage stage
UBERON:0000108,rdfs:label,blastula stage
UBERON:0000109,rdfs:label,gastrula stage
UBERON:0000112,rdfs:label,sexually immature stage
UBERON:0000115,rdfs:label,lung epithelium
UBERON:0000152,rdfs:label,pelvic fin
UBERON:0000155,rdfs:label,theca cell layer
UBERON:0000160,rdfs:label,intestine
UBERON:0000165,rdfs:label,mouth
UBERON:0000174,rdfs:label,excreta
UBERON:0000178,rdfs:label,blood
UBERON:0000203,rdfs:label,pallium
UBERON:0000204,rdfs:label,ventral part of telencephalon
UBERON:0000211,rdfs:label,ligament
UBERON:0000305,rdfs:label,amnion
UBERON:0000310,rdfs:label,breast
UBERON:0000317,rdfs:label,colonic mucosa
UBERON:0000319,rdfs:label,cytotrophoblast
UBERON:0000323,rdfs:label,late embryo
UBERON:0000344,rdfs:label,mucosa
UBERON:0000358,rdfs:label,blastocyst
UBERON:0000362,rdfs:label,renal medulla
UBERON:0000365,rdfs:label,urothelium
UBERON:0000369,rdfs:label,corpus striatum
UBERON:0000371,rdfs:label,syncytiotrophoblast
UBERON:0000376,rdfs:label,hindlimb stylopod
UBERON:0000382,rdfs:label,apocrine sweat gland
UBERON:0000383,rdfs:label,musculature of body
UBERON:0000411,rdfs:label,visual cortex
UBERON:0000423,rdfs:label,eccrine sweat gland
UBERON:0000426,rdfs:label,extravillous trophoblast
UBERON:0000446,rdfs:label,septum of telencephalon
UBERON:0000451,rdfs:label,prefrontal cortex
UBERON:0000453,rdfs:label,decidua basalis
UBERON:0000467,rdfs:label,anatomical system
UBERON:0000468,rdfs:label,multicellular organism
UBERON:0000473,rdfs:label,testis
UBERON:0000474,rdfs:label,female reproductive system
UBERON:0000483,rdfs:label,epithelium
UBERON:0000914,rdfs:label,organismal segment
UBERON:0000915,rdfs:label,thoracic segment of trunk
UBERON:0000916,rdfs:label,abdomen
UBERON:0000922,rdfs:label,embryo
UBERON:0000924,rdfs:label,ectoderm
UBERON:0000925,rdfs:label,endoderm
UBERON:0000926,rdfs:label,mesoderm
UBERON:0000927,rdfs:label,mesectoderm
UBERON:0000933,rdfs:label,pharyngeal muscle
UBERON:0000934,rdfs:label,ventral nerve cord
UBERON:0000945,rdfs:label,stomach
UBERON:0000947,rdfs:label,aorta
UBERON:0000948,rdfs:label,heart
UBERON:0000949,rdfs:label,endocrine system
UBERON:0000955,rdfs:label,brain
UBERON:0000956,rdfs:label,cerebral cortex
UBERON:0000964,rdfs:label,cornea
UBERON:0000965,rdfs:label,lens of camera-type eye
UBERON:0000966,rdfs:label,retina
UBERON:0000970,rdfs:label,eye
UBERON:0000972,rdfs:label,antenna
UBERON:0000974,rdfs:label,neck
UBERON:0000976,rdfs:label,humerus
UBERON:0000977,rdfs:label,pleura
UBERON:0000978,rdfs:label,leg
UBERON:0000979,rdfs:label,tibia
UBERON:0000980,rdfs:label,trochanter
UBERON:0000981,rdfs:label,femur
UBERON:0000982,rdfs:label,skeletal joint
UBERON:0000987,rdfs:label,haltere
UBERON:0000988,rdfs:label,pons
UBERON:0000989,rdfs:label,penis
UBERON:0000990,rdfs:label,reproductive system
UBERON:0000991,rdfs:label,gonad
UBERON:0000992,rdfs:label,ovary
UBERON:0000993,rdfs:label,oviduct
UBERON:0000994,rdfs:label,spermathecum
UBERON:0000995,rdfs:label,uterus
UBERON:0000996,rdfs:label,vagina
UBERON:0000997,rdfs:label,mammalian vulva
UBERON:0000998,rdfs:label,seminal vesicle
UBERON:0000999,rdfs:label,ejaculatory duct
UBERON:0001000,rdfs:label,vas deferens
UBERON:0001001,rdfs:label,chitin-based cuticle
UBERON:0001003,rdfs:label,skin epidermis
UBERON:0001004,rdfs:label,respiratory system
UBERON:0001007,rdfs:label,digestive system
UBERON:0001008,rdfs:label,renal system
UBERON:0001009,rdfs:label,circulatory system
UBERON:0001013,rdfs:label,adipose tissue
UBERON:0001015,rdfs:label,musculature
UBERON:0001016,rdfs:label,nervous system
UBERON:0001017,rdfs:label,central nervous system
UBERON:0001021,rdfs:label,nerve
UBERON:0001032,rdfs:label,sensory system
UBERON:0001033,rdfs:label,gustatory system
UBERON:0001037,rdfs:label,strand of hair
UBERON:0001038,rdfs:label,chordotonal organ
UBERON:0001040,rdfs:label,yolk sac
UBERON:0001042,rdfs:label,chordate pharynx
UBERON:0001043,rdfs:label,esophagus
UBERON:0001044,rdfs:label,saliva-secreting gland
UBERON:0001045,rdfs:label,midgut
UBERON:0001048,rdfs:label,primordium
UBERON:0001051,rdfs:label,hypopharynx
UBERON:0001052,rdfs:label,rectum
UBERON:0001053,rdfs:label,arthropod neurohemal organ
UBERON:0001054,rdfs:label,Malpighian tubule
UBERON:0001056,rdfs:label,corpus cardiacum
UBERON:0001057,rdfs:label,corpus allatum
UBERON:0001058,rdfs:label,mushroom body
UBERON:0001059,rdfs:label,pars intercerebralis
UBERON:0001062,rdfs:label,anatomical entity
UBERON:0001066,rdfs:label,intervertebral disk
UBERON:0001069,rdfs:label,head of pancreas
UBERON:0001070,rdfs:label,external carotid artery
UBERON:0001083,rdfs:label,myocardium of ventricle
UBERON:0001088,rdfs:label,urine
UBERON:0001091,rdfs:label,calcareous tooth
UBERON:0001103,rdfs:label,diaphragm
UBERON:0001111,rdfs:label,intercostal muscle
UBERON:0001114,rdfs:label,right lobe of liver
UBERON:0001115,rdfs:label,left lobe of liver
UBERON:0001132,rdfs:label,parathyroid gland
UBERON:0001134,rdfs:label,skeletal muscle tissue
UBERON:0001135,rdfs:label,smooth muscle tissue
UBERON:0001137,rdfs:label,dorsum
UBERON:0001143,rdfs:label,hepatic vein
UBERON:0001150,rdfs:label,body of pancreas
UBERON:0001151,rdfs:label,tail of pancreas
UBERON:0001153,rdfs:label,caecum
UBERON:0001154,rdfs:label,vermiform appendix
UBERON:0001155,rdfs:label,colon
UBERON:0001156,rdfs:label,ascending colon
UBERON:0001157,rdfs:label,transverse colon
UBERON:0001158,rdfs:label,descending colon
UBERON:0001159,rdfs:label,sigmoid colon
UBERON:0001160,rdfs:label,fundus of stomach
UBERON:0001165,rdfs:label,pyloric antrum
UBERON:0001174,rdfs:label,common bile duct
UBERON:0001179,rdfs:label,peritoneal cavity
UBERON:0001184,rdfs:label,renal artery
UBERON:0001193,rdfs:label,hepatic artery
UBERON:0001211,rdfs:label,Peyer's patch
UBERON:0001224,rdfs:label,renal pelvis
UBERON:0001225,rdfs:label,cortex of kidney
UBERON:0001228,rdfs:label,renal papilla
UBERON:0001230,rdfs:label,glomerular capsule
UBERON:0001231,rdfs:label,nephron tubule
UBERON:0001232,rdfs:label,collecting duct of renal tubule
UBERON:0001235,rdfs:label,adrenal cortex
UBERON:0001236,rdfs:label,adrenal medulla
UBERON:0001238,rdfs:label,lamina propria of small intestine
UBERON:0001255,rdfs:label,urinary bladder
UBERON:0001259,rdfs:label,mucosa of urinary bladder
UBERON:0001263,rdfs:label,pancreatic acinus
UBERON:0001264,rdfs:label,pancreas
UBERON:0001273,rdfs:label,ilium
UBERON:0001277,rdfs:label,intestinal epithelium
UBERON:0001281,rdfs:label,hepatic sinusoid
UBERON:0001282,rdfs:label,intralobular bile duct
UBERON:0001285,rdfs:label,nephron
UBERON:0001287,rdfs:label,proximal convoluted tubule
UBERON:0001288,rdfs:label,loop of Henle
UBERON:0001289,rdfs:label,descending limb of loop of Henle
UBERON:0001290,rdfs:label,proximal straight tubule
UBERON:0001291,rdfs:label,thick ascending limb of loop of Henle
UBERON:0001292,rdfs:label,distal convoluted tubule
UBERON:0001295,rdfs:label,endometrium
UBERON:0001296,rdfs:label,myometrium
UBERON:0001301,rdfs:label,epididymis
UBERON:0001310,rdfs:label,umbilical artery
UBERON:0001322,rdfs:label,sciatic nerve
UBERON:0001323,rdfs:label,tibial nerve
UBERON:0001332,rdfs:label,prepuce of penis
UBERON:0001347,rdfs:label,white adipose tissue
UBERON:0001348,rdfs:label,brown adipose tissue
UBERON:0001353,rdfs:label,anal region
UBERON:0001359,rdfs:label,cerebrospinal fluid
UBERON:0001374,rdfs:label,biceps femoris
UBERON:0001377,rdfs:label,quadriceps femoris
UBERON:0001379,rdfs:label,vastus lateralis
UBERON:0001384,rdfs:label,primary motor cortex
UBERON:0001385,rdfs:label,tibialis anterior
UBERON:0001388,rdfs:label,gastrocnemius
UBERON:0001389,rdfs:label,soleus muscle
UBERON:0001398,rdfs:label,brachial artery
UBERON:0001401,rdfs:label,longissimus thoracis muscle
UBERON:0001415,rdfs:label,skin of pelvis
UBERON:0001416,rdfs:label,skin of abdomen
UBERON:0001423,rdfs:label,radius bone
UBERON:0001434,rdfs:label,skeletal system
UBERON:0001443,rdfs:label,chest
UBERON:0001446,rdfs:label,fibula
UBERON:0001450,rdfs:label,calcaneus
UBERON:0001460,rdfs:label,arm
UBERON:0001461,rdfs:label,elbow
UBERON:0001464,rdfs:label,hip
UBERON:0001465,rdfs:label,knee
UBERON:0001467,rdfs:label,shoulder
UBERON:0001471,rdfs:label,skin of prepuce of penis
UBERON:0001473,rdfs:label,lymphatic vessel
UBERON:0001474,rdfs:label,bone element
UBERON:0001476,rdfs:label,deltoid
UBERON:0001485,rdfs:label,knee joint
UBERON:0001488,rdfs:label,ankle joint
UBERON:0001495,rdfs:label,pectoral muscle
UBERON:0001507,rdfs:label,biceps brachii
UBERON:0001515,rdfs:label,thoracic aorta
UBERON:0001516,rdfs:label,abdominal aorta
UBERON:0001529,rdfs:label,brachiocephalic artery
UBERON:0001532,rdfs:label,internal carotid artery
UBERON:0001540,rdfs:label,peroneal artery
UBERON:0001597,rdfs:label,masseter muscle
UBERON:0001601,rdfs:label,extra-ocular muscle
UBERON:0001621,rdfs:label,coronary artery
UBERON:0001637,rdfs:label,artery
UBERON:0001638,rdfs:label,vein
UBERON:0001639,rdfs:label,hepatic portal vein
UBERON:0001645,rdfs:label,trigeminal nerve
UBERON:0001673,rdfs:label,central retinal vein
UBERON:0001675,rdfs:label,trigeminal ganglion
UBERON:0001684,rdfs:label,mandible
UBERON:0001690,rdfs:label,ear
UBERON:0001691,rdfs:label,external ear
UBERON:0001700,rdfs:label,geniculate ganglion
UBERON:0001705,rdfs:label,nail
UBERON:0001706,rdfs:label,nasal septum
UBERON:0001707,rdfs:label,nasal cavity
UBERON:0001711,rdfs:label,eyelid
UBERON:0001714,rdfs:label,cranial ganglion
UBERON:0001715,rdfs:label,oculomotor nuclear complex
UBERON:0001723,rdfs:label,tongue
UBERON:0001728,rdfs:label,nasopharynx
UBERON:0001729,rdfs:label,oropharynx
UBERON:0001732,rdfs:label,pharyngeal tonsil
UBERON:0001734,rdfs:label,palatine uvula
UBERON:0001736,rdfs:label,submandibular gland
UBERON:0001737,rdfs:label,larynx
UBERON:0001744,rdfs:label,lymphoid tissue
UBERON:0001756,rdfs:label,middle ear
UBERON:0001759,rdfs:label,vagus nerve
UBERON:0001769,rdfs:label,iris
UBERON:0001772,rdfs:label,corneal epithelium
UBERON:0001774,rdfs:label,skeletal muscle of trunk
UBERON:0001777,rdfs:label,substantia propria of cornea
UBERON:0001783,rdfs:label,optic disc
UBERON:0001811,rdfs:label,conjunctiva
UBERON:0001817,rdfs:label,lacrimal gland
UBERON:0001820,rdfs:label,sweat gland
UBERON:0001828,rdfs:label,gingiva
UBERON:0001830,rdfs:label,minor salivary gland
UBERON:0001831,rdfs:label,parotid gland
UBERON:0001836,rdfs:label,saliva
UBERON:0001839,rdfs:label,bony labyrinth
UBERON:0001844,rdfs:label,cochlea
UBERON:0001846,rdfs:label,internal ear
UBERON:0001869,rdfs:label,cerebral hemisphere
UBERON:0001870,rdfs:label,frontal cortex
UBERON:0001871,rdfs:label,temporal lobe
UBERON:0001872,rdfs:label,parietal lobe
UBERON:0001873,rdfs:label,caudate nucleus
UBERON:0001874,rdfs:label,putamen
UBERON:0001875,rdfs:label,globus pallidus
UBERON:0001876,rdfs:label,amygdala
UBERON:0001880,rdfs:label,bed nucleus of stria terminalis
UBERON:0001882,rdfs:label,nucleus accumbens
UBERON:0001885,rdfs:label,dentate gyrus of hippocampal formation
UBERON:0001886,rdfs:label,choroid plexus
UBERON:0001890,rdfs:label,forebrain
UBERON:0001891,rdfs:label,midbrain
UBERON:0001892,rdfs:label,rhombomere
UBERON:0001893,rdfs:label,telencephalon
UBERON:0001894,rdfs:label,diencephalon
UBERON:0001896,rdfs:label,medulla oblongata
UBERON:0001897,rdfs:label,dorsal plus ventral thalamus
UBERON:0001898,rdfs:label,hypothalamus
UBERON:0001899,rdfs:label,epithalamus
UBERON:0001902,rdfs:label,epithelium of small intestine
UBERON:0001905,rdfs:label,pineal body
UBERON:0001906,rdfs:label,subthalamic nucleus
UBERON:0001911,rdfs:label,mammary gland
UBERON:0001926,rdfs:label,lateral geniculate body
UBERON:0001927,rdfs:label,medial geniculate body
