SourceTermID	SourceTerm	MappedTermLabel	MappedTermCURIE	MappedTermIRI	MappingScore	Tags	Ontology
SSHEPC_H	Hepatitis C: Confirmed Antibody (INNO-LIA)	Hepatitis C Antibody Measurement	NCIT:C92535	http://purl.obolibrary.org/obo/NCIT_C92535	0.737	None	NCIT
SSHSV1_A	Herpes Simplex Virus Type-1 (Surplus)	Human Herpesvirus 1	NCIT:C14311	http://purl.obolibrary.org/obo/NCIT_C14311	0.901	None	NCIT
SSIF_F_R	Influenza A (H3N2) Variant Virus & Historical Seasonal H3N2 Influenza Viruses Antibodies (Surplus)	Influenza A Virus A/Uruguay/716/2007(H3N2) Live(Attenuated) Antigen	NCIT:C77735	http://purl.obolibrary.org/obo/NCIT_C77735	0.743	None	NCIT
SSKL_E	Klotho - Serum (Surplus)	Klotho	NCIT:C98116	http://purl.obolibrary.org/obo/NCIT_C98116	0.758	None	NCIT
SSMEL_C	Melamine - Urine (Surplus)	Pentamethylmelamine	NCIT:C1189	http://purl.obolibrary.org/obo/NCIT_C1189	0.782	None	NCIT
SSNEON_I	Neonicotinoids - Urine - Surplus	Anabasine	NCIT:C124073	http://purl.obolibrary.org/obo/NCIT_C124073	0.726	None	NCIT
SSNORO_A	Norovirus antibody - Serum	Norovirus	NCIT:C112362	http://purl.obolibrary.org/obo/NCIT_C112362	0.736	None	NCIT
SSOL_A	Monoclonal gammopathy of undetermined significance (MGUS) (Surplus)	Monoclonal Gammopathy of Undetermined Significance	NCIT:C3996	http://purl.obolibrary.org/obo/NCIT_C3996	0.911	None	NCIT
SSQ	Social Support	Support System	NCIT:C17717	http://purl.obolibrary.org/obo/NCIT_C17717	0.973	None	NCIT
SSQFEV_C	Coxiella Burnetii (Q Fever) Antibodies - Serum (Surplus)	Coxiella burnetii	NCIT:C86328	http://purl.obolibrary.org/obo/NCIT_C86328	0.753	None	NCIT
SSSNFL_H	Serum Neurofilament Light Chain - Serum	Neurofilament Light Polypeptide	NCIT:C88043	http://purl.obolibrary.org/obo/NCIT_C88043	0.821	None	NCIT
SSTERP_H	Terpenes – Serum (Surplus)	Terpene Compound	NCIT:C860	http://purl.obolibrary.org/obo/NCIT_C860	0.707	None	NCIT
SSTFR_A	Transferrin Receptor - Pregnant Women (Surplus)	Transferrin Receptor	NCIT:C17079	http://purl.obolibrary.org/obo/NCIT_C17079	0.746	None	NCIT
SSTOXO_F	Toxoplasma Gondii Antibody - Serum (Surplus)	Toxoplasma gondii IgG Antibody Measurement	NCIT:C139089	http://purl.obolibrary.org/obo/NCIT_C139089	0.794	None	NCIT
SSTOXO_G	Toxoplasma gondii Antibody - Serum (Surplus)	Toxoplasma gondii IgG Antibody Measurement	NCIT:C139089	http://purl.obolibrary.org/obo/NCIT_C139089	0.794	None	NCIT
SSTROP_A	High-sensitivity cardiac troponins (Surplus)	High Sensitivity Troponin T Assay	NCIT:C113810	http://purl.obolibrary.org/obo/NCIT_C113810	0.733	None	NCIT
SSUE10_R	Sodium, Potassium & Chloride - Casual Urine	Potassium Chloride	NCIT:C47679	http://purl.obolibrary.org/obo/NCIT_C47679	0.738	None	NCIT
SSUECD_R	Electrolytes - Urine	Electrolytes	NCIT:C464	http://purl.obolibrary.org/obo/NCIT_C464	0.935	None	NCIT
SSUSG_E	Urine Specific Gravity Measurement (Surplus)	Specific Gravity	NCIT:C64832	http://purl.obolibrary.org/obo/NCIT_C64832	0.702	None	NCIT
SSVARI_A	Varicella-Zoster Virus Antibody (Surplus)	Varicella-Zoster Virus Antibody	NCIT:C118486	http://purl.obolibrary.org/obo/NCIT_C118486	0.922	None	NCIT
SUQ_K_R	Salt Use	Sodium Chloride	NCIT:C29974	http://purl.obolibrary.org/obo/NCIT_C29974	0.835	None	NCIT
SXQ	Sexual Behavior	Sex Behavior	NCIT:C17127	http://purl.obolibrary.org/obo/NCIT_C17127	0.988	None	NCIT
SXQ_J_R	Sexual Behavior - Adult	Sex Behavior	NCIT:C17127	http://purl.obolibrary.org/obo/NCIT_C17127	0.806	None	NCIT
SXQY_F_R	Sexual Behavior - Youth	Sex Behavior	NCIT:C17127	http://purl.obolibrary.org/obo/NCIT_C17127	0.888	None	NCIT
TB	Tuberculosis	Tuberculosis	NCIT:C3423	http://purl.obolibrary.org/obo/NCIT_C3423	0.982	None	NCIT
TCHOL_D	Cholesterol - Total	Serum Total Cholesterol Measurement	NCIT:C61032	http://purl.obolibrary.org/obo/NCIT_C61032	0.994	None	NCIT
TELO_A	Telomere Mean and Standard Deviation (Surplus)	Standard Deviation	NCIT:C53322	http://purl.obolibrary.org/obo/NCIT_C53322	0.716	None	NCIT
TFA_A	Trans Fatty Acids	Trans Fatty Acid	NCIT:C68440	http://purl.obolibrary.org/obo/NCIT_C68440	0.899	None	NCIT
TFR_D	Transferrin Receptor	Transferrin Receptor	NCIT:C17079	http://purl.obolibrary.org/obo/NCIT_C17079	0.987	None	NCIT
THYROD_E	Thyroid Profile	Thyroid Gland	NCIT:C12400	http://purl.obolibrary.org/obo/NCIT_C12400	0.767	None	NCIT
TRIA_J_R	Trichomonas - Urine - Adult	Trichomonas Screening	NCIT:C92238	http://purl.obolibrary.org/obo/NCIT_C92238	0.784	None	NCIT
TRIC_H_R	Trichomonas - Urine -Youth	Trichomonas Screening	NCIT:C92238	http://purl.obolibrary.org/obo/NCIT_C92238	0.853	None	NCIT
TRIC_I_R	Trichomonas - Urine - Youth	Trichomonas Screening	NCIT:C92238	http://purl.obolibrary.org/obo/NCIT_C92238	0.853	None	NCIT
TRICH_H	Trichomonas - Urine	Trichomonas Screening	NCIT:C92238	http://purl.obolibrary.org/obo/NCIT_C92238	0.933	None	NCIT
TRIGLY_E	Cholesterol - LDL & Triglycerides	Triglycerides to HDL Cholesterol Ratio Measurement	NCIT:C121183	http://purl.obolibrary.org/obo/NCIT_C121183	0.745	None	NCIT
TRIGLY_I	Cholesterol - Low - Density Lipoprotein (LDL) & Triglycerides	Low Density Lipoprotein Cholesterol Measurement	NCIT:C105588	http://purl.obolibrary.org/obo/NCIT_C105588	0.703	None	NCIT
TST_G	Total Testosterone	Total Testosterone Measurement	NCIT:C74793	http://purl.obolibrary.org/obo/NCIT_C74793	0.979	None	NCIT
TST_H	Sex Steroid Hormone - Serum	Sex Steroid Hormone	NCIT:C123796	http://purl.obolibrary.org/obo/NCIT_C123796	0.917	None	NCIT
TST_K_R	Sex Steroid Hormone Panel - Serum	Sex Steroid Hormone	NCIT:C123796	http://purl.obolibrary.org/obo/NCIT_C123796	0.778	None	NCIT
U2LT_H_R	Electrolytes - 24-Hour Urine - Second Collection	Electrolytes	NCIT:C464	http://purl.obolibrary.org/obo/NCIT_C464	0.702	None	NCIT
UADM_I	Aromatic Diamines - Urine	Aromatic Amines	NCIT:C1815	http://purl.obolibrary.org/obo/NCIT_C1815	0.766	None	NCIT
UASS_H	Arsenics - Speciated - Urine - Special Sample	Special	NCIT:C25684	http://purl.obolibrary.org/obo/NCIT_C25684	0.705	None	NCIT
UASS_I	Speciated Arsenics - Urine - Special Sample	Special	NCIT:C25684	http://purl.obolibrary.org/obo/NCIT_C25684	0.705	None	NCIT
UC	Pregnancy Test - Urine	Pregnancy Test	NCIT:C92949	http://purl.obolibrary.org/obo/NCIT_C92949	0.929	None	NCIT
UCFLOW_F	Urine Flow Rate	Flow Rate	NCIT:C82554	http://purl.obolibrary.org/obo/NCIT_C82554	0.909	None	NCIT
UCM_J	Chromium - Urine	Dietary Chromium	NCIT:C68245	http://purl.obolibrary.org/obo/NCIT_C68245	0.899	None	NCIT
UCOSMO_F	Osmolality - Urine	Osmolality	NCIT:C89824	http://purl.obolibrary.org/obo/NCIT_C89824	0.931	None	NCIT
UCOT_H	Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine	Cotinine Measurement	NCIT:C92249	http://purl.obolibrary.org/obo/NCIT_C92249	0.755	None	NCIT
UCOTS_H	Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine - Special Sample	Cotinine Measurement	NCIT:C92249	http://purl.obolibrary.org/obo/NCIT_C92249	0.714	None	NCIT
UCPREG_D	Pregnancy Test - Urine	Pregnancy Test	NCIT:C92949	http://purl.obolibrary.org/obo/NCIT_C92949	0.929	None	NCIT
UCPREG_J	Urine Pregnancy Test	Pregnancy Test	NCIT:C92949	http://purl.obolibrary.org/obo/NCIT_C92949	0.929	None	NCIT
UFLDE_I	Fluoride - Urine	Fluoride Ion	NCIT:C28149	http://purl.obolibrary.org/obo/NCIT_C28149	0.902	None	NCIT
UHM_D	Metals - Urine	Metal	NCIT:C637	http://purl.obolibrary.org/obo/NCIT_C637	0.837	None	NCIT
UIO_D	Iodine - Urine	Dietary Iodine	NCIT:C68254	http://purl.obolibrary.org/obo/NCIT_C68254	0.892	None	NCIT
UM_H	Metals - Urine	Metal	NCIT:C637	http://purl.obolibrary.org/obo/NCIT_C637	0.837	None	NCIT
UM_J_R	Lead (Youth), Strontium, and Uranium	Strontium	NCIT:C846	http://purl.obolibrary.org/obo/NCIT_C846	0.719	None	NCIT
UNI_J	Nickel - Urine	Nickel	NCIT:C690	http://purl.obolibrary.org/obo/NCIT_C690	0.92	None	NCIT
UPP_D	Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)	Pesticide	NCIT:C737	http://purl.obolibrary.org/obo/NCIT_C737	0.718	None	NCIT
UR1_H_R	24-Hour Urine Collection Data Processing - First Collection	Data Collection	NCIT:C103159	http://purl.obolibrary.org/obo/NCIT_C103159	0.748	None	NCIT
UR2_H_R	24-Hour Urine Collection Data Processing - SecondCollection	Data Collection	NCIT:C103159	http://purl.obolibrary.org/obo/NCIT_C103159	0.715	None	NCIT
UTAS_H	Arsenic - Total - Urine	Dietary Arsenic	NCIT:C68234	http://purl.obolibrary.org/obo/NCIT_C68234	0.782	None	NCIT
VIC_D	Vitamin C	Ascorbic Acid	NCIT:C285	http://purl.obolibrary.org/obo/NCIT_C285	0.988	None	NCIT
VID_B	Vitamin D	D Vitamin	NCIT:C941	http://purl.obolibrary.org/obo/NCIT_C941	0.988	None	NCIT
VIQ	Vision	Sight	NCIT:C38533	http://purl.obolibrary.org/obo/NCIT_C38533	0.992	None	NCIT
VIT_2_B	Vitamin A, Vitamin E, & Carotenoids, Second Exam	Vitamin A Measurement	NCIT:C74895	http://purl.obolibrary.org/obo/NCIT_C74895	0.701	None	NCIT
VIT_2_R	Vitamin A & Vitamin E, Second Exam	Vitamin A Measurement	NCIT:C74895	http://purl.obolibrary.org/obo/NCIT_C74895	0.82	None	NCIT
VIT_B6_D	Vitamin B6	Vitamin B6 Measurement	NCIT:C74901	http://purl.obolibrary.org/obo/NCIT_C74901	0.99	None	NCIT
VITAEC_D	Vitamin A, Vitamin E & Carotenoids	Vitamin A Measurement	NCIT:C74895	http://purl.obolibrary.org/obo/NCIT_C74895	0.776	None	NCIT
VITB12_G	Vitamin B12	Cyanocobalamin	NCIT:C64333	http://purl.obolibrary.org/obo/NCIT_C64333	0.989	None	NCIT
VIX	Vision	Sight	NCIT:C38533	http://purl.obolibrary.org/obo/NCIT_C38533	0.992	None	NCIT
WHQ	Weight History	Weight History	NCIT:C153307	http://purl.obolibrary.org/obo/NCIT_C153307	0.989	None	NCIT
WHQMEC_D	Weight History - Youth	Weight History	NCIT:C153307	http://purl.obolibrary.org/obo/NCIT_C153307	0.899	None	NCIT
YCQ	Mental Health - Conduct Disorder - Youth	Conduct Disorder	NCIT:C89329	http://purl.obolibrary.org/obo/NCIT_C89329	0.773	None	NCIT
YDQA	Mental Health - Attention Deficit Disorder/Hyperactivity - Youth	Attention Deficit Hyperactivity Disorder	NCIT:C97160	http://purl.obolibrary.org/obo/NCIT_C97160	0.894	None	NCIT
YDQE	Mental Health - Eating Disorders - Youth	Eating Disorder	NCIT:C89332	http://purl.obolibrary.org/obo/NCIT_C89332	0.702	None	NCIT
YDQG	Mental Health - Generalized Anxiety Disorder - Youth	Generalized Anxiety Disorder	NCIT:C92622	http://purl.obolibrary.org/obo/NCIT_C92622	0.859	None	NCIT
YDQP	Mental Health - Panic Disorder - Youth	Panic Disorder	NCIT:C34890	http://purl.obolibrary.org/obo/NCIT_C34890	0.738	None	NCIT
AL_IGE_D	Allergen Specific IgE(s) & Total IgE - Serum				0.0	unmapped	NCIT
ALDS_H	Aldehydes - Serum - Special Sample				0.0	unmapped	NCIT
ALDUST_D	Allergens - Household Dust				0.0	unmapped	NCIT
ALQY_F	Alcohol Use (Ages 18-19)				0.0	unmapped	NCIT
AMDGDS_H	Acrylamide & Glycidamide - Special Sample				0.0	unmapped	NCIT
AUXAR	Audiometry - Acoustic Reflex				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
AUXAR_B	Audiometry - Acoustic Reflex				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
AUXAR_C	Audiometry - Acoustic Reflex				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
AUXAR_D	Audiometry - Acoustic Reflex				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
AUXAR_E	Audiometry - Acoustic Reflex				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
AUXAR_F	Audiometry - Acoustic Reflex				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
AUXAR_G	Audiometry - Acoustic Reflex				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
AUXAR_I	Audiometry - Acoustic Reflex				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
AUXAR_J	Audiometry - Acoustic Reflex				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
AUXWBR_I	Audiometry – Wideband Reflectance				0.0	unmapped	NCIT
AUXWBR_J	Audiometry - Wideband Reflectance				0.0	unmapped,unmapped	NCIT
BFRPOL_D	Brominated Flame Retardants (BFRs) - Pooled Samples				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
BFRPOL_E	Brominated Flame Retardants (BFRs) - Pooled Samples				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
BFRPOL_F	Brominated Flame Retardants (BFRs) - Pooled Samples				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
BFRPOL_G	Brominated Flame Retardants (BFRs) - Pooled Samples				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
BFRPOL_H	Brominated Flame Retardants (BFRs) - Pooled Samples				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
BFRPOL_I	Brominated Flame Retardants (BFRs) - Pooled Samples				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
BIOPRO_D	Standard Biochemistry Profile				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
BIOPRO_E	Standard Biochemistry Profile				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
BIOPRO_F	Standard Biochemistry Profile				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
BIOPRO_G	Standard Biochemistry Profile				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
BIOPRO_H	Standard Biochemistry Profile				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
BIOPRO_I	Standard Biochemistry Profile				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
BIOPRO_J	Standard Biochemistry Profile				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
CARB_D	Pesticides - Carbamates & Organophosphorus Metabolites - Urine				0.0	unmapped,unmapped	NCIT
CARB_E	Pesticides - Carbamates & Organophosphorus Metabolites - Urine				0.0	unmapped,unmapped	NCIT
CBQPFA_E	Consumer Behavior Phone Follow-up Module - Adult				0.0	unmapped,unmapped,unmapped,unmapped	NCIT
CBQPFA_F	Consumer Behavior Phone Follow-up Module - Adult				0.0	unmapped,unmapped,unmapped,unmapped	NCIT
CBQPFA_J	Consumer Behavior Phone Follow-up Module - Adult				0.0	unmapped,unmapped,unmapped,unmapped	NCIT
CBQPFC_E	Consumer Behavior Phone Follow-up Module - Child				0.0	unmapped,unmapped,unmapped	NCIT
CBQPFC_F	Consumer Behavior Phone Follow-up Module - Child				0.0	unmapped,unmapped,unmapped	NCIT
CBQPFC_J	Consumer Behavior Phone Follow-up Module - Child				0.0	unmapped,unmapped,unmapped	NCIT
CDEMO_AD	California - Demographic Variables & Sample Weights				0.0	unmapped,unmapped	NCIT
CDEMO_EH	California - Demographic Variables & Sample Weights				0.0	unmapped,unmapped	NCIT
CHLM_E_R	Chlamydia & Gonorrhea - Urine - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
CHLM_F_R	Chlamydia & Gonorrhea - Urine - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
CHLMD_DR	Chlamydia & Gonorrhea - Urine - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
COTNAL_E	Cotinine - Serum & Total NNAL - Urine				0.0	unmapped,unmapped,unmapped	NCIT
COTNAL_F	Cotinine - Serum & Total NNAL - Urine				0.0	unmapped,unmapped,unmapped	NCIT
COTNAL_G	Cotinine - Serum & Total NNAL - Urine				0.0	unmapped,unmapped,unmapped	NCIT
CUSEZN_G	Copper, Selenium & Zinc - Serum				0.0	unmapped,unmapped,unmapped	NCIT
CUSEZN_H	Copper, Selenium & Zinc - Serum				0.0	unmapped,unmapped,unmapped	NCIT
CUSEZN_I	Copper, Selenium & Zinc - Serum				0.0	unmapped,unmapped,unmapped	NCIT
DB24_K_R	Diet Behavior & Nutrition - B24 Project				0.0	unmapped	NCIT
DBQ	Diet Behavior & Nutrition				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DBQ_B	Diet Behavior & Nutrition				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DBQ_C	Diet Behavior & Nutrition				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DBQ_D	Diet Behavior & Nutrition				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DBQ_E	Diet Behavior & Nutrition				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DBQ_F	Diet Behavior & Nutrition				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DBQ_G	Diet Behavior & Nutrition				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DBQ_H	Diet Behavior & Nutrition				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DBQ_I	Diet Behavior & Nutrition				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DBQ_J	Diet Behavior & Nutrition				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DEET_I	DEET Metabolite - Urine				0.0	unmapped	NCIT
DEMO	Demographic Variables & Sample Weights				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DEMO_B	Demographic Variables & Sample Weights				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DEMO_C	Demographic Variables & Sample Weights				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DEMO_D	Demographic Variables & Sample Weights				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DEMO_E	Demographic Variables & Sample Weights				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DEMO_F	Demographic Variables & Sample Weights				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DEMO_G	Demographic Variables & Sample Weights				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DEMO_H	Demographic Variables and Sample Weights				0.0	unmapped,unmapped,unmapped,unmapped	NCIT
DEMO_I	Demographic Variables and Sample Weights				0.0	unmapped,unmapped,unmapped,unmapped	NCIT
DEMO_J	Demographic Variables and Sample Weights				0.0	unmapped,unmapped,unmapped,unmapped	NCIT
DOC_2000	Second Day Lab General Documentation 				0.0	unmapped	NCIT
DOXPOL_D	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs)  - Pooled Samples				0.0	unmapped	NCIT
DOXPOL_E	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples				0.0	unmapped,unmapped,unmapped	NCIT
DOXPOL_F	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples				0.0	unmapped,unmapped,unmapped	NCIT
DOXPOL_G	Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples				0.0	unmapped,unmapped,unmapped	NCIT
DPQ_D	Mental Health - Depression Screener				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DPQ_E	Mental Health - Depression Screener				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DPQ_F	Mental Health - Depression Screener				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DPQ_G	Mental Health - Depression Screener				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DPQ_H	Mental Health - Depression Screener				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DPQ_I	Mental Health - Depression Screener				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DPQ_J	Mental Health - Depression Screener				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DPQY_F_R	Mental Health - Depression Screener - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DPQY_G_R	Mental Health - Depression Screener - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DPQY_H_R	Mental Health - Depression Screener - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DPQY_I_R	Mental Health - Depression Screener - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DPQY_J_R	Mental Health - Depression Screener - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DPQYTH_D	Mental Health - Depression Screener - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DPQYTH_E	Mental Health - Depression Screener - Youth				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR1IFF_C	Dietary Interview - Individual Foods, First Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR1IFF_D	Dietary Interview - Individual Foods, First Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR1IFF_E	Dietary Interview - Individual Foods, First Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR1IFF_F	Dietary Interview - Individual Foods, First Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR1IFF_G	Dietary Interview - Individual Foods, First Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR1IFF_H	Dietary Interview - Individual Foods, First Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR1IFF_I	Dietary Interview - Individual Foods, First Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR1IFF_J	Dietary Interview - Individual Foods, First Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR1TOT_C	Dietary Interview - Total Nutrient Intakes, First Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR1TOT_D	Dietary Interview - Total Nutrient Intakes, First Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR1TOT_E	Dietary Interview - Total Nutrient Intakes, First Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR1TOT_F	Dietary Interview - Total Nutrient Intakes, First Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR1TOT_G	Dietary Interview - Total Nutrient Intakes, First Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR1TOT_H	Dietary Interview - Total Nutrient Intakes, First Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR1TOT_I	Dietary Interview - Total Nutrient Intakes, First Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR1TOT_J	Dietary Interview - Total Nutrient Intakes, First Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR2IFF_C	Dietary Interview - Individual Foods, Second Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR2IFF_D	Dietary Interview - Individual Foods, Second Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR2IFF_E	Dietary Interview - Individual Foods, Second Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
DR2IFF_F	Dietary Interview - Individual Foods, Second Day				0.0	unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped,unmapped	NCIT
