Variable	Table	SourceTermID	SourceTerm	MappedTermLabel	MappedTermCURIE	MappedTermIRI	MappingScore	Ontology
LBDVDBLC	VOCWBS_H	LBDVDBLC-VOCWBS_H	14-Dichlorobenzene	Paradichlorobenzene	NCIT:C44297	http://purl.obolibrary.org/obo/NCIT_C44297	0.809	NCIT
LBDVDBLC	VOCWBS_I	LBDVDBLC-VOCWBS_I	14-Dichlorobenzene	Paradichlorobenzene	NCIT:C44297	http://purl.obolibrary.org/obo/NCIT_C44297	0.809	NCIT
LBDVDELC	P_VOCWB	LBDVDELC-P_VOCWB	12-Dibromoethane	Ethylene Dibromide	NCIT:C490	http://purl.obolibrary.org/obo/NCIT_C490	0.732	NCIT
LBDVDELC	VOCWB_E	LBDVDELC-VOCWB_E	12-dibromoethane	Ethylene Dibromide	NCIT:C490	http://purl.obolibrary.org/obo/NCIT_C490	0.732	NCIT
LBDVDELC	VOCWB_F	LBDVDELC-VOCWB_F	12-Dibromoethane	Ethylene Dibromide	NCIT:C490	http://purl.obolibrary.org/obo/NCIT_C490	0.732	NCIT
LBDVDELC	VOCWB_G	LBDVDELC-VOCWB_G	12-Dibromoethane	Ethylene Dibromide	NCIT:C490	http://purl.obolibrary.org/obo/NCIT_C490	0.732	NCIT
LBDVDELC	VOCWB_H	LBDVDELC-VOCWB_H	12-Dibromoethane	Ethylene Dibromide	NCIT:C490	http://purl.obolibrary.org/obo/NCIT_C490	0.732	NCIT
LBDVDELC	VOCWB_I	LBDVDELC-VOCWB_I	12-Dibromoethane	Ethylene Dibromide	NCIT:C490	http://purl.obolibrary.org/obo/NCIT_C490	0.732	NCIT
LBDVDELC	VOCWB_J	LBDVDELC-VOCWB_J	12-Dibromoethane	Ethylene Dibromide	NCIT:C490	http://purl.obolibrary.org/obo/NCIT_C490	0.732	NCIT
LBDVDELC	VOCWBS_H	LBDVDELC-VOCWBS_H	12-Dibromoethane	Ethylene Dibromide	NCIT:C490	http://purl.obolibrary.org/obo/NCIT_C490	0.732	NCIT
LBDVDELC	VOCWBS_I	LBDVDELC-VOCWBS_I	12-Dibromoethane	Ethylene Dibromide	NCIT:C490	http://purl.obolibrary.org/obo/NCIT_C490	0.732	NCIT
LBDVDMLC	L04VOC_C	LBDVDMLC-L04VOC_C	Dibromomethane	Bromoform	NCIT:C79576	http://purl.obolibrary.org/obo/NCIT_C79576	0.819	NCIT
LBDVDMLC	VOCWB_D	LBDVDMLC-VOCWB_D	Dibromomethane	Bromoform	NCIT:C79576	http://purl.obolibrary.org/obo/NCIT_C79576	0.819	NCIT
LBDVDMLC	VOCWB_E	LBDVDMLC-VOCWB_E	Dibromomethane	Bromoform	NCIT:C79576	http://purl.obolibrary.org/obo/NCIT_C79576	0.819	NCIT
LBDVDMLC	VOCWB_F	LBDVDMLC-VOCWB_F	Dibromomethane	Bromoform	NCIT:C79576	http://purl.obolibrary.org/obo/NCIT_C79576	0.819	NCIT
LBDVDMLC	VOCWB_G	LBDVDMLC-VOCWB_G	Dibromomethane	Bromoform	NCIT:C79576	http://purl.obolibrary.org/obo/NCIT_C79576	0.819	NCIT
LBDVDXLC	VOCWB_F	LBDVDXLC-VOCWB_F	14-Dioxane	1,4-Dioxane	NCIT:C44298	http://purl.obolibrary.org/obo/NCIT_C44298	0.881	NCIT
LBDVDXLC	VOCWB_G	LBDVDXLC-VOCWB_G	14-Dioxane	1,4-Dioxane	NCIT:C44298	http://purl.obolibrary.org/obo/NCIT_C44298	0.881	NCIT
LBDVDXLC	VOCWB_H	LBDVDXLC-VOCWB_H	14-Dioxane	1,4-Dioxane	NCIT:C44298	http://purl.obolibrary.org/obo/NCIT_C44298	0.881	NCIT
LBDVDXLC	VOCWB_I	LBDVDXLC-VOCWB_I	14-Dioxane	1,4-Dioxane	NCIT:C44298	http://purl.obolibrary.org/obo/NCIT_C44298	0.881	NCIT
LBDVDXLC	VOCWBS_H	LBDVDXLC-VOCWBS_H	14-Dioxane	1,4-Dioxane	NCIT:C44298	http://purl.obolibrary.org/obo/NCIT_C44298	0.881	NCIT
LBDVDXLC	VOCWBS_I	LBDVDXLC-VOCWBS_I	14-Dioxane	1,4-Dioxane	NCIT:C44298	http://purl.obolibrary.org/obo/NCIT_C44298	0.881	NCIT
LBDVEALC	P_VOCWB	LBDVEALC-P_VOCWB	Ethyl Acetate	Ethyl Acetate	NCIT:C76707	http://purl.obolibrary.org/obo/NCIT_C76707	0.99	NCIT
LBDVEALC	VOCWB_H	LBDVEALC-VOCWB_H	Ethyl Acetate	Ethyl Acetate	NCIT:C76707	http://purl.obolibrary.org/obo/NCIT_C76707	0.99	NCIT
LBDVEALC	VOCWB_I	LBDVEALC-VOCWB_I	Ethyl Acetate	Ethyl Acetate	NCIT:C76707	http://purl.obolibrary.org/obo/NCIT_C76707	0.99	NCIT
LBDVEALC	VOCWB_J	LBDVEALC-VOCWB_J	Ethyl Acetate	Ethyl Acetate	NCIT:C76707	http://purl.obolibrary.org/obo/NCIT_C76707	0.99	NCIT
LBDVEALC	VOCWBS_H	LBDVEALC-VOCWBS_H	Ethyl Acetate	Ethyl Acetate	NCIT:C76707	http://purl.obolibrary.org/obo/NCIT_C76707	0.99	NCIT
LBDVEALC	VOCWBS_I	LBDVEALC-VOCWBS_I	Ethyl Acetate	Ethyl Acetate	NCIT:C76707	http://purl.obolibrary.org/obo/NCIT_C76707	0.99	NCIT
LBDVEBLC	L04VOC_B	LBDVEBLC-L04VOC_B	Ethylbenzene	Ethylbenzene	NCIT:C173418	http://purl.obolibrary.org/obo/NCIT_C173418	0.995	NCIT
LBDVEBLC	L04VOC_C	LBDVEBLC-L04VOC_C	Ethylbenzene	Ethylbenzene	NCIT:C173418	http://purl.obolibrary.org/obo/NCIT_C173418	0.995	NCIT
LBDVEBLC	LAB04	LBDVEBLC-LAB04	Ethylbenzene	Ethylbenzene	NCIT:C173418	http://purl.obolibrary.org/obo/NCIT_C173418	0.995	NCIT
LBDVEBLC	P_VOCWB	LBDVEBLC-P_VOCWB	Ethylbenzene	Ethylbenzene	NCIT:C173418	http://purl.obolibrary.org/obo/NCIT_C173418	0.995	NCIT
LBDVEBLC	VOCWB_D	LBDVEBLC-VOCWB_D	Ethylbenzene	Ethylbenzene	NCIT:C173418	http://purl.obolibrary.org/obo/NCIT_C173418	0.995	NCIT
LBDVEBLC	VOCWB_E	LBDVEBLC-VOCWB_E	Ethylbenzene	Ethylbenzene	NCIT:C173418	http://purl.obolibrary.org/obo/NCIT_C173418	0.995	NCIT
LBDVEBLC	VOCWB_F	LBDVEBLC-VOCWB_F	Ethylbenzene	Ethylbenzene	NCIT:C173418	http://purl.obolibrary.org/obo/NCIT_C173418	0.995	NCIT
LBDVEBLC	VOCWB_G	LBDVEBLC-VOCWB_G	Ethylbenzene	Ethylbenzene	NCIT:C173418	http://purl.obolibrary.org/obo/NCIT_C173418	0.995	NCIT
LBDVEBLC	VOCWB_H	LBDVEBLC-VOCWB_H	Ethylbenzene	Ethylbenzene	NCIT:C173418	http://purl.obolibrary.org/obo/NCIT_C173418	0.995	NCIT
LBDVEBLC	VOCWB_I	LBDVEBLC-VOCWB_I	Ethylbenzene	Ethylbenzene	NCIT:C173418	http://purl.obolibrary.org/obo/NCIT_C173418	0.995	NCIT
LBDVEBLC	VOCWB_J	LBDVEBLC-VOCWB_J	Ethylbenzene	Ethylbenzene	NCIT:C173418	http://purl.obolibrary.org/obo/NCIT_C173418	0.995	NCIT
LBDVEBLC	VOCWBS_H	LBDVEBLC-VOCWBS_H	Ethylbenzene	Ethylbenzene	NCIT:C173418	http://purl.obolibrary.org/obo/NCIT_C173418	0.995	NCIT
LBDVEBLC	VOCWBS_I	LBDVEBLC-VOCWBS_I	Ethylbenzene	Ethylbenzene	NCIT:C173418	http://purl.obolibrary.org/obo/NCIT_C173418	0.995	NCIT
LBDVECLC	P_VOCWB	LBDVECLC-P_VOCWB	Chloroethane	Trichloroethane	NCIT:C75637	http://purl.obolibrary.org/obo/NCIT_C75637	0.839	NCIT
LBDVECLC	VOCWB_H	LBDVECLC-VOCWB_H	Chloroethane	Trichloroethane	NCIT:C75637	http://purl.obolibrary.org/obo/NCIT_C75637	0.839	NCIT
LBDVECLC	VOCWB_I	LBDVECLC-VOCWB_I	Chloroethane	Trichloroethane	NCIT:C75637	http://purl.obolibrary.org/obo/NCIT_C75637	0.839	NCIT
LBDVECLC	VOCWB_J	LBDVECLC-VOCWB_J	Chloroethane	Trichloroethane	NCIT:C75637	http://purl.obolibrary.org/obo/NCIT_C75637	0.839	NCIT
LBDVECLC	VOCWBS_H	LBDVECLC-VOCWBS_H	Chloroethane	Trichloroethane	NCIT:C75637	http://purl.obolibrary.org/obo/NCIT_C75637	0.839	NCIT
LBDVECLC	VOCWBS_I	LBDVECLC-VOCWBS_I	Chloroethane	Trichloroethane	NCIT:C75637	http://purl.obolibrary.org/obo/NCIT_C75637	0.839	NCIT
LBDVEELC	P_VOCWB	LBDVEELC-P_VOCWB	Diethyl Ether	Ether	NCIT:C29819	http://purl.obolibrary.org/obo/NCIT_C29819	0.827	NCIT
LBDVEELC	VOCWB_H	LBDVEELC-VOCWB_H	Diethyl Ether	Ether	NCIT:C29819	http://purl.obolibrary.org/obo/NCIT_C29819	0.827	NCIT
LBDVEELC	VOCWB_I	LBDVEELC-VOCWB_I	Diethyl Ether	Ether	NCIT:C29819	http://purl.obolibrary.org/obo/NCIT_C29819	0.827	NCIT
LBDVEELC	VOCWB_J	LBDVEELC-VOCWB_J	Diethyl Ether	Ether	NCIT:C29819	http://purl.obolibrary.org/obo/NCIT_C29819	0.827	NCIT
LBDVEELC	VOCWBS_H	LBDVEELC-VOCWBS_H	Diethyl Ether	Ether	NCIT:C29819	http://purl.obolibrary.org/obo/NCIT_C29819	0.827	NCIT
LBDVEELC	VOCWBS_I	LBDVEELC-VOCWBS_I	Diethyl Ether	Ether	NCIT:C29819	http://purl.obolibrary.org/obo/NCIT_C29819	0.827	NCIT
LBDVFNLC	P_VOCWB	LBDVFNLC-P_VOCWB	Furan	Furan	NCIT:C44385	http://purl.obolibrary.org/obo/NCIT_C44385	0.99	NCIT
LBDVFNLC	VOCWB_E	LBDVFNLC-VOCWB_E	furan	Furan	NCIT:C44385	http://purl.obolibrary.org/obo/NCIT_C44385	0.99	NCIT
LBDVFNLC	VOCWB_F	LBDVFNLC-VOCWB_F	Furan	Furan	NCIT:C44385	http://purl.obolibrary.org/obo/NCIT_C44385	0.99	NCIT
LBDVFNLC	VOCWB_G	LBDVFNLC-VOCWB_G	Furan	Furan	NCIT:C44385	http://purl.obolibrary.org/obo/NCIT_C44385	0.99	NCIT
LBDVFNLC	VOCWB_H	LBDVFNLC-VOCWB_H	Furan	Furan	NCIT:C44385	http://purl.obolibrary.org/obo/NCIT_C44385	0.99	NCIT
LBDVFNLC	VOCWB_I	LBDVFNLC-VOCWB_I	Furan	Furan	NCIT:C44385	http://purl.obolibrary.org/obo/NCIT_C44385	0.99	NCIT
LBDVFNLC	VOCWB_J	LBDVFNLC-VOCWB_J	Furan	Furan	NCIT:C44385	http://purl.obolibrary.org/obo/NCIT_C44385	0.99	NCIT
LBDVFNLC	VOCWBS_H	LBDVFNLC-VOCWBS_H	Furan	Furan	NCIT:C44385	http://purl.obolibrary.org/obo/NCIT_C44385	0.99	NCIT
LBDVFNLC	VOCWBS_I	LBDVFNLC-VOCWBS_I	Furan	Furan	NCIT:C44385	http://purl.obolibrary.org/obo/NCIT_C44385	0.99	NCIT
LBDVHELC	L04VOC_C	LBDVHELC-L04VOC_C	Hexachloroethane	Hexachloroethane	NCIT:C44389	http://purl.obolibrary.org/obo/NCIT_C44389	0.997	NCIT
LBDVHELC	VOCWB_D	LBDVHELC-VOCWB_D	Hexachloroethane	Hexachloroethane	NCIT:C44389	http://purl.obolibrary.org/obo/NCIT_C44389	0.997	NCIT
LBDVHELC	VOCWB_E	LBDVHELC-VOCWB_E	Hexachloroethane	Hexachloroethane	NCIT:C44389	http://purl.obolibrary.org/obo/NCIT_C44389	0.997	NCIT
LBDVHELC	VOCWB_F	LBDVHELC-VOCWB_F	Hexachloroethane	Hexachloroethane	NCIT:C44389	http://purl.obolibrary.org/obo/NCIT_C44389	0.997	NCIT
LBDVHELC	VOCWB_G	LBDVHELC-VOCWB_G	Hexachloroethane	Hexachloroethane	NCIT:C44389	http://purl.obolibrary.org/obo/NCIT_C44389	0.997	NCIT
LBDVIALC	VITAEC_J	LBDVIALC-VITAEC_J	Retinol	Retinol	NCIT:C68302	http://purl.obolibrary.org/obo/NCIT_C68302	0.978	NCIT
LBDVIASI	L06VIT_B	LBDVIASI-L06VIT_B	Retinol(umol/L)	Retinol	NCIT:C68302	http://purl.obolibrary.org/obo/NCIT_C68302	0.812	NCIT
LBDVIASI	L45VIT_C	LBDVIASI-L45VIT_C	Retinol(umol/L)	Retinol	NCIT:C68302	http://purl.obolibrary.org/obo/NCIT_C68302	0.812	NCIT
LBDVIASI	VITAEC_J	LBDVIASI-VITAEC_J	Retinol (umol/L)	Retinol	NCIT:C68302	http://purl.obolibrary.org/obo/NCIT_C68302	0.812	NCIT
LBDVIASI	LAB06	LBDVIASI-LAB06	Vitamin A (umol/L)	Vitamin A Measurement	NCIT:C74895	http://purl.obolibrary.org/obo/NCIT_C74895	0.76	NCIT
LBDVIASI	VITAEC_D	LBDVIASI-VITAEC_D	Vitamin A (umol/L)	Vitamin A Measurement	NCIT:C74895	http://purl.obolibrary.org/obo/NCIT_C74895	0.76	NCIT
LBDVICLC	VIC_J	LBDVICLC-VIC_J	Vitamin C	Ascorbic Acid	NCIT:C285	http://purl.obolibrary.org/obo/NCIT_C285	0.992	NCIT
LBDVICSI	L06VIT_C	LBDVICSI-L06VIT_C	Vitamin C (umol/L)	Vitamin C	NCIT:C68507	http://purl.obolibrary.org/obo/NCIT_C68507	0.766	NCIT
LBDVICSI	VIC_D	LBDVICSI-VIC_D	Vitamin C (umol/L)	Vitamin C	NCIT:C68507	http://purl.obolibrary.org/obo/NCIT_C68507	0.766	NCIT
LBDVICSI	VIC_J	LBDVICSI-VIC_J	Vitamin C (umol/L)	Vitamin C	NCIT:C68507	http://purl.obolibrary.org/obo/NCIT_C68507	0.766	NCIT
LBDVIDMS	VID_B	LBDVIDMS-VID_B	Vitamin D (nmol/L)	Ergocalciferol	NCIT:C29029	http://purl.obolibrary.org/obo/NCIT_C29029	0.753	NCIT
LBDVIELC	VITAEC_J	LBDVIELC-VITAEC_J	alpha-tocopherol	Alpha Tocopherol Measurement	NCIT:C103349	http://purl.obolibrary.org/obo/NCIT_C103349	0.992	NCIT
LBDVIESI	VITAEC_J	LBDVIESI-VITAEC_J	alpha-tocopherol (umol/L)	Alpha Tocopherol Measurement	NCIT:C103349	http://purl.obolibrary.org/obo/NCIT_C103349	0.901	NCIT
LBDVIESI	L06VIT_B	LBDVIESI-L06VIT_B	Vitamin E (umol/L)	Vitamin E Compound	NCIT:C942	http://purl.obolibrary.org/obo/NCIT_C942	0.78	NCIT
LBDVIESI	LAB06	LBDVIESI-LAB06	Vitamin E (umol/L)	Vitamin E Compound	NCIT:C942	http://purl.obolibrary.org/obo/NCIT_C942	0.78	NCIT
LBDVIESI	VITAEC_D	LBDVIESI-VITAEC_D	Vitamin E (umol/L)	Vitamin E Compound	NCIT:C942	http://purl.obolibrary.org/obo/NCIT_C942	0.78	NCIT
LBDVMCLC	L04VOC_C	LBDVMCLC-L04VOC_C	Methylene Chloride	Methylene Chloride	NCIT:C44400	http://purl.obolibrary.org/obo/NCIT_C44400	0.993	NCIT
LBDVMCLC	P_VOCWB	LBDVMCLC-P_VOCWB	Methylene Chloride	Methylene Chloride	NCIT:C44400	http://purl.obolibrary.org/obo/NCIT_C44400	0.993	NCIT
LBDVMCLC	VOCWB_D	LBDVMCLC-VOCWB_D	Methylene Chloride	Methylene Chloride	NCIT:C44400	http://purl.obolibrary.org/obo/NCIT_C44400	0.993	NCIT
LBDVMCLC	VOCWB_E	LBDVMCLC-VOCWB_E	Methylene Chloride	Methylene Chloride	NCIT:C44400	http://purl.obolibrary.org/obo/NCIT_C44400	0.993	NCIT
LBDVMCLC	VOCWB_F	LBDVMCLC-VOCWB_F	Methylene Chloride	Methylene Chloride	NCIT:C44400	http://purl.obolibrary.org/obo/NCIT_C44400	0.993	NCIT
LBDVMCLC	VOCWB_G	LBDVMCLC-VOCWB_G	Methylene Chloride	Methylene Chloride	NCIT:C44400	http://purl.obolibrary.org/obo/NCIT_C44400	0.993	NCIT
LBDVMCLC	VOCWB_H	LBDVMCLC-VOCWB_H	Methylene Chloride	Methylene Chloride	NCIT:C44400	http://purl.obolibrary.org/obo/NCIT_C44400	0.993	NCIT
LBDVMCLC	VOCWB_I	LBDVMCLC-VOCWB_I	Methylene Chloride	Methylene Chloride	NCIT:C44400	http://purl.obolibrary.org/obo/NCIT_C44400	0.993	NCIT
LBDVMCLC	VOCWB_J	LBDVMCLC-VOCWB_J	Methylene Chloride	Methylene Chloride	NCIT:C44400	http://purl.obolibrary.org/obo/NCIT_C44400	0.993	NCIT
LBDVMCLC	VOCWBS_H	LBDVMCLC-VOCWBS_H	Methylene Chloride	Methylene Chloride	NCIT:C44400	http://purl.obolibrary.org/obo/NCIT_C44400	0.993	NCIT
LBDVMCLC	VOCWBS_I	LBDVMCLC-VOCWBS_I	Methylene Chloride	Methylene Chloride	NCIT:C44400	http://purl.obolibrary.org/obo/NCIT_C44400	0.993	NCIT
LBDVNBLC	L04VOC_C	LBDVNBLC-L04VOC_C	Nitrobenzene	Nitrobenzene	NCIT:C44410	http://purl.obolibrary.org/obo/NCIT_C44410	0.992	NCIT
LBDVNBLC	P_VOCWB	LBDVNBLC-P_VOCWB	Nitrobenzene	Nitrobenzene	NCIT:C44410	http://purl.obolibrary.org/obo/NCIT_C44410	0.992	NCIT
LBDVNBLC	VOCWB_D	LBDVNBLC-VOCWB_D	Nitrobenzene	Nitrobenzene	NCIT:C44410	http://purl.obolibrary.org/obo/NCIT_C44410	0.992	NCIT
LBDVNBLC	VOCWB_E	LBDVNBLC-VOCWB_E	Nitrobenzene	Nitrobenzene	NCIT:C44410	http://purl.obolibrary.org/obo/NCIT_C44410	0.992	NCIT
LBDVNBLC	VOCWB_F	LBDVNBLC-VOCWB_F	Nitrobenzene	Nitrobenzene	NCIT:C44410	http://purl.obolibrary.org/obo/NCIT_C44410	0.992	NCIT
LBDVNBLC	VOCWB_G	LBDVNBLC-VOCWB_G	Nitrobenzene	Nitrobenzene	NCIT:C44410	http://purl.obolibrary.org/obo/NCIT_C44410	0.992	NCIT
LBDVNBLC	VOCWB_H	LBDVNBLC-VOCWB_H	Nitrobenzene	Nitrobenzene	NCIT:C44410	http://purl.obolibrary.org/obo/NCIT_C44410	0.992	NCIT
LBDVNBLC	VOCWB_I	LBDVNBLC-VOCWB_I	Nitrobenzene	Nitrobenzene	NCIT:C44410	http://purl.obolibrary.org/obo/NCIT_C44410	0.992	NCIT
LBDVNBLC	VOCWB_J	LBDVNBLC-VOCWB_J	Nitrobenzene	Nitrobenzene	NCIT:C44410	http://purl.obolibrary.org/obo/NCIT_C44410	0.992	NCIT
LBDVNBLC	VOCWBS_H	LBDVNBLC-VOCWBS_H	Nitrobenzene	Nitrobenzene	NCIT:C44410	http://purl.obolibrary.org/obo/NCIT_C44410	0.992	NCIT
LBDVNBLC	VOCWBS_I	LBDVNBLC-VOCWBS_I	Nitrobenzene	Nitrobenzene	NCIT:C44410	http://purl.obolibrary.org/obo/NCIT_C44410	0.992	NCIT
LBDVOXLC	L04VOC_B	LBDVOXLC-L04VOC_B	o-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.884	NCIT
LBDVOXLC	L04VOC_C	LBDVOXLC-L04VOC_C	o-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.884	NCIT
LBDVOXLC	LAB04	LBDVOXLC-LAB04	o-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.884	NCIT
LBDVOXLC	P_VOCWB	LBDVOXLC-P_VOCWB	o-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.884	NCIT
LBDVOXLC	VOCWB_D	LBDVOXLC-VOCWB_D	o-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.884	NCIT
LBDVOXLC	VOCWB_E	LBDVOXLC-VOCWB_E	o-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.884	NCIT
LBDVOXLC	VOCWB_F	LBDVOXLC-VOCWB_F	o-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.884	NCIT
LBDVOXLC	VOCWB_G	LBDVOXLC-VOCWB_G	o-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.884	NCIT
LBDVOXLC	VOCWB_H	LBDVOXLC-VOCWB_H	o-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.884	NCIT
LBDVOXLC	VOCWB_I	LBDVOXLC-VOCWB_I	o-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.884	NCIT
LBDVOXLC	VOCWB_J	LBDVOXLC-VOCWB_J	o-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.884	NCIT
LBDVOXLC	VOCWBS_H	LBDVOXLC-VOCWBS_H	o-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.884	NCIT
LBDVOXLC	VOCWBS_I	LBDVOXLC-VOCWBS_I	o-Xylene	Xylene	NCIT:C126304	http://purl.obolibrary.org/obo/NCIT_C126304	0.884	NCIT
LBDVSTLC	L04VOC_B	LBDVSTLC-L04VOC_B	Styrene	Styrene Oxide	NCIT:C44447	http://purl.obolibrary.org/obo/NCIT_C44447	0.777	NCIT
LBDVSTLC	L04VOC_C	LBDVSTLC-L04VOC_C	Styrene	Styrene Oxide	NCIT:C44447	http://purl.obolibrary.org/obo/NCIT_C44447	0.777	NCIT
LBDVSTLC	LAB04	LBDVSTLC-LAB04	Styrene	Styrene Oxide	NCIT:C44447	http://purl.obolibrary.org/obo/NCIT_C44447	0.777	NCIT
LBDVSTLC	VOCWB_D	LBDVSTLC-VOCWB_D	Styrene	Styrene Oxide	NCIT:C44447	http://purl.obolibrary.org/obo/NCIT_C44447	0.777	NCIT
LBDVSTLC	VOCWB_E	LBDVSTLC-VOCWB_E	Styrene	Styrene Oxide	NCIT:C44447	http://purl.obolibrary.org/obo/NCIT_C44447	0.777	NCIT
LBDVSTLC	VOCWB_F	LBDVSTLC-VOCWB_F	Styrene	Styrene Oxide	NCIT:C44447	http://purl.obolibrary.org/obo/NCIT_C44447	0.777	NCIT
LBDVTCLC	L04VOC_B	LBDVTCLC-L04VOC_B	Trichloroethene	Trichloroethylene	NCIT:C44459	http://purl.obolibrary.org/obo/NCIT_C44459	0.989	NCIT
LBDVTCLC	L04VOC_C	LBDVTCLC-L04VOC_C	Trichloroethene	Trichloroethylene	NCIT:C44459	http://purl.obolibrary.org/obo/NCIT_C44459	0.989	NCIT
LBDVTCLC	LAB04	LBDVTCLC-LAB04	Trichloroethene	Trichloroethylene	NCIT:C44459	http://purl.obolibrary.org/obo/NCIT_C44459	0.989	NCIT
LBDVTCLC	P_VOCWB	LBDVTCLC-P_VOCWB	Trichloroethene	Trichloroethylene	NCIT:C44459	http://purl.obolibrary.org/obo/NCIT_C44459	0.989	NCIT
LBDVTCLC	VOCWB_D	LBDVTCLC-VOCWB_D	Trichloroethene	Trichloroethylene	NCIT:C44459	http://purl.obolibrary.org/obo/NCIT_C44459	0.989	NCIT
LBDVTCLC	VOCWB_E	LBDVTCLC-VOCWB_E	Trichloroethene	Trichloroethylene	NCIT:C44459	http://purl.obolibrary.org/obo/NCIT_C44459	0.989	NCIT
LBDVTCLC	VOCWB_F	LBDVTCLC-VOCWB_F	Trichloroethene	Trichloroethylene	NCIT:C44459	http://purl.obolibrary.org/obo/NCIT_C44459	0.989	NCIT
LBDVTCLC	VOCWB_G	LBDVTCLC-VOCWB_G	Trichloroethene	Trichloroethylene	NCIT:C44459	http://purl.obolibrary.org/obo/NCIT_C44459	0.989	NCIT
LBDVTCLC	VOCWB_H	LBDVTCLC-VOCWB_H	Trichloroethene	Trichloroethylene	NCIT:C44459	http://purl.obolibrary.org/obo/NCIT_C44459	0.989	NCIT
LBDVTCLC	VOCWB_I	LBDVTCLC-VOCWB_I	Trichloroethene	Trichloroethylene	NCIT:C44459	http://purl.obolibrary.org/obo/NCIT_C44459	0.989	NCIT
LBDVTCLC	VOCWB_J	LBDVTCLC-VOCWB_J	Trichloroethene	Trichloroethylene	NCIT:C44459	http://purl.obolibrary.org/obo/NCIT_C44459	0.989	NCIT
LBDVTCLC	VOCWBS_H	LBDVTCLC-VOCWBS_H	Trichloroethene	Trichloroethylene	NCIT:C44459	http://purl.obolibrary.org/obo/NCIT_C44459	0.989	NCIT
LBDVTCLC	VOCWBS_I	LBDVTCLC-VOCWBS_I	Trichloroethene	Trichloroethylene	NCIT:C44459	http://purl.obolibrary.org/obo/NCIT_C44459	0.989	NCIT
LBDVTELC	L04VOC_C	LBDVTELC-L04VOC_C	111-Trichloroethane	Trichloroethane	NCIT:C75637	http://purl.obolibrary.org/obo/NCIT_C75637	0.864	NCIT
LBDVTELC	P_VOCWB	LBDVTELC-P_VOCWB	111-Trichloroethane	Trichloroethane	NCIT:C75637	http://purl.obolibrary.org/obo/NCIT_C75637	0.864	NCIT
LBDVTELC	VOCWB_D	LBDVTELC-VOCWB_D	111-Trichloroethane	Trichloroethane	NCIT:C75637	http://purl.obolibrary.org/obo/NCIT_C75637	0.864	NCIT
LBDVTELC	VOCWB_E	LBDVTELC-VOCWB_E	111-trichloroethane	Trichloroethane	NCIT:C75637	http://purl.obolibrary.org/obo/NCIT_C75637	0.864	NCIT
LBDVTELC	VOCWB_F	LBDVTELC-VOCWB_F	111-Trichloroethane	Trichloroethane	NCIT:C75637	http://purl.obolibrary.org/obo/NCIT_C75637	0.864	NCIT
LBDVTELC	VOCWB_G	LBDVTELC-VOCWB_G	111-Trichloroethane	Trichloroethane	NCIT:C75637	http://purl.obolibrary.org/obo/NCIT_C75637	0.864	NCIT
LBDVTELC	VOCWB_H	LBDVTELC-VOCWB_H	111-Trichloroethane	Trichloroethane	NCIT:C75637	http://purl.obolibrary.org/obo/NCIT_C75637	0.864	NCIT
LBDVTELC	VOCWB_I	LBDVTELC-VOCWB_I	111-Trichloroethane	Trichloroethane	NCIT:C75637	http://purl.obolibrary.org/obo/NCIT_C75637	0.864	NCIT
LBDVTELC	VOCWB_J	LBDVTELC-VOCWB_J	111-Trichloroethane	Trichloroethane	NCIT:C75637	http://purl.obolibrary.org/obo/NCIT_C75637	0.864	NCIT
LBDVTELC	VOCWBS_H	LBDVTELC-VOCWBS_H	111-Trichloroethane	Trichloroethane	NCIT:C75637	http://purl.obolibrary.org/obo/NCIT_C75637	0.864	NCIT
LBDVTELC	VOCWBS_I	LBDVTELC-VOCWBS_I	111-Trichloroethane	Trichloroethane	NCIT:C75637	http://purl.obolibrary.org/obo/NCIT_C75637	0.864	NCIT
LBDVTOLC	L04VOC_B	LBDVTOLC-L04VOC_B	Toluene	Toluene	NCIT:C77930	http://purl.obolibrary.org/obo/NCIT_C77930	0.99	NCIT
LBDVTOLC	L04VOC_C	LBDVTOLC-L04VOC_C	Toluene	Toluene	NCIT:C77930	http://purl.obolibrary.org/obo/NCIT_C77930	0.99	NCIT
