Variable,Table,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score,Tags,Ontology
LBXHGB,L25_B,Reported serving size/label serving size,serving size,FOODON:00003334,http://purl.obolibrary.org/obo/FOODON_00003334,0.8787009361433088,,FOODON
LBXHGB,LAB25,Hemoglobin (g/dL),Hemoglobin B Measurement,EFO:0009213,http://www.ebi.ac.uk/efo/EFO_0009213,0.8657819932764704,,EFO
LBXHGB,L25_B,Hemoglobin (g/dL),Hemoglobin B Measurement,EFO:0009213,http://www.ebi.ac.uk/efo/EFO_0009213,0.8657819932764704,,EFO
LBXHGB,L25_C,Hemoglobin (g/dL),Hemoglobin B Measurement,EFO:0009213,http://www.ebi.ac.uk/efo/EFO_0009213,0.8657819932764704,,EFO
LBXHGB,CBC_D,Hemoglobin (g/dL),Hemoglobin B Measurement,EFO:0009213,http://www.ebi.ac.uk/efo/EFO_0009213,0.8657819932764704,,EFO
LBXHGB,CBC_E,Hemoglobin (g/dL),Hemoglobin B Measurement,EFO:0009213,http://www.ebi.ac.uk/efo/EFO_0009213,0.8657819932764704,,EFO
LBXHGB,CBC_F,Hemoglobin (g/dL),Hemoglobin B Measurement,EFO:0009213,http://www.ebi.ac.uk/efo/EFO_0009213,0.8657819932764704,,EFO
LBXHGB,CBC_G,Hemoglobin (g/dL),Hemoglobin B Measurement,EFO:0009213,http://www.ebi.ac.uk/efo/EFO_0009213,0.8657819932764704,,EFO
LBXHGB,CBC_H,Hemoglobin (g/dL),Hemoglobin B Measurement,EFO:0009213,http://www.ebi.ac.uk/efo/EFO_0009213,0.8657819932764704,,EFO
LBXHGB,CBC_I,Hemoglobin (g/dL),Hemoglobin B Measurement,EFO:0009213,http://www.ebi.ac.uk/efo/EFO_0009213,0.8657819932764704,,EFO
LBXHGB,CBC_J,Hemoglobin (g/dL),Hemoglobin B Measurement,EFO:0009213,http://www.ebi.ac.uk/efo/EFO_0009213,0.8657819932764704,,EFO
LBXHGB,L25_B,Antimony urine (ng/mL),Antimony,NCIT:C95187,http://purl.obolibrary.org/obo/NCIT_C95187,0.8095175679814112,,NCIT
LBXHGB,CBC_H,Water Bromoform (ng/mL),Bromoform,NCIT:C79576,http://purl.obolibrary.org/obo/NCIT_C79576,0.8066954705673732,,NCIT
LBXHGB,LAB25,of Dietary Supplements taken,dietary supplement,FOODON:03401298,http://purl.obolibrary.org/obo/FOODON_03401298,0.8027747335795068,,FOODON
LBXHGB,LAB25,last 5 days - Chewing tobacco,tobacco chewing gum,FOODON:03309592,http://purl.obolibrary.org/obo/FOODON_03309592,0.80126784240926,,FOODON
LBXHIV1,HIV_I,Balance problems,Impaired Balance,NCIT:C122435,http://purl.obolibrary.org/obo/NCIT_C122435,0.9943072520963768,,NCIT
LBXHIV1,HIV_I,HIV-1,HIV infection,EFO:0000764,http://www.ebi.ac.uk/efo/EFO_0000764,0.9332541208463309,,EFO
LBXHIV1,HIV_J,HIV-1,HIV infection,EFO:0000764,http://www.ebi.ac.uk/efo/EFO_0000764,0.9332541208463309,,EFO
LBXHIV1,HIV_I,HIV-1,Human Immunodeficiency Virus,NCIT:C14219,http://purl.obolibrary.org/obo/NCIT_C14219,0.9315505298371294,,NCIT
LBXHIV1,HIV_J,HIV-1,Human Immunodeficiency Virus,NCIT:C14219,http://purl.obolibrary.org/obo/NCIT_C14219,0.9315505298371294,,NCIT
LBXHIV1,HIV_J,Vitamin B6 (mg),Vitamin B6 Measurement,NCIT:C74901,http://purl.obolibrary.org/obo/NCIT_C74901,0.9260080690498682,,NCIT
LBXHIV2,HIV_I,melanoma,NCI CTEP SDC Melanoma Sub-Category Terminology,NCIT:C103113,http://purl.obolibrary.org/obo/NCIT_C103113,0.967235727989052,age,NCIT
LBXHIV2,HIV_I,HIV-2,HIV infection,EFO:0000764,http://www.ebi.ac.uk/efo/EFO_0000764,0.9434661133600902,,EFO
LBXHIV2,HIV_J,HIV-2,HIV infection,EFO:0000764,http://www.ebi.ac.uk/efo/EFO_0000764,0.9434661133600902,,EFO
LBXHIV2,HIV_I,HIV-2,Human Immunodeficiency Virus,NCIT:C14219,http://purl.obolibrary.org/obo/NCIT_C14219,0.9417438810631154,,NCIT
LBXHIV2,HIV_J,HIV-2,Human Immunodeficiency Virus,NCIT:C14219,http://purl.obolibrary.org/obo/NCIT_C14219,0.9417438810631154,,NCIT
LBXHIV2,HIV_J,Vitamin C (mg),Vitamin C,NCIT:C68507,http://purl.obolibrary.org/obo/NCIT_C68507,0.9064599277385026,,NCIT
LBXHNAT,HIV_I,HIV Confirmatory Test,Confirmatory Test,NCIT:C181549,http://purl.obolibrary.org/obo/NCIT_C181549,0.8617728700647975,,NCIT
LBXHNAT,HIV_J,HIV Confirmatory Test,Confirmatory Test,NCIT:C181549,http://purl.obolibrary.org/obo/NCIT_C181549,0.8617728700647975,,NCIT
LBXHP1,LAB11,Helicobacter pylori (ISR),Helicobacter pylori,NCIT:C14289,http://purl.obolibrary.org/obo/NCIT_C14289,0.861153748314132,,NCIT
LBXHP1,LAB11,Phosphorus (mg),phosphorus added,FOODON:03460223,http://purl.obolibrary.org/obo/FOODON_03460223,0.8586975884851642,,FOODON
LBXHP1,LAB11,Segmented neutrophils percent (%),Segmented Neutrophils to Neutrophils Ratio Measurement,EFO:0009252,http://www.ebi.ac.uk/efo/EFO_0009252,0.8261828195010079,,EFO
LBXHSCRP,HSCRP_I,HS C-Reactive Protein (mg/L),C-Reactive Protein Measurement,NCIT:C64548,http://purl.obolibrary.org/obo/NCIT_C64548,0.811754197418496,,NCIT
LBXHSCRP,HSCRP_J,HS C-Reactive Protein (mg/L),C-Reactive Protein Measurement,NCIT:C64548,http://purl.obolibrary.org/obo/NCIT_C64548,0.811754197418496,,NCIT
LBXID1,AL_IGE_D,D. Pteronyssinus IgE antibody (kU/L),Dermatophagoides pteronyssinus Antigen IgE Antibody Measurement,NCIT:C130134,http://purl.obolibrary.org/obo/NCIT_C130134,0.8025769158118481,,NCIT
LBXIGG,CMV_G,Sodium (mg),Sodium,NCIT:C830,http://purl.obolibrary.org/obo/NCIT_C830,0.9202110427847421,,NCIT
LBXIGG,CMV_G,Cytomegalovirus (IgG),Cytomegalovirus Measurement,NCIT:C184672,http://purl.obolibrary.org/obo/NCIT_C184672,0.8989027573017346,,NCIT
LBXIGG,CMV_J,Retinol (mcg),Retinol,NCIT:C68302,http://purl.obolibrary.org/obo/NCIT_C68302,0.8332522522365461,,NCIT
LBXIGG,CMV_J,Cytomegalovirus (CMV) IgG,Cytomegalovirus Measurement,NCIT:C184672,http://purl.obolibrary.org/obo/NCIT_C184672,0.8224463389285483,,NCIT
LBXIGG,CMV_J,Cytomegalovirus (CMV) IgG,cytomegalovirus infection,EFO:0001062,http://www.ebi.ac.uk/efo/EFO_0001062,0.8171824321586544,,EFO
LBXIGG,CMV_G,Cytomegalovirus (IgG),cytomegalovirus infection,EFO:0001062,http://www.ebi.ac.uk/efo/EFO_0001062,0.81171606757191,,EFO
LBXIGM,CMV_G,Cytomegalovirus (IgM),Cytomegalovirus Measurement,NCIT:C184672,http://purl.obolibrary.org/obo/NCIT_C184672,0.9199355997907982,,NCIT
LBXIGM,CMV_J,Selenium (mcg),Dietary Selenium,NCIT:C68281,http://purl.obolibrary.org/obo/NCIT_C68281,0.8750808030163618,,NCIT
LBXIGM,CMV_J,Cytomegalovirus (CMV) IgM,Cytomegalovirus Measurement,NCIT:C184672,http://purl.obolibrary.org/obo/NCIT_C184672,0.8384636390872581,,NCIT
LBXIGM,CMV_J,Cytomegalovirus (CMV) IgM,cytomegalovirus infection,EFO:0001062,http://www.ebi.ac.uk/efo/EFO_0001062,0.8330972167236407,,EFO
LBXIGM,CMV_G,Cytomegalovirus (IgM),cytomegalovirus infection,EFO:0001062,http://www.ebi.ac.uk/efo/EFO_0001062,0.8307088852670405,,EFO
LBXIGM,CMV_G,Total sugars (gm),Total Sugar,NCIT:C68503,http://purl.obolibrary.org/obo/NCIT_C68503,0.819994604257331,,NCIT
LBXII6,AL_IGE_D,Cockroach IgE antibody (kU/L),German Cockroach Antigen IgE Antibody Measurement,NCIT:C130140,http://purl.obolibrary.org/obo/NCIT_C130140,0.8120460286469494,,NCIT
LBXIM3,AL_IGE_D,Aspergillus IgE antibody (kU/L),Aspergillus Antibody Measurement,NCIT:C166028,http://purl.obolibrary.org/obo/NCIT_C166028,0.8605713268484744,,NCIT
LBXIM6,AL_IGE_D,Alternaria IgE antibody (kU/L),Alternaria tenuis alternata Antigen IgE Antibody Measurement,NCIT:C130150,http://purl.obolibrary.org/obo/NCIT_C130150,0.8200884000850742,,NCIT
LBXLH,L40_B,Follicle stimulating hormone (IU/L),Follicle Stimulating Hormone Measurement,NCIT:C74783,http://purl.obolibrary.org/obo/NCIT_C74783,0.9138717112577329,,NCIT
LBXLH,LAB18,Luteinizing hormone (mIU/mL),Luteinizing Hormone Measurement,NCIT:C74790,http://purl.obolibrary.org/obo/NCIT_C74790,0.8850989334282794,,NCIT
LBXLH,L40_B,Luteinizing hormone (mIU/mL),Luteinizing Hormone Measurement,NCIT:C74790,http://purl.obolibrary.org/obo/NCIT_C74790,0.8850989334282794,,NCIT
LBXLH,LAB18,Iron (mg),Dietary Iron,NCIT:C68256,http://purl.obolibrary.org/obo/NCIT_C68256,0.872076287772396,,NCIT
LBXLH,LAB18,Phosphorus (mg),phosphorus added,FOODON:03460223,http://purl.obolibrary.org/obo/FOODON_03460223,0.8586975884851642,,FOODON
LBXLH,L40_B,Carbohydrate (gm),carbohydrate measurement,EFO:0004998,http://www.ebi.ac.uk/efo/EFO_0004998,0.8532107496494759,,EFO
LBXLH,LAB18,Blood urea nitrogen (mg/dL),blood urea nitrogen measurement,EFO:0004741,http://www.ebi.ac.uk/efo/EFO_0004741,0.8344779125716966,,EFO
LBXLH,LAB18,High protein diet,high protein food,FOODON:03510203,http://purl.obolibrary.org/obo/FOODON_03510203,0.8272717035784927,,FOODON
LBXLH,L40_B,Magnesium (mg),magnesium added,FOODON:03460774,http://purl.obolibrary.org/obo/FOODON_03460774,0.8128488556087475,,FOODON
LBXLH,LAB18,Luteinizing hormone (mIU/mL),luteinizing hormone measurement,EFO:0007002,http://www.ebi.ac.uk/efo/EFO_0007002,0.8128483735695989,,EFO
LBXLH,L40_B,Luteinizing hormone (mIU/mL),luteinizing hormone measurement,EFO:0007002,http://www.ebi.ac.uk/efo/EFO_0007002,0.8128483735695989,,EFO
LBXLUT,L45VIT_C,Carbohydrate (gm),carbohydrate measurement,EFO:0004998,http://www.ebi.ac.uk/efo/EFO_0004998,0.8532107496494759,,EFO
LBXLUT,L45VIT_C,Lutein(ug/dL),Lutein,NCIT:C1965,http://purl.obolibrary.org/obo/NCIT_C1965,0.8153305583442537,,NCIT
LBXLYPCT,LAB25,liver cancer,hepatocellular carcinoma,EFO:0000182,http://www.ebi.ac.uk/efo/EFO_0000182,0.993931841836087,age,EFO
LBXLYPCT,CBC_F,congestive heart failure,Congestive Heart Failure,NCIT:C3080,http://purl.obolibrary.org/obo/NCIT_C3080,0.9925061391532688,,NCIT
LBXLYPCT,L25_C,thyroid cancer,thyroid carcinoma,EFO:0002892,http://www.ebi.ac.uk/efo/EFO_0002892,0.9879781126036679,age,EFO
LBXLYPCT,L25_B,LDL-cholesterol (mg/dL),LDL cholesterol,EFO:0004195,http://www.ebi.ac.uk/efo/EFO_0004195,0.9337370929967467,,EFO
LBXLYPCT,LAB25,Lymphocyte percent (%),Percent of Lymphocytes,NCIT:C70462,http://purl.obolibrary.org/obo/NCIT_C70462,0.9192337494614328,,NCIT
LBXLYPCT,L25_B,Lymphocyte percent (%),Percent of Lymphocytes,NCIT:C70462,http://purl.obolibrary.org/obo/NCIT_C70462,0.9192337494614328,,NCIT
LBXLYPCT,L25_C,Lymphocyte percent (%),Percent of Lymphocytes,NCIT:C70462,http://purl.obolibrary.org/obo/NCIT_C70462,0.9192337494614328,,NCIT
LBXLYPCT,CBC_D,Lymphocyte percent (%),Percent of Lymphocytes,NCIT:C70462,http://purl.obolibrary.org/obo/NCIT_C70462,0.9192337494614328,,NCIT
LBXLYPCT,CBC_E,Lymphocyte percent (%),Percent of Lymphocytes,NCIT:C70462,http://purl.obolibrary.org/obo/NCIT_C70462,0.9192337494614328,,NCIT
LBXLYPCT,CBC_F,Lymphocyte percent (%),Percent of Lymphocytes,NCIT:C70462,http://purl.obolibrary.org/obo/NCIT_C70462,0.9192337494614328,,NCIT
LBXLYPCT,CBC_G,Lymphocyte percent (%),Percent of Lymphocytes,NCIT:C70462,http://purl.obolibrary.org/obo/NCIT_C70462,0.9192337494614328,,NCIT
LBXLYPCT,CBC_H,Lymphocyte percent (%),Percent of Lymphocytes,NCIT:C70462,http://purl.obolibrary.org/obo/NCIT_C70462,0.9192337494614328,,NCIT
LBXLYPCT,CBC_I,Lymphocyte percent (%),Percent of Lymphocytes,NCIT:C70462,http://purl.obolibrary.org/obo/NCIT_C70462,0.9192337494614328,,NCIT
LBXLYPCT,CBC_J,Lymphocyte percent (%),Percent of Lymphocytes,NCIT:C70462,http://purl.obolibrary.org/obo/NCIT_C70462,0.9192337494614328,,NCIT
LBXLYPCT,LAB25,Protein (gm),Protein Info,NCIT:C41172,http://purl.obolibrary.org/obo/NCIT_C41172,0.9161323542644811,,NCIT
LBXLYPCT,CBC_G,Copper (mg),Dietary Copper,NCIT:C68249,http://purl.obolibrary.org/obo/NCIT_C68249,0.8971632932112513,,NCIT
LBXLYPCT,CBC_J,Modification code,Data Change Date,NCIT:C114550,http://purl.obolibrary.org/obo/NCIT_C114550,0.8929404541775395,,NCIT
LBXLYPCT,CBC_H,Water Bromodichloromethane (ng/mL),Bromodichloromethane,NCIT:C44345,http://purl.obolibrary.org/obo/NCIT_C44345,0.8741218358865243,,NCIT
LBXLYPCT,CBC_E,Triglyceride (mmol/L),Triglycerides,NCIT:C906,http://purl.obolibrary.org/obo/NCIT_C906,0.8712275418430312,,NCIT
LBXLYPCT,LAB25,Lymphocyte percent (%),lymphocyte percentage of leukocytes,EFO:0007993,http://www.ebi.ac.uk/efo/EFO_0007993,0.8672702603313687,,EFO
LBXLYPCT,L25_B,Lymphocyte percent (%),lymphocyte percentage of leukocytes,EFO:0007993,http://www.ebi.ac.uk/efo/EFO_0007993,0.8672702603313687,,EFO
LBXLYPCT,L25_C,Lymphocyte percent (%),lymphocyte percentage of leukocytes,EFO:0007993,http://www.ebi.ac.uk/efo/EFO_0007993,0.8672702603313687,,EFO
LBXLYPCT,CBC_D,Lymphocyte percent (%),lymphocyte percentage of leukocytes,EFO:0007993,http://www.ebi.ac.uk/efo/EFO_0007993,0.8672702603313687,,EFO
LBXLYPCT,CBC_E,Lymphocyte percent (%),lymphocyte percentage of leukocytes,EFO:0007993,http://www.ebi.ac.uk/efo/EFO_0007993,0.8672702603313687,,EFO
LBXLYPCT,CBC_F,Lymphocyte percent (%),lymphocyte percentage of leukocytes,EFO:0007993,http://www.ebi.ac.uk/efo/EFO_0007993,0.8672702603313687,,EFO
LBXLYPCT,CBC_G,Lymphocyte percent (%),lymphocyte percentage of leukocytes,EFO:0007993,http://www.ebi.ac.uk/efo/EFO_0007993,0.8672702603313687,,EFO
LBXLYPCT,CBC_H,Lymphocyte percent (%),lymphocyte percentage of leukocytes,EFO:0007993,http://www.ebi.ac.uk/efo/EFO_0007993,0.8672702603313687,,EFO
LBXLYPCT,CBC_I,Lymphocyte percent (%),lymphocyte percentage of leukocytes,EFO:0007993,http://www.ebi.ac.uk/efo/EFO_0007993,0.8672702603313687,,EFO
LBXLYPCT,CBC_J,Lymphocyte percent (%),lymphocyte percentage of leukocytes,EFO:0007993,http://www.ebi.ac.uk/efo/EFO_0007993,0.8672702603313687,,EFO
LBXLYPCT,LAB25,Pulse type:,pulse food product,FOODON:00001209,http://purl.obolibrary.org/obo/FOODON_00001209,0.8513219747233695,,FOODON
LBXLYPCT,CBC_I,Pain in right arm,Arm Pain,NCIT:C34397,http://purl.obolibrary.org/obo/NCIT_C34397,0.8472433265428055,,NCIT
LBXLYPCT,CBC_D,Total Bone Mineral Density (g/cm^2),Bone Mineral Density,NCIT:C96950,http://purl.obolibrary.org/obo/NCIT_C96950,0.8468376508409703,,NCIT
LBXLYPCT,L25_C,Had ulcer,Ulceration,NCIT:C25757,http://purl.obolibrary.org/obo/NCIT_C25757,0.8347500850207843,,NCIT
LBXLYPCT,L25_B,Magnesium (mg),magnesium added,FOODON:03460774,http://purl.obolibrary.org/obo/FOODON_03460774,0.8128488556087475,,FOODON
LBXLYPCT,LAB25,You drink fat free/skim milk,skim milk drink,FOODON:03305161,http://purl.obolibrary.org/obo/FOODON_03305161,0.8065579868954258,,FOODON
LBXLYPCT,L25_B,Thallium urine (ng/mL),Thallium,NCIT:C95188,http://purl.obolibrary.org/obo/NCIT_C95188,0.8059833537848078,,NCIT
LBXLZ1,L35_C,Linezolid 1,Linezolid,NCIT:C29158,http://purl.obolibrary.org/obo/NCIT_C29158,0.9627161529025445,,NCIT
LBXLZ1,L35_C,Carbohydrate (gm),carbohydrate measurement,EFO:0004998,http://www.ebi.ac.uk/efo/EFO_0004998,0.8532107496494759,,EFO
LBXLZ2,L35_C,Linezolid,Linezolid,NCIT:C29158,http://purl.obolibrary.org/obo/NCIT_C29158,0.9898340031452526,,NCIT
LBXLZ2,L35_C,Magnesium (mg),magnesium measurement,EFO:0004845,http://www.ebi.ac.uk/efo/EFO_0004845,0.8339824162806909,,EFO
LBXM1,L35_C,kidney cancer,Kidney Carcinoma,NCIT:C9384,http://purl.obolibrary.org/obo/NCIT_C9384,0.9965994554274655,age,NCIT
LBXM1,L35_B,colon cancer,colon carcinoma,EFO:1001950,http://www.ebi.ac.uk/efo/EFO_1001950,0.9793794331233068,age,EFO
LBXM1,L35_B,MRSA 1,Methicillin-Resistant Staphylococcus Aureus Infection,EFO:0008555,http://www.ebi.ac.uk/efo/EFO_0008555,0.958488523444651,,EFO
LBXM1,L35_C,MRSA 1,Methicillin-Resistant Staphylococcus Aureus Infection,EFO:0008555,http://www.ebi.ac.uk/efo/EFO_0008555,0.958488523444651,,EFO
LBXM1,L35_B,MRSA 1,Methicillin-resistant Staphylococcus aureus Measurement,NCIT:C139110,http://purl.obolibrary.org/obo/NCIT_C139110,0.9488957537759978,,NCIT
LBXM1,L35_C,MRSA 1,Methicillin-resistant Staphylococcus aureus Measurement,NCIT:C139110,http://purl.obolibrary.org/obo/NCIT_C139110,0.9488957537759978,,NCIT
LBXM1,L35_B,Triglyceride (mmol/L),Triglycerides,NCIT:C906,http://purl.obolibrary.org/obo/NCIT_C906,0.8712275418430312,,NCIT
LBXM1,L35_C,Total polyunsaturated fatty acids (gm),polyunsaturated fatty acid measurement,EFO:0010733,http://www.ebi.ac.uk/efo/EFO_0010733,0.8198719045264453,,EFO
LBXM1,L35_B,Any Dietary Supplements Taken,dietary supplement,FOODON:03401298,http://purl.obolibrary.org/obo/FOODON_03401298,0.816996614076333,,FOODON
LBXMC,L25_C,bone cancer,Malignant Bone Neoplasm,EFO:1000350,http://www.ebi.ac.uk/efo/EFO_1000350,0.993107038845028,age,EFO
LBXMC,L25_C,bladder cancer,Childhood Bladder Carcinoma,NCIT:C118816,http://purl.obolibrary.org/obo/NCIT_C118816,0.9895755237986983,age,NCIT
LBXMC,LAB25,lung cancer,lung carcinoma,EFO:0001071,http://www.ebi.ac.uk/efo/EFO_0001071,0.988424207029614,age,EFO
LBXMC,L25_B,Fibrinogen (g/L),"Fibrinogen, CTCAE",NCIT:C55274,http://purl.obolibrary.org/obo/NCIT_C55274,0.9485111114347614,,NCIT
LBXMC,CBC_E,Triglyceride (mg/dL),Triglycerides,NCIT:C906,http://purl.obolibrary.org/obo/NCIT_C906,0.8975324319570988,,NCIT
LBXMC,LAB25,MCHC (g/dL),mean corpuscular hemoglobin concentration,EFO:0004528,http://www.ebi.ac.uk/efo/EFO_0004528,0.8907856528536231,,EFO
LBXMC,L25_B,MCHC (g/dL),mean corpuscular hemoglobin concentration,EFO:0004528,http://www.ebi.ac.uk/efo/EFO_0004528,0.8907856528536231,,EFO
LBXMC,L25_C,MCHC (g/dL),mean corpuscular hemoglobin concentration,EFO:0004528,http://www.ebi.ac.uk/efo/EFO_0004528,0.8907856528536231,,EFO
LBXMC,CBC_D,MCHC (g/dL),mean corpuscular hemoglobin concentration,EFO:0004528,http://www.ebi.ac.uk/efo/EFO_0004528,0.8907856528536231,,EFO
LBXMC,CBC_E,MCHC (g/dL),mean corpuscular hemoglobin concentration,EFO:0004528,http://www.ebi.ac.uk/efo/EFO_0004528,0.8907856528536231,,EFO
LBXMC,CBC_F,MCHC (g/dL),mean corpuscular hemoglobin concentration,EFO:0004528,http://www.ebi.ac.uk/efo/EFO_0004528,0.8907856528536231,,EFO
LBXMC,CBC_G,MCHC (g/dL),mean corpuscular hemoglobin concentration,EFO:0004528,http://www.ebi.ac.uk/efo/EFO_0004528,0.8907856528536231,,EFO
LBXMC,CBC_H,MCHC (g/dL),mean corpuscular hemoglobin concentration,EFO:0004528,http://www.ebi.ac.uk/efo/EFO_0004528,0.8907856528536231,,EFO
LBXMC,LAB25,MCHC (g/dL),Erythrocyte Mean Corpuscular Hemoglobin Concentration,NCIT:C64798,http://purl.obolibrary.org/obo/NCIT_C64798,0.8882574109335679,,NCIT
LBXMC,L25_B,MCHC (g/dL),Erythrocyte Mean Corpuscular Hemoglobin Concentration,NCIT:C64798,http://purl.obolibrary.org/obo/NCIT_C64798,0.8882574109335679,,NCIT
LBXMC,L25_C,MCHC (g/dL),Erythrocyte Mean Corpuscular Hemoglobin Concentration,NCIT:C64798,http://purl.obolibrary.org/obo/NCIT_C64798,0.8882574109335679,,NCIT
LBXMC,CBC_D,MCHC (g/dL),Erythrocyte Mean Corpuscular Hemoglobin Concentration,NCIT:C64798,http://purl.obolibrary.org/obo/NCIT_C64798,0.8882574109335679,,NCIT
LBXMC,CBC_E,MCHC (g/dL),Erythrocyte Mean Corpuscular Hemoglobin Concentration,NCIT:C64798,http://purl.obolibrary.org/obo/NCIT_C64798,0.8882574109335679,,NCIT
LBXMC,CBC_F,MCHC (g/dL),Erythrocyte Mean Corpuscular Hemoglobin Concentration,NCIT:C64798,http://purl.obolibrary.org/obo/NCIT_C64798,0.8882574109335679,,NCIT
LBXMC,CBC_G,MCHC (g/dL),Erythrocyte Mean Corpuscular Hemoglobin Concentration,NCIT:C64798,http://purl.obolibrary.org/obo/NCIT_C64798,0.8882574109335679,,NCIT
LBXMC,CBC_H,MCHC (g/dL),Erythrocyte Mean Corpuscular Hemoglobin Concentration,NCIT:C64798,http://purl.obolibrary.org/obo/NCIT_C64798,0.8882574109335679,,NCIT
LBXMC,L25_B,LDL-cholesterol (mmol/L),LDL cholesterol,EFO:0004195,http://www.ebi.ac.uk/efo/EFO_0004195,0.8880545008122218,,EFO
LBXMC,LAB25,Selenium (mcg),Dietary Selenium,NCIT:C68281,http://purl.obolibrary.org/obo/NCIT_C68281,0.8750808030163618,,NCIT
LBXMC,L25_B,Phosphorus (mg),phosphorus added,FOODON:03460223,http://purl.obolibrary.org/obo/FOODON_03460223,0.8586975884851642,,FOODON
LBXMC,CBC_G,Folic acid (mcg),Folic Acid Measurement,NCIT:C74676,http://purl.obolibrary.org/obo/NCIT_C74676,0.8526627824994677,,NCIT
LBXMC,CBC_D,Trunk Fat (g),Plant Trunk,NCIT:C79691,http://purl.obolibrary.org/obo/NCIT_C79691,0.8357468092550282,,NCIT
LBXMC,CBC_F,Ever told you had angina/angina pectoris,Angina,NCIT:C51221,http://purl.obolibrary.org/obo/NCIT_C51221,0.829947433554798,,NCIT
LBXMC,LAB25,Phosphorus (mg/dL),phosphorus added,FOODON:03460223,http://purl.obolibrary.org/obo/FOODON_03460223,0.8155812639563746,,FOODON
LBXMC,LAB25,Magnesium (mg),magnesium added,FOODON:03460774,http://purl.obolibrary.org/obo/FOODON_03460774,0.8128488556087475,,FOODON
LBXMC,CBC_H,hot shower?,Hot Bath or Shower,NCIT:C168257,http://purl.obolibrary.org/obo/NCIT_C168257,0.8125842764712821,,NCIT
LBXMC1,L35_B,kidney cancer,renal carcinoma,EFO:0002890,http://www.ebi.ac.uk/efo/EFO_0002890,0.9955266672437515,age,EFO
LBXMC1,L35_B,Clindamycin 1,Clindamycin,NCIT:C377,http://purl.obolibrary.org/obo/NCIT_C377,0.9714131095151878,,NCIT
LBXMC1,L35_C,Clindamycin 1,Clindamycin,NCIT:C377,http://purl.obolibrary.org/obo/NCIT_C377,0.9714131095151878,,NCIT
LBXMC1,L35_C,Phosphorus (mg),phosphorus measurement,EFO:0004861,http://www.ebi.ac.uk/efo/EFO_0004861,0.825855679617205,,EFO
LBXMC2,L35_B,leukemia,leukemia,EFO:0000565,http://www.ebi.ac.uk/efo/EFO_0000565,0.9839308289556785,age,EFO
LBXMC2,L35_B,Clindamycin 2,Clindamycin,NCIT:C377,http://purl.obolibrary.org/obo/NCIT_C377,0.9747346601528931,,NCIT
LBXMC2,L35_C,Clindamycin 2,Clindamycin,NCIT:C377,http://purl.obolibrary.org/obo/NCIT_C377,0.9747346601528931,,NCIT
LBXMC2,L35_C,Potassium (mg),potassium measurement,EFO:0009283,http://www.ebi.ac.uk/efo/EFO_0009283,0.8073133948294142,,EFO
LBXMCVSI,L25_C,blood cancer,Liquid Tumor,NCIT:C116915,http://purl.obolibrary.org/obo/NCIT_C116915,0.9817926760525544,age,NCIT
LBXMCVSI,LAB25,Dietary supplements,dietary supplement,FOODON:03401298,http://purl.obolibrary.org/obo/FOODON_03401298,0.942104503963398,,FOODON
LBXMCVSI,CBC_E,Albumin urine (ug/mL),Urine Albumin,NCIT:C121532,http://purl.obolibrary.org/obo/NCIT_C121532,0.8921170456169326,,NCIT
LBXMCVSI,LAB25,Mean cell volume (fL),mean corpuscular volume,EFO:0004526,http://www.ebi.ac.uk/efo/EFO_0004526,0.8894129490039948,,EFO
LBXMCVSI,L25_B,Mean cell volume (fL),mean corpuscular volume,EFO:0004526,http://www.ebi.ac.uk/efo/EFO_0004526,0.8894129490039948,,EFO
LBXMCVSI,L25_C,Mean cell volume (fL),mean corpuscular volume,EFO:0004526,http://www.ebi.ac.uk/efo/EFO_0004526,0.8894129490039948,,EFO
LBXMCVSI,CBC_D,Mean cell volume (fL),mean corpuscular volume,EFO:0004526,http://www.ebi.ac.uk/efo/EFO_0004526,0.8894129490039948,,EFO
LBXMCVSI,CBC_E,Mean cell volume (fL),mean corpuscular volume,EFO:0004526,http://www.ebi.ac.uk/efo/EFO_0004526,0.8894129490039948,,EFO
LBXMCVSI,CBC_F,Mean cell volume (fL),mean corpuscular volume,EFO:0004526,http://www.ebi.ac.uk/efo/EFO_0004526,0.8894129490039948,,EFO
LBXMCVSI,CBC_G,Mean cell volume (fL),mean corpuscular volume,EFO:0004526,http://www.ebi.ac.uk/efo/EFO_0004526,0.8894129490039948,,EFO
LBXMCVSI,CBC_H,Mean cell volume (fL),mean corpuscular volume,EFO:0004526,http://www.ebi.ac.uk/efo/EFO_0004526,0.8894129490039948,,EFO
LBXMCVSI,CBC_I,Mean cell volume (fL),mean corpuscular volume,EFO:0004526,http://www.ebi.ac.uk/efo/EFO_0004526,0.8894129490039948,,EFO
LBXMCVSI,CBC_J,Mean cell volume (fL),mean corpuscular volume,EFO:0004526,http://www.ebi.ac.uk/efo/EFO_0004526,0.8894129490039948,,EFO
LBXMCVSI,CBC_J,Beta-carotene (mcg),Beta-Carotene,NCIT:C1016,http://purl.obolibrary.org/obo/NCIT_C1016,0.8806179191039036,,NCIT
LBXMCVSI,CBC_G,Food folate (mcg),Naturally Occurring Folate,NCIT:C68512,http://purl.obolibrary.org/obo/NCIT_C68512,0.8752873580573804,,NCIT
