NHANES Variable ID,NHANES Variable Label,Mapped Ontology Term Label,Mapped Ontology Term IRI,Mapping Score,Ontology
URDTCCLC,Dichlorovnl-dimeth prop carboacid code,dimethyl dicarbonate,http://purl.obolibrary.org/obo/FOODON_03413077,0.390586936,FOODON
URDTCCLC,Dichlorovnl-dimeth prop carboacid Code,dimethyl dicarbonate,http://purl.obolibrary.org/obo/FOODON_03413077,0.390586936,FOODON
LBCBR7,22'44'55'-hxbromodiphnyl ethr(pg/g),exposure to decabromodiphenyl ether,http://purl.obolibrary.org/obo/ECTO_9001057,0.390242561,ECTO
DID310S,What does Dr say SBP should be,Shoulder,http://purl.obolibrary.org/obo/NCIT_C25203,0.3899746,NCIT
OHD06CJS,LOA: mesial #6 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.389849367,NCIT
AUQ090,Hear if spoken loudly to in better ear,Better,http://purl.obolibrary.org/obo/NCIT_C71685,0.389839576,NCIT
LBXPCBLA,33'44'5-pcnb Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.389754944,NCIT
SSDONA,Dodecafluoro-3H-48-dioxanoate,dodecanedioate measurement,http://www.ebi.ac.uk/efo/EFO_0021054,0.389608395,EFO
LBX156,PCB156 (ng/g),CB155,http://www.ebi.ac.uk/efo/EFO_0004075,0.38952782,EFO
AUQ520,Listened to Music w/Earphone Last 24 Hrs,Felt Listened to,http://purl.obolibrary.org/obo/NCIT_C176532,0.389452938,NCIT
LBX183,PCB183 (ng/g),CB185,http://www.ebi.ac.uk/efo/EFO_0004048,0.389281748,EFO
LBXD07LA,12346789-ocdd Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.388964545,NCIT
LBC209,PCB 209 (pg/g),CD209 Gene,http://purl.obolibrary.org/obo/NCIT_C21568,0.38892216,NCIT
LBX153,PCB153 (ng/g),CB155,http://www.ebi.ac.uk/efo/EFO_0004075,0.388832851,EFO
CIQD035,Did anyone notice moving all the time,Baby not moving (finding),http://snomed.info/id/276370007,0.388796515,SNOMED
LBC167,PCB 167 (ng/g),Kc167,http://www.ebi.ac.uk/efo/EFO_0005819,0.388696255,EFO
PSQ060,First time being told to have high PSA,First Time Seen,http://purl.obolibrary.org/obo/NCIT_C159695,0.388672682,NCIT
LBXBR5LA,22'44'5-pentabromphenyl lipid adj,Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.388489946,NCIT
URX34M,3-methipurc acd & 4-methipurc acd(ng/mL),ACD Gene,http://purl.obolibrary.org/obo/NCIT_C119707,0.388285049,NCIT
URX34M,3-Methipurc acd & 4-Methipurc acd(ng/mL),ACD Gene,http://purl.obolibrary.org/obo/NCIT_C119707,0.388285049,NCIT
LBC028,PCB 28 (pg/g),cataract 28,http://purl.obolibrary.org/obo/MONDO_0012175,0.388243985,MONDO
LBCHXCLA,33'44'55'-hxcb lipid adjust (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.38799736,NCIT
OHD07CJS,LOA: mesial #7 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.387833916,NCIT
LBCF04,123478-Hexachlorofuran(hcxdf)(fg/g),Hexachlorophene,http://purl.obolibrary.org/obo/NCIT_C47556,0.387825359,NCIT
LBCPCBLA,33'44'5-pncb lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.3877758,NCIT
URDMCHLC,MHNCH,Inch,http://purl.obolibrary.org/obo/NCIT_C48500,0.387510192,NCIT
OHD09CJS,LOA: mesial #9 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.387275276,NCIT
FFQ0097F,Q.97F Did you eat broth soups,broth,http://purl.obolibrary.org/obo/FOODON_03309462,0.387079069,FOODON
LBC118,PCB 118 (pg/g),G118,http://www.ebi.ac.uk/efo/EFO_0006397,0.387016584,EFO
FFQ0128A,Q.128A What kind of creamer,Kind,http://purl.obolibrary.org/obo/NCIT_C43642,0.386844031,NCIT
LBC138,PCB 138 (ng/g),Z-138,http://www.ebi.ac.uk/efo/EFO_0005479,0.386560775,EFO
LBC189,PCB 189 (pg/g),CB189,http://www.ebi.ac.uk/efo/EFO_0004076,0.385906081,EFO
LBC099,PCB 99 (ng/g),Birth weight 999 g or less (finding),http://snomed.info/id/310660006,0.385734644,SNOMED
LBX187,PCB187 (ng/g),CB185,http://www.ebi.ac.uk/efo/EFO_0004048,0.385547725,EFO
URXTCC,trans dichlorovnl-dimeth carboacid(ug/L),dimethyl dicarbonate,http://purl.obolibrary.org/obo/FOODON_03413077,0.384971503,FOODON
LBCF03LA,23478-pncdf lipid adjust (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.384751277,NCIT
OHD08CJS,LOA: mesial #8 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.384663016,NCIT
FSD650,WIC SP got past 12 mos,Got Worse,http://purl.obolibrary.org/obo/NCIT_C125461,0.384220335,NCIT
LBXVD2MS,25OHD2 (nmol/L),CHD2 Gene,http://purl.obolibrary.org/obo/NCIT_C75307,0.384107504,NCIT
LBC196,PCB 196 (pg/g),NCI-H196,http://www.ebi.ac.uk/efo/EFO_0006668,0.384098982,EFO
LBX151,PCB151 (ng/g),CD151 Gene,http://purl.obolibrary.org/obo/NCIT_C102464,0.383956488,NCIT
LBDPCBLC,33'44'5-pncb,FANCB Gene,http://purl.obolibrary.org/obo/NCIT_C86017,0.383424889,NCIT
LBX118,PCB118 (ng/g),ABCB11 Gene,http://purl.obolibrary.org/obo/NCIT_C123859,0.383017285,NCIT
LBCF02LA,12378-pncdf lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.382947564,NCIT
LBD199LC,PCB199,VC199,http://www.ebi.ac.uk/efo/EFO_0004092,0.382387767,EFO
SS199,PCB199,VC199,http://www.ebi.ac.uk/efo/EFO_0004092,0.382387767,EFO
URDTCCLC,trans dichlorovnl-dimeth carboacid code,dimethyl dicarbonate,http://purl.obolibrary.org/obo/FOODON_03413077,0.382215902,FOODON
OHD12CJS,LOA: mesial #12 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.381880135,NCIT
FSQ162,WIC HH got past 12 mos,Got Worse,http://purl.obolibrary.org/obo/NCIT_C125461,0.381668698,NCIT
LBD167LC,PCB167,Kc167,http://www.ebi.ac.uk/efo/EFO_0005819,0.381633656,EFO
OSQ040ab,Under/over 50 when fracd. hip 2nd time,hip fracture,http://purl.obolibrary.org/obo/MONDO_0005327,0.381357508,MONDO
WTSSE2Y,SSEBV 2 year weights,EBV Infection,http://purl.obolibrary.org/obo/NCIT_C38759,0.380642471,NCIT
URXCB3,dibromovinyl-dimeth prop carboacid(ug/L),dimethyl dicarbonate,http://purl.obolibrary.org/obo/FOODON_03413077,0.38060607,FOODON
URXCB3,Dibromovinyl-dimeth prop carboacid(ug/L),dimethyl dicarbonate,http://purl.obolibrary.org/obo/FOODON_03413077,0.38060607,FOODON
LBC206,PCB 206 (pg/g),MIR206 Gene,http://purl.obolibrary.org/obo/NCIT_C81790,0.380549309,NCIT
LBXBR4LA,22'344'-pentabromphenyl lipid adj,Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.380442773,NCIT
FFQ0089A,Q.89A Did you eat lean bacon,back bacon,http://purl.obolibrary.org/obo/FOODON_00003150,0.380432064,FOODON
URDAACLC,A-a-C (pg/mL),Do a Lot in a Day,http://purl.obolibrary.org/obo/NCIT_C130018,0.380008988,NCIT
URXAAC,A-a-C (pg/mL),Do a Lot in a Day,http://purl.obolibrary.org/obo/NCIT_C130018,0.380008988,NCIT
SMPAHLC,Surplus sera MPAH,Cocopah,http://purl.obolibrary.org/obo/NCIT_C44246,0.379777703,NCIT
URXTTC,2-thoxothazlidne-4-carbxylic acid(ng/mL),carboxylic acid measurement,http://www.ebi.ac.uk/efo/EFO_0010468,0.379770969,EFO
URXTTC,2-Thoxothazlidne-4-carbxylic acid(ng/mL),carboxylic acid measurement,http://www.ebi.ac.uk/efo/EFO_0010468,0.379770969,EFO
LBX101,PCB101 (ng/g),101 Mouse,http://purl.obolibrary.org/obo/NCIT_C14567,0.379652103,NCIT
SEPAHLC,Surplus sera EPAH,Cocopah,http://purl.obolibrary.org/obo/NCIT_C44246,0.379457106,NCIT
LBX110,PCB110 (ng/g),ABCB11 Gene,http://purl.obolibrary.org/obo/NCIT_C123859,0.379450439,NCIT
LBX196,PCB196 (ng/g),NCI-H196,http://www.ebi.ac.uk/efo/EFO_0006668,0.379382478,EFO
LBCHXCLA,33'44'55'-hxcb Lipid adjusted(pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.378963611,NCIT
LBC199,PCB 199 (ng/g),VC199,http://www.ebi.ac.uk/efo/EFO_0004092,0.378717862,EFO
OSQ040aa,Under/over 50 when fracd. hip 1st time,hip fracture,http://purl.obolibrary.org/obo/MONDO_0005327,0.378248803,MONDO
URDUSNLC,USN,Usnic acid (product),http://snomed.info/id/411429007,0.377985839,SNOMED
DIQ290,What does Dr say A1C should be,Shoulder,http://purl.obolibrary.org/obo/NCIT_C25203,0.377958095,NCIT
DIQ291,What does Dr say A1C should be,Shoulder,http://purl.obolibrary.org/obo/NCIT_C25203,0.377958095,NCIT
LBCD01LA,12378-pncdd lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.3779556,NCIT
OHQ880,Oral cancer exam where Dr pulls tonge,oral cavity cancer,http://www.ebi.ac.uk/efo/EFO_0005570,0.377954161,EFO
LBC183,PCB 183 (pg/g),MIR183 Gene,http://purl.obolibrary.org/obo/NCIT_C80725,0.377925029,NCIT
URDCB3LC,dibromovinyl-dimeth prop carboacid code,dimethyl dicarbonate,http://purl.obolibrary.org/obo/FOODON_03413077,0.37783907,FOODON
URDCB3LC,Dibromovinyl-dimeth prop carboacid code,dimethyl dicarbonate,http://purl.obolibrary.org/obo/FOODON_03413077,0.37783907,FOODON
OHD711B,Need teeth pulled because of cavities,Need,http://purl.obolibrary.org/obo/NCIT_C41204,0.37783005,NCIT
KIAQUEX,Question KIQ340-360-380:1=SI 2=MI,Question,http://purl.obolibrary.org/obo/NCIT_C41116,0.377549883,NCIT
LBC157,PCB 157 (ng/g),NCI-H157,http://www.ebi.ac.uk/efo/EFO_0003118,0.377476025,EFO
WTSSHS2Y,SSHSV1 2 year weights,HSV1 seropositivity,http://www.ebi.ac.uk/efo/EFO_0007050,0.377114366,EFO
LBD105LC,PCB105,immunodeficiency 105,http://purl.obolibrary.org/obo/MONDO_0800104,0.377038615,MONDO
LBXPCB,33'44'5-pncb (fg/g),FG syndrome 5,http://purl.obolibrary.org/obo/MONDO_0010366,0.376022063,MONDO
LBCF03LA,23478-pncdf lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.375937282,NCIT
LBCF06LA,123789-hxcdf lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.375776954,NCIT
OHD22CJS,LOA: mesial #22 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.375469713,NCIT
OHQ865,Noticed a tooth that doesn't look right,Does not cook food (finding),http://snomed.info/id/286517009,0.375367078,SNOMED
LBC156,PCB 156 (ng/g),GM12156,http://www.ebi.ac.uk/efo/EFO_0001141,0.37527542,EFO
SSMPFOS,Monomethyl branched iso of PFOS (ug/L),Branch,http://purl.obolibrary.org/obo/NCIT_C61482,0.375108414,NCIT
OHD10CJS,LOA: mesial #10 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.374648216,NCIT
OSQ040ad,Under/over 50 when fracd. hip 4th time,hip fracture,http://purl.obolibrary.org/obo/MONDO_0005327,0.374447592,MONDO
LBC128,PCB 128 (ng/g),CB128,http://www.ebi.ac.uk/efo/EFO_0004046,0.37423113,EFO
LBCF08LA,1234678-hpcdf lipid adjust (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.374157838,NCIT
OHD30CJS,LOA: mesial #30 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.373873393,NCIT
LBCF07LA,234678-hxcdf lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.373701859,NCIT
LBC187,PCB 187 (pg/g),HCC1187,http://www.ebi.ac.uk/efo/EFO_0001170,0.373524891,EFO
OHD11CJS,LOA: mesial #11 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.372684023,NCIT
LBC146,PCB 146 (ng/g),SB146,http://www.ebi.ac.uk/efo/EFO_0004067,0.372624977,EFO
OHD24CJS,LOA: mesial #24 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.372282347,NCIT
LBCF10LA,12346789-ocdf lipid adjust (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.372099475,NCIT
LBCF05LA,123678-hxcdf lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.372096473,NCIT
OHD13CJS,LOA: mesial #13 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.371733791,NCIT
OSQ040ac,Under/over 50 when fracd. hip 3rd time,hip fracture,http://purl.obolibrary.org/obo/MONDO_0005327,0.371689117,MONDO
LBCF02,12378-Pentachlorofuran(pncdf)(fg/g),exposure to pentachlorophenol,http://purl.obolibrary.org/obo/ECTO_9001215,0.371683115,ECTO
LBCF02,12378-Pentachlorofuran (pncdf)(fg/g),exposure to pentachlorophenol,http://purl.obolibrary.org/obo/ECTO_9001215,0.371683115,ECTO
LBCF02,12378-Pentachlorofuran(pncdf) (fg/g),exposure to pentachlorophenol,http://purl.obolibrary.org/obo/ECTO_9001215,0.371683115,ECTO
LBCD02LA,123478-hxcdd lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.371623092,NCIT
OHD18CJS,LOA: mesial #18 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.371433779,NCIT
OHD14CJS,LOA: mesial #14 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.371106677,NCIT
LBCD04LA,123789-hxcdd lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.371056783,NCIT
LBDPDELC,ppDDE,exposure to DDE,http://purl.obolibrary.org/obo/ECTO_9000554,0.370975274,ECTO
OHD25CJS,LOA: mesial #25 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.37095507,NCIT
OSQ040ae,Under/over 50 when fracd. hip 5th time,hip fracture,http://purl.obolibrary.org/obo/MONDO_0005327,0.370892332,MONDO
OHD20CJS,LOA: mesial #20 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.37052023,NCIT
RHQ710B,sanitary napkins in past month?,Psoriasiform napkin eruption (disorder),http://snomed.info/id/111188005,0.370262232,SNOMED
OHD23CJS,LOA: mesial #23 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.370214298,NCIT
LBCF09LA,1234789-hpcdf lipid adjust (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.369585915,NCIT
OHD15CJS,LOA: mesial #15 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.369518997,NCIT
LBCD05LA,1234678-hpcdd lipid adjust (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.369497667,NCIT
OHD711D,Need teeth pulled because of gum probs,seed gum,http://purl.obolibrary.org/obo/FOODON_03460376,0.369490636,FOODON
OHD19CJS,LOA: mesial #19 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.368921153,NCIT
FSQ210,Fd Stmp HH amount last month,Month,http://purl.obolibrary.org/obo/NCIT_C29846,0.368103522,NCIT
FFQ0071A,Q.71A Did you eat light ham,light,http://www.ebi.ac.uk/efo/EFO_0000568,0.367898686,EFO
LBC066,PCB 66 (ng/g),immunodeficiency 66,http://purl.obolibrary.org/obo/MONDO_0030013,0.36789724,MONDO
SSBDCPPL,Bis(13-dichloro-2-propyl) phos cmt cd,Dichlorophen,http://purl.obolibrary.org/obo/NCIT_C47485,0.36786989,NCIT
LBCD07LA,12346789-ocdd lipid adjust (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.367514856,NCIT
LBCD03LA,123678-hxcdd lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.367511964,NCIT
LBX149,PCB149 (ng/g),SS149,http://www.ebi.ac.uk/efo/EFO_0004089,0.367118726,EFO
URDIQLC,IQ (pg/mL),IQ Domain-Containing Protein K,http://purl.obolibrary.org/obo/NCIT_C162358,0.367091662,NCIT
URXIQ,IQ (pg/mL),IQ Domain-Containing Protein K,http://purl.obolibrary.org/obo/NCIT_C162358,0.367091662,NCIT
LBC167,PCB 167 (pg/g),Kc167,http://www.ebi.ac.uk/efo/EFO_0005819,0.366898076,EFO
OHD28CJS,LOA: mesial #28 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.366882896,NCIT
CIQD060,Who was it that died,Was It Worth It Questionnaire,http://purl.obolibrary.org/obo/NCIT_C125451,0.366762697,NCIT
CIQD067,Who was it that died,Was It Worth It Questionnaire,http://purl.obolibrary.org/obo/NCIT_C125451,0.366762697,NCIT
CIQD079,Who was it that died,Was It Worth It Questionnaire,http://purl.obolibrary.org/obo/NCIT_C125451,0.366762697,NCIT
CIQD090,Who was it that died,Was It Worth It Questionnaire,http://purl.obolibrary.org/obo/NCIT_C125451,0.366762697,NCIT
OHD21CJS,LOA: mesial #21 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.366553316,NCIT
OHD26CJS,LOA: mesial #26 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.366452528,NCIT
LBX138,PCB138 (ng/g),CB1370,http://www.ebi.ac.uk/efo/EFO_0004079,0.366283634,EFO
WTSSPO2Y,SSPOLI_F 2 year weights,SSPN Gene,http://purl.obolibrary.org/obo/NCIT_C24825,0.366127393,NCIT
LBCF08LA,1234678-hpcdf lipid adjusted(pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.366036973,NCIT
OHD31CJS,LOA: mesial #31 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.366014332,NCIT
LBCF03,23478-Pentachlorofuran(pncdf)(fg/g),exposure to pentachlorophenol,http://purl.obolibrary.org/obo/ECTO_9001215,0.36590098,ECTO
LBCF03,23478-Pentachlorofuran (pncdf)(fg/g),exposure to pentachlorophenol,http://purl.obolibrary.org/obo/ECTO_9001215,0.36590098,ECTO
LBCF03,23478-Pentachlorofuran(pncdf) (fg/g),exposure to pentachlorophenol,http://purl.obolibrary.org/obo/ECTO_9001215,0.36590098,ECTO
OSQ040cb,Under/over 50 when fracd. spine 2nd time,Over,http://purl.obolibrary.org/obo/NCIT_C65018,0.365806327,NCIT
URDNDELC,NDEA,andean potato plant,http://purl.obolibrary.org/obo/FOODON_03413740,0.365796919,FOODON
OHX11CJA,LOA: Max L(C) ML FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.365673635,NCIT
OHD29CJS,LOA: mesial #29 FGM/CEJ,Mesial Surface,http://purl.obolibrary.org/obo/NCIT_C52590,0.364964963,NCIT
LBC138,PCB 138 (pg/g),Z-138,http://www.ebi.ac.uk/efo/EFO_0005479,0.36430048,EFO
LBCF10LA,12346789-ocdf lipid adjusted(pg/g,Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.364109066,NCIT
OHQ770,Past yr need dental but couldn't get it,Need,http://purl.obolibrary.org/obo/NCIT_C41204,0.364096147,NCIT
OSQ040ca,Under/over 50 when fracd. spine 1st time,Over,http://purl.obolibrary.org/obo/NCIT_C65018,0.362840867,NCIT
LBD178LC,PCB 178,MAGE-12: 170-178 Peptide,http://purl.obolibrary.org/obo/NCIT_C2723,0.361909827,NCIT
LBCF09LA,1234789-hpcdf lipid adjusted(pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.36175297,NCIT
LBCD05LA,1234678-hpcdd lipid adjusted(pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.361670213,NCIT
LBC099,PCB 99 (pg/g),Birth weight 999 g or less (finding),http://snomed.info/id/310660006,0.361608389,SNOMED
SSBR2,BDE28,Genus Bdeogale (organism),http://snomed.info/id/388779006,0.361237809,SNOMED
LBC074,PCB 74 (ng/g),retinitis pigmentosa 74,http://purl.obolibrary.org/obo/MONDO_0014692,0.361126147,MONDO
SPFOALC,Surplus sera PFOA,sourplum plant,http://purl.obolibrary.org/obo/FOODON_03412832,0.360720513,FOODON
OHX06CJA,LOA: Max R(C) ML FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.36054176,NCIT
SSDONAL,Dodecafluoro-3H-48-dioxanoate cmt cd,dodecanedioate measurement,http://www.ebi.ac.uk/efo/EFO_0021054,0.360430711,EFO
PAQ690g,Drove my car less,Caroverine,http://purl.obolibrary.org/obo/NCIT_C73173,0.360016931,NCIT
LBCD07LA,12346789-ocdd lipid adjusted(pg/g,Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.359810137,NCIT
OHX11CJP,LOA: Max L(C) DL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.35961792,NCIT
OSQ040cd,Under/over 50 when fracd. spine 4th time,Over,http://purl.obolibrary.org/obo/NCIT_C65018,0.359214264,NCIT
FFQ0097B,Q.97B Did you eat soup rest of year,pea soup,http://purl.obolibrary.org/obo/FOODON_03304927,0.358518707,FOODON
LBXSATSI,ALT: SI (U/L),Cobalt salt (substance),http://snomed.info/id/80539003,0.358481381,SNOMED
LBC199,PCB 199 (pg/g),VC199,http://www.ebi.ac.uk/efo/EFO_0004092,0.357944636,EFO
SPFOSLC,Surplus sera PFOS,sourplum plant,http://purl.obolibrary.org/obo/FOODON_03412832,0.357773222,FOODON
FSD200,Fd Stmp SP currentlyauthorized,Current,http://purl.obolibrary.org/obo/NCIT_C25471,0.356790103,NCIT
URDNHMLC,Norharman (pg/mL),Normal,http://purl.obolibrary.org/obo/NCIT_C14165,0.356706045,NCIT
URXNHM,Norharman (pg/mL),Normal,http://purl.obolibrary.org/obo/NCIT_C14165,0.356706045,NCIT
OSQ040cc,Under/over 50 when fracd. spine 3rd time,Over,http://purl.obolibrary.org/obo/NCIT_C65018,0.356582125,NCIT
LBXBR6LA,22'44'6-pentabromdphenyl lipid adj,Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.356203959,NCIT
LBC157,PCB 157 (pg/g),NCI-H157,http://www.ebi.ac.uk/efo/EFO_0003118,0.356100536,EFO
LBXBR9LA,22'344'5'6-heptabrophenl lipid adj,Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.355886504,NCIT
OSQ040ce,Under/over 50 when fracd. spine 5th time,Over,http://purl.obolibrary.org/obo/NCIT_C65018,0.355821775,NCIT
URXMHNC,MHNCH (ng/mL),Inch,http://purl.obolibrary.org/obo/NCIT_C48500,0.354933893,NCIT
OHX06CJP,LOA: Max R(C) DL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.354733442,NCIT
SSCLPF,9-chlorohexadecafluoro3oxanonane (ng/mL),exposure to perfluorohexanoic acid,http://purl.obolibrary.org/obo/ECTO_9000849,0.35417193,ECTO
LBC156,PCB 156 (pg/g),GM12156,http://www.ebi.ac.uk/efo/EFO_0001141,0.353695797,EFO
OHX10CJA,LOA: Max L(LI) ML FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.353596979,NCIT
LBX167,PCB167 (ng/g),Kc167,http://www.ebi.ac.uk/efo/EFO_0005819,0.353587504,EFO
SSGENX,GenX(HFPO-DA propanoateammonium(ng/mL),exposure to ammonium ion,http://purl.obolibrary.org/obo/ECTO_9000304,0.353501038,ECTO
LBD199,PCB199 (ng/g),VC199,http://www.ebi.ac.uk/efo/EFO_0004092,0.35347767,EFO
LBXSASSI,AST (U/L),As,http://purl.obolibrary.org/obo/NCIT_C64938,0.352875615,NCIT
LB2SASSI,AST (U/L),As,http://purl.obolibrary.org/obo/NCIT_C64938,0.352875615,NCIT
OHX11CJD,LOA: Max L(C) DF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.35276066,NCIT
OSQ040cf,Under/over 50 when fracd. spine 6th time,Over,http://purl.obolibrary.org/obo/NCIT_C65018,0.352545786,NCIT
URDMACLC,MeA-a-C (pg/mL),pea meal,http://purl.obolibrary.org/obo/FOODON_03310048,0.351824704,FOODON
URXMAAC,MeA-a-C (pg/mL),pea meal,http://purl.obolibrary.org/obo/FOODON_03310048,0.351824704,FOODON
LBC146,PCB 146 (pg/g),SB146,http://www.ebi.ac.uk/efo/EFO_0004067,0.351382764,EFO
LBDF07LC,234678-hxcdf,23460 - cod (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542346,0.351017118,FOODON
OHX09CJA,LOA: Max L(CI) ML FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.350707048,NCIT
URX1DC,N-acel-S-(12-dichlorovinl)-L-cys(ng/mL),Dichlorophen,http://purl.obolibrary.org/obo/NCIT_C47485,0.350369975,NCIT
URX1DC,N-Acel-S-(12-dichlorovinl)-L-Cys(ng/mL),Dichlorophen,http://purl.obolibrary.org/obo/NCIT_C47485,0.350369975,NCIT
URX1DC,N-Acel-S-(12-dichlorovinl)-L-cys(ng/mL),Dichlorophen,http://purl.obolibrary.org/obo/NCIT_C47485,0.350369975,NCIT
OSQ040cg,Under/over 50 when fracd. spine 7th time,Over,http://purl.obolibrary.org/obo/NCIT_C65018,0.350240859,NCIT
SSCLPFL,9-chlorohexadecafluoro(ng/mL) Comt code,Xidecaflur,http://purl.obolibrary.org/obo/NCIT_C66669,0.34955881,NCIT
VTQ200A,Store paint/fuels in home bsmnt garage,Storage,http://purl.obolibrary.org/obo/NCIT_C60824,0.349223233,NCIT
OHX07CJA,LOA: Max R(LI) ML FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.348950624,NCIT
LBD052LC,PCB52,Human leukocyte antigen B52 (substance),http://snomed.info/id/260013000,0.348934604,SNOMED
SS052,PCB52,Human leukocyte antigen B52 (substance),http://snomed.info/id/260013000,0.348934604,SNOMED
LBX105,PCB105 (ng/g),immunodeficiency 105,http://purl.obolibrary.org/obo/MONDO_0800104,0.348437983,MONDO
OHX06CJD,LOA: Max R(C) DF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.348146768,NCIT
OHX10CJP,LOA: Max L(LI) DL FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.348112848,NCIT
OSQ040ch,Under/over 50 when fracd. spine 8th time,Over,http://purl.obolibrary.org/obo/NCIT_C65018,0.347803901,NCIT
OSQ040ci,Under/over 50 when fracd. spine 9th time,Over,http://purl.obolibrary.org/obo/NCIT_C65018,0.347803901,NCIT
OHX11CJS,LOA: Max L(C) MF FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.347786722,NCIT
