NHANES Variable ID,NHANES Variable Label,Mapped Ontology Term Label,Mapped Ontology Term IRI,Mapping Score,Ontology
WTSCI21,CIDI MEC Weight Jack Knife Rep 21,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.391967317,FOODON
FSQ162,WIC HH got past 12 mos,Got Worse,http://purl.obolibrary.org/obo/NCIT_C125461,0.391799119,NCIT
WTSCI26,CIDI MEC Weight Jack Knife Rep 26,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.391775727,FOODON
WTSCI31,CIDI MEC Weight Jack Knife Rep 31,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.391756489,FOODON
LBC167,PCB 167 (ng/g),Kc167,http://www.ebi.ac.uk/efo/EFO_0005819,0.39169064,EFO
WTSCI17,CIDI MEC Weight Jack Knife Rep 17,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.391359871,FOODON
URDHPBLC,4-hydroxy-4-(3-pyridyl)C4H802 Comt Code,pyrimidylpyridine,http://purl.obolibrary.org/obo/CHEBI_46909,0.39125134,CHEBI
WTSCI29,CIDI MEC Weight Jack Knife Rep 29,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.390834263,FOODON
WTSCI27,CIDI MEC Weight Jack Knife Rep 27,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.390678782,FOODON
FFQ0072A,Q.72A Did you eat light meats?,Meat,http://purl.obolibrary.org/obo/NCIT_C126482,0.390522135,NCIT
LBC209,PCB 209 (pg/g),CD209 Gene,http://purl.obolibrary.org/obo/NCIT_C21568,0.390342439,NCIT
LBXD05LA,1234678-hpcdd Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.39018244,NCIT
LBXF09LA,1234789-hpcdf Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.390020349,NCIT
LBX156,PCB156 (ng/g),CB155,http://www.ebi.ac.uk/efo/EFO_0004075,0.389957268,EFO
WTSCI33,CIDI MEC Weight Jack Knife Rep 33,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.389953919,FOODON
OSQ040ab,Under/over 50 when fracd. hip 2nd time,hip fracture,http://purl.obolibrary.org/obo/MONDO_0005327,0.389854392,MONDO
WTSCY4YR,Surplus sera cystatin 99-02 weights,cystatin B measurement,http://www.ebi.ac.uk/efo/EFO_0010593,0.389760153,EFO
WTSCI35,CIDI MEC Weight Jack Knife Rep 35,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.389612392,FOODON
LBX177,PCB177 (ng/g),CD177 Gene,http://purl.obolibrary.org/obo/NCIT_C113573,0.389569374,NCIT
WTSCI34,CIDI MEC Weight Jack Knife Rep 34,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.389508074,FOODON
WTSPO22,Dioxins Mec Weight Jack Knife Rep 22,Dioxin (substance),http://snomed.info/id/26775004,0.389471206,SNOMED
LBXPCBLA,33'44'5-pcnb Lipid Adj (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.389456307,NCIT
LBCBR7,22'44'55'-hxbromodiphnyl ethr(pg/g),exposure to decabromodiphenyl ether,http://purl.obolibrary.org/obo/ECTO_9001057,0.389387821,ECTO
LBX153,PCB153 (ng/g),CB155,http://www.ebi.ac.uk/efo/EFO_0004075,0.389260002,EFO
AUQ090,Hear if spoken loudly to in better ear?,Would Do Better in School if Could Hear Better,http://purl.obolibrary.org/obo/NCIT_C183205,0.38917876,NCIT
LBDF02LC,12378-pncdf comment code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.389018512,NCIT
LBDF02LC,12378-pncdf Comment Code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.389018512,NCIT
WTSPO18,Dioxins Mec Weight Jack Knife Rep 18,Dioxin (substance),http://snomed.info/id/26775004,0.388999488,SNOMED
CIQD035,Did anyone notice moving all the time?,Allen Canyon,http://purl.obolibrary.org/obo/NCIT_C44209,0.388802424,NCIT
LBCPCBLA,33'44'5-pncb lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.388748572,NCIT
WTSCI40,CIDI MEC Weight Jack Knife Rep 40,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.388688719,FOODON
WTSPO10,Dioxins Mec Weight Jack Knife Rep 10,Dioxin (substance),http://snomed.info/id/26775004,0.388382703,SNOMED
WTSCI39,CIDI MEC Weight Jack Knife Rep 39,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.388359402,FOODON
WTSCI45,CIDI MEC Weight Jack Knife Rep 45,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.388277016,FOODON
WTSCI52,CIDI MEC Weight Jack Knife Rep 52,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.38812375,FOODON
WTSCI51,CIDI MEC Weight Jack Knife Rep 51,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.388087596,FOODON
WHQ080I,Took RX diet pills to lose weight,Wants to lose weight (finding),http://snomed.info/id/170805002,0.387944914,SNOMED
LBCHXCLA,33'44'55'-hxcb lipid adjust (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.387864122,NCIT
WTSPO20,Dioxins Mec Weight Jack Knife Rep 20,Dioxin (substance),http://snomed.info/id/26775004,0.387862091,SNOMED
WTSSE2Y,SSEBV 2 year weights,EBV Infection,http://purl.obolibrary.org/obo/NCIT_C38759,0.38781924,NCIT
WTSCI42,CIDI MEC Weight Jack Knife Rep 42,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.387757735,FOODON
PAQ690g,Drove my car less,caroverine,http://purl.obolibrary.org/obo/CHEBI_135541,0.387742692,CHEBI
WTSCI37,CIDI MEC Weight Jack Knife Rep 37,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.387688206,FOODON
LBX118,PCB118 (ng/g),ABCB11 Gene,http://purl.obolibrary.org/obo/NCIT_C123859,0.387673677,NCIT
WTSCI46,CIDI MEC Weight Jack Knife Rep 46,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.387644088,FOODON
LBC128,PCB 128 (ng/g),LSM-2128,http://purl.obolibrary.org/obo/CHEBI_92125,0.38761477,CHEBI
WTSCI48,CIDI MEC Weight Jack Knife Rep 48,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.387572407,FOODON
WTSCI49,CIDI MEC Weight Jack Knife Rep 49,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.387445932,FOODON
WTSCI32,CIDI MEC Weight Jack Knife Rep 32,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.387345729,FOODON
WTSCI38,CIDI MEC Weight Jack Knife Rep 38,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.387226905,FOODON
WTSCI43,CIDI MEC Weight Jack Knife Rep 43,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.387145987,FOODON
URX25T,245-T (ug/L),LSM-9245,http://purl.obolibrary.org/obo/CHEBI_97866,0.386898206,CHEBI
OSQ040aa,Under/over 50 when fracd. hip 1st time,hip fracture,http://purl.obolibrary.org/obo/MONDO_0005327,0.386890049,MONDO
WTSPO11,Dioxins Mec Weight Jack Knife Rep 11,Dioxin (substance),http://snomed.info/id/26775004,0.386877002,SNOMED
WTSPO44,Dioxins Mec Weight Jack Knife Rep 44,Dioxin (substance),http://snomed.info/id/26775004,0.386862774,SNOMED
WTSPO14,Dioxins Mec Weight Jack Knife Rep 14,Dioxin (substance),http://snomed.info/id/26775004,0.38681913,SNOMED
WTSPO24,Dioxins Mec Weight Jack Knife Rep 24,Dioxin (substance),http://snomed.info/id/26775004,0.386737097,SNOMED
WHQ080J,Took non-RX suppl. to lose weight,Wants to lose weight (finding),http://snomed.info/id/170805002,0.386709632,SNOMED
WHD080J,Took non-RX suppl. to lose weight,Wants to lose weight (finding),http://snomed.info/id/170805002,0.386709632,SNOMED
WTSPO13,Dioxins Mec Weight Jack Knife Rep 13,Dioxin (substance),http://snomed.info/id/26775004,0.386371271,SNOMED
WTSCI36,CIDI MEC Weight Jack Knife Rep 36,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.386314261,FOODON
LBC099,PCB 99 (ng/g),Birth weight 999 g or less (finding),http://snomed.info/id/310660006,0.386269716,SNOMED
WTSCI47,CIDI MEC Weight Jack Knife Rep 47,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.386225879,FOODON
WTSCI41,CIDI MEC Weight Jack Knife Rep 41,jack,http://purl.obolibrary.org/obo/FOODON_03411044,0.386188314,FOODON
LBDDFSLC,Lead dust floor (GFAAS) comment code,Floor,http://purl.obolibrary.org/obo/NCIT_C66795,0.386008478,NCIT
WTSPO25,Dioxins Mec Weight Jack Knife Rep 25,Dioxin (substance),http://snomed.info/id/26775004,0.385982673,SNOMED
WTSPO50,Dioxins Mec Weight Jack Knife Rep 50,Dioxin (substance),http://snomed.info/id/26775004,0.385815363,SNOMED
FFQ0097F,Q.97F Did you eat broth soups?,broth,http://purl.obolibrary.org/obo/FOODON_03309462,0.385764106,FOODON
WTSPO23,Dioxins Mec Weight Jack Knife Rep 23,Dioxin (substance),http://snomed.info/id/26775004,0.385703822,SNOMED
LBXBR4LA,22'344'-pentabromphenyl lipid adj,Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.385536223,NCIT
WTSPO16,Dioxins Mec Weight Jack Knife Rep 16,Dioxin (substance),http://snomed.info/id/26775004,0.38552546,SNOMED
WTSPO15,Dioxins Mec Weight Jack Knife Rep 15,Dioxin (substance),http://snomed.info/id/26775004,0.38544331,SNOMED
CSXNASG,Whole Mouth Test: .32 M NaCl gLMS,Whole,http://purl.obolibrary.org/obo/NCIT_C25326,0.385305507,NCIT
LBCF07,234678-Hexchlorofuran(hxcdf)(fg/g),dihydrofuran,http://purl.obolibrary.org/obo/CHEBI_51659,0.38498586,CHEBI
WTSPO19,Dioxins Mec Weight Jack Knife Rep 19,Dioxin (substance),http://snomed.info/id/26775004,0.384840269,SNOMED
LBC196,PCB 196 (pg/g),NCI-H196,http://www.ebi.ac.uk/efo/EFO_0006668,0.384426263,EFO
WTSPO28,Dioxins Mec Weight Jack Knife Rep 28,Dioxin (substance),http://snomed.info/id/26775004,0.384090588,SNOMED
LBCF03LA,23478-pncdf lipid adjust (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.383938938,NCIT
WTSPO21,Dioxins Mec Weight Jack Knife Rep 21,Dioxin (substance),http://snomed.info/id/26775004,0.383757047,SNOMED
LBDHXCLC,33'44'55'-hxcb comment code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.383684704,NCIT
LBDHXCLC,33'44'55'-hxcb Comment Code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.383684704,NCIT
WTSPO26,Dioxins Mec Weight Jack Knife Rep 26,Dioxin (substance),http://snomed.info/id/26775004,0.383606924,SNOMED
WTSPO31,Dioxins Mec Weight Jack Knife Rep 31,Dioxin (substance),http://snomed.info/id/26775004,0.383591848,SNOMED
LBXF04,123478-hxcdf (fg/g),LSM-12347,http://purl.obolibrary.org/obo/CHEBI_100974,0.383465583,CHEBI
WTSPO17,Dioxins Mec Weight Jack Knife Rep 17,Dioxin (substance),http://snomed.info/id/26775004,0.383280923,SNOMED
LBX151,PCB151 (ng/g),CB155,http://www.ebi.ac.uk/efo/EFO_0004075,0.383193473,EFO
PSQ060,First time being told to have high PSA?,High,http://purl.obolibrary.org/obo/NCIT_C25227,0.383171364,NCIT
LBCF02LA,12378-pncdf lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.382994762,NCIT
MCD330,How long ago was last PSA test?,Last,http://purl.obolibrary.org/obo/NCIT_C25551,0.382946121,NCIT
FFQ0089A,Q.89A Did you eat lean bacon?,back bacon,http://purl.obolibrary.org/obo/FOODON_00003150,0.382908241,FOODON
WTSPO29,Dioxins Mec Weight Jack Knife Rep 29,Dioxin (substance),http://snomed.info/id/26775004,0.38286859,SNOMED
WTSPO27,Dioxins Mec Weight Jack Knife Rep 27,Dioxin (substance),http://snomed.info/id/26775004,0.382746553,SNOMED
SSMPFOS,Monomethyl branched iso of PFOS (ug/L),methyl-branched fatty acid,http://purl.obolibrary.org/obo/CHEBI_62499,0.382681996,CHEBI
OSQ040ad,Under/over 50 when fracd. hip 4th time,hip fracture,http://purl.obolibrary.org/obo/MONDO_0005327,0.382466495,MONDO
WTSSHS2Y,SSHSV1 2 year weights,HSV1 seropositivity,http://www.ebi.ac.uk/efo/EFO_0007050,0.382407022,EFO
WTSPO33,Dioxins Mec Weight Jack Knife Rep 33,Dioxin (substance),http://snomed.info/id/26775004,0.382177228,SNOMED
WTSPO35,Dioxins Mec Weight Jack Knife Rep 35,Dioxin (substance),http://snomed.info/id/26775004,0.381908766,SNOMED
LBCTCD,2378-Tetrachloro-p-dioxn(tcdd)(fg/g),tetrachlorophenol,http://purl.obolibrary.org/obo/CHEBI_52049,0.38186243,CHEBI
LBCTCD,2378-Tetrachloro-p-dioxn(tcdd) (fg/g),tetrachlorophenol,http://purl.obolibrary.org/obo/CHEBI_52049,0.38186243,CHEBI
WTSPO34,Dioxins Mec Weight Jack Knife Rep 34,Dioxin (substance),http://snomed.info/id/26775004,0.381826737,SNOMED
LBDD01LC,12378-pncdd comment code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.381742091,NCIT
LBDD01LC,12378-pncdd Comment Code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.381742091,NCIT
WTSPO06,Dioxins Mec Weight Jack Knife Rep 06,Dioxin (substance),http://snomed.info/id/26775004,0.381666522,SNOMED
WTSPO05,Dioxins Mec Weight Jack Knife Rep 05,Dioxin (substance),http://snomed.info/id/26775004,0.381252296,SNOMED
LBX110,PCB110 (ng/g),ABCB11 Gene,http://purl.obolibrary.org/obo/NCIT_C123859,0.381244406,NCIT
WTSPO40,Dioxins Mec Weight Jack Knife Rep 40,Dioxin (substance),http://snomed.info/id/26775004,0.381182,SNOMED
WTSPO09,Dioxins Mec Weight Jack Knife Rep 09,Dioxin (substance),http://snomed.info/id/26775004,0.381073925,SNOMED
WTSPO39,Dioxins Mec Weight Jack Knife Rep 39,Dioxin (substance),http://snomed.info/id/26775004,0.380922639,SNOMED
DIQ290,What does Dr say A1C should be,shoulder,http://purl.obolibrary.org/obo/UBERON_0001467,0.380910981,UBERON
DIQ291,What does Dr say A1C should be,shoulder,http://purl.obolibrary.org/obo/UBERON_0001467,0.380910981,UBERON
WTSPO45,Dioxins Mec Weight Jack Knife Rep 45,Dioxin (substance),http://snomed.info/id/26775004,0.380857734,SNOMED
WTSPO01,Dioxins Mec Weight Jack Knife Rep 01,Dioxin (substance),http://snomed.info/id/26775004,0.38084508,SNOMED
LBC183,PCB 183 (pg/g),MIR183 Gene,http://purl.obolibrary.org/obo/NCIT_C80725,0.380751024,NCIT
WTSPO52,Dioxins Mec Weight Jack Knife Rep 52,Dioxin (substance),http://snomed.info/id/26775004,0.380736967,SNOMED
WTSPO02,Dioxins Mec Weight Jack Knife Rep 02,Dioxin (substance),http://snomed.info/id/26775004,0.380733603,SNOMED
AUQ520,Listened to Music w/Earphone Last 24 Hrs,Felt Listened to,http://purl.obolibrary.org/obo/NCIT_C176532,0.380722847,NCIT
WTSSPO2Y,SSPOLI_F 2 year weights,SSPN Gene,http://purl.obolibrary.org/obo/NCIT_C24825,0.380721314,NCIT
WTSPO51,Dioxins Mec Weight Jack Knife Rep 51,Dioxin (substance),http://snomed.info/id/26775004,0.380708475,SNOMED
WTSPO42,Dioxins Mec Weight Jack Knife Rep 42,Dioxin (substance),http://snomed.info/id/26775004,0.380448447,SNOMED
WTSPO04,Dioxins Mec Weight Jack Knife Rep 04,Dioxin (substance),http://snomed.info/id/26775004,0.38042118,SNOMED
WTSPO37,Dioxins Mec Weight Jack Knife Rep 37,Dioxin (substance),http://snomed.info/id/26775004,0.380393622,SNOMED
SEPAHLC,Surplus sera EPAH comment code,Cocopah,http://purl.obolibrary.org/obo/NCIT_C44246,0.380376887,NCIT
WTSPO46,Dioxins Mec Weight Jack Knife Rep 46,Dioxin (substance),http://snomed.info/id/26775004,0.380358831,SNOMED
SMPAHLC,Surplus sera MPAH comment code,Cocopah,http://purl.obolibrary.org/obo/NCIT_C44246,0.380329221,NCIT
WTSPO03,Dioxins Mec Weight Jack Knife Rep 03,Dioxin (substance),http://snomed.info/id/26775004,0.380328979,SNOMED
WTSPO48,Dioxins Mec Weight Jack Knife Rep 48,Dioxin (substance),http://snomed.info/id/26775004,0.380302298,SNOMED
WTSPO49,Dioxins Mec Weight Jack Knife Rep 49,Dioxin (substance),http://snomed.info/id/26775004,0.380202536,SNOMED
WTSPO07,Dioxins Mec Weight Jack Knife Rep 07,Dioxin (substance),http://snomed.info/id/26775004,0.380136007,SNOMED
WTSPO32,Dioxins Mec Weight Jack Knife Rep 32,Dioxin (substance),http://snomed.info/id/26775004,0.380123483,SNOMED
WTSPO08,Dioxins Mec Weight Jack Knife Rep 08,Dioxin (substance),http://snomed.info/id/26775004,0.38003489,SNOMED
WTSPO38,Dioxins Mec Weight Jack Knife Rep 38,Dioxin (substance),http://snomed.info/id/26775004,0.380029725,SNOMED
WTSPO43,Dioxins Mec Weight Jack Knife Rep 43,Dioxin (substance),http://snomed.info/id/26775004,0.379965867,SNOMED
OSQ040ac,Under/over 50 when fracd. hip 3rd time,hip fracture,http://purl.obolibrary.org/obo/MONDO_0005327,0.379859867,MONDO
LBX196,PCB196 (ng/g),NCI-H196,http://www.ebi.ac.uk/efo/EFO_0006668,0.379773041,EFO
SSGENX,GenX(HFPO-DA propanoateammonium(ng/mL),ammonium,http://purl.obolibrary.org/obo/CHEBI_28938,0.379591816,CHEBI
LBCHXCLA,33'44'55'-hxcb Lipid adjusted(pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.379450942,NCIT
SSMHHTL,Mono2ethy-5hydroxyhexyl terephth cmt cd,Mono-(2-ethylhexyl) terephthalate,http://purl.obolibrary.org/obo/CHEBI_165208,0.379389088,CHEBI
WTSPO36,Dioxins Mec Weight Jack Knife Rep 36,Dioxin (substance),http://snomed.info/id/26775004,0.379309035,SNOMED
WTSPO47,Dioxins Mec Weight Jack Knife Rep 47,Dioxin (substance),http://snomed.info/id/26775004,0.379239189,SNOMED
WTSPO41,Dioxins Mec Weight Jack Knife Rep 41,Dioxin (substance),http://snomed.info/id/26775004,0.3792095,SNOMED
OHD711B,Need teeth pulled because of cavities,Need,http://purl.obolibrary.org/obo/NCIT_C41204,0.379160162,NCIT
LBDF04LC,123478-hxcdf comment code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.378833513,NCIT
LBDF04LC,123478-hxcdf Comment Code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.378833513,NCIT
LBX101,PCB101 (ng/g),101 Mouse,http://purl.obolibrary.org/obo/NCIT_C14567,0.378753602,NCIT
OSQ040ae,Under/over 50 when fracd. hip 5th time,hip fracture,http://purl.obolibrary.org/obo/MONDO_0005327,0.378667029,MONDO
LBCF10,12346789-Octachlorodifuran (fg/g),"1,2,3,4,6,7,8,9-Octachlorodibenzofuran",http://purl.obolibrary.org/obo/CHEBI_81515,0.378553922,CHEBI
LBD196LC,PCB196 & 203 Comment Code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.378529162,NCIT
LBC199,PCB 199 (pg/g),LSM-11199,http://purl.obolibrary.org/obo/CHEBI_99820,0.378520262,CHEBI
CIQG17B,Handcard: often keyed up?,Often,http://purl.obolibrary.org/obo/NCIT_C91247,0.378483609,NCIT
LBDF03LC,23478-pncdf comment code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.378224548,NCIT
LBDF03LC,23478-pncdf Comment Code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.378224548,NCIT
LBCD01LA,12378-pncdd lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.378148314,NCIT
LBDF06LC,123789-hxcdf comment code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.378124684,NCIT
LBDF06LC,123789-hxcdf Comment Code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.378124684,NCIT
OHQ880,Oral cancer exam where Dr pulls tonge,oral cavity cancer,http://www.ebi.ac.uk/efo/EFO_0005570,0.378010094,EFO
LBC187,PCB 187 (pg/g),HCC1187,http://www.ebi.ac.uk/efo/EFO_0001170,0.376996805,EFO
LBCF10LA,12346789-ocdf lipid adjust (pg/g),CID 91846789,http://purl.obolibrary.org/obo/CHEBI_151737,0.376855449,CHEBI
LBXD02,123478-hxcdd (fg/g),LSM-12347,http://purl.obolibrary.org/obo/CHEBI_100974,0.376003155,CHEBI
LBCD02,123478-hxcdd (fg/g),LSM-12347,http://purl.obolibrary.org/obo/CHEBI_100974,0.376003155,CHEBI
LBC118,PCB 118 (pg/g),G118,http://www.ebi.ac.uk/efo/EFO_0006397,0.375779106,EFO
LBCF03LA,23478-pncdf lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.375773293,NCIT
LBCF06LA,123789-hxcdf lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.375705558,NCIT
LBXPCB,33'44'5-pncb (fg/g),FG syndrome 5,http://purl.obolibrary.org/obo/MONDO_0010366,0.375685236,MONDO
SSBDCPPL,Bis(13dichloro-2propyl)phos(ug/L)cmt cd,"Bis-(1,3-dichloro-2-propyl) phosphate",http://purl.obolibrary.org/obo/CHEBI_166469,0.375590159,CHEBI
KIAQUEX,Question KIQ340-360-380:1=SI 2=MI,Question,http://purl.obolibrary.org/obo/NCIT_C41116,0.375501015,NCIT
URXAAC,A-a-C (pg/mL),Do a Lot in a Day,http://purl.obolibrary.org/obo/NCIT_C130018,0.375390821,NCIT
URXMB3,N-A-S-(4-hydrxy-2-butenyl)-L-cys(ng/mL),butene,http://purl.obolibrary.org/obo/CHEBI_48361,0.375156091,CHEBI
OHQ865,Noticed a tooth that doesn't look right,Does not cook food (finding),http://snomed.info/id/286517009,0.374935381,SNOMED
LBC194,PCB 194 (pg/g),LSM-12194,http://purl.obolibrary.org/obo/CHEBI_100820,0.37473157,CHEBI
LBXVD2MS,25OHD2 (nmol/L),CHD2 Gene,http://purl.obolibrary.org/obo/NCIT_C75307,0.374059049,NCIT
LBD199,PCB199 (ng/g),LSM-11199,http://purl.obolibrary.org/obo/CHEBI_99820,0.37386372,CHEBI
LBCF07LA,234678-hxcdf lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.373518189,NCIT
LBCF08LA,1234678-hpcdf lipid adjust (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.373288978,NCIT
LBC146,PCB 146 (ng/g),SB146,http://www.ebi.ac.uk/efo/EFO_0004067,0.3731943,EFO
LBC157,PCB 157 (pg/g),LSM-11157,http://purl.obolibrary.org/obo/CHEBI_99778,0.372833091,CHEBI
CIQD060,Who was it that died?,Was It Worth It Questionnaire,http://purl.obolibrary.org/obo/NCIT_C125451,0.372719792,NCIT
CIQD067,Who was it that died?,Was It Worth It Questionnaire,http://purl.obolibrary.org/obo/NCIT_C125451,0.372719792,NCIT
CIQD079,Who was it that died?,Was It Worth It Questionnaire,http://purl.obolibrary.org/obo/NCIT_C125451,0.372719792,NCIT
CIQD090,Who was it that died?,Was It Worth It Questionnaire,http://purl.obolibrary.org/obo/NCIT_C125451,0.372719792,NCIT
LBDF05LC,123678-hxcdf comment code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.372525593,NCIT
LBDF05LC,123678-hxcdf Comment Code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.372525593,NCIT
LBCD07LA,12346789-ocdd lipid adjust (pg/g),CID 91846789,http://purl.obolibrary.org/obo/CHEBI_151737,0.372331634,CHEBI
LBDD02LC,123478-hxcdd comment code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.372104079,NCIT
LBDD02LC,123478-hxcdd Comment Code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.372104079,NCIT
LBCF05LA,123678-hxcdf lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.37188051,NCIT
LBXSATSI,ALT: SI (U/L),cobalt salt,http://purl.obolibrary.org/obo/CHEBI_35698,0.371727213,CHEBI
LBCD02LA,123478-hxcdd lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.371590371,NCIT
SDMPFOSL,Monomethyl br. iso of PFOS Comment Code,Monomethyl Fumarate,http://purl.obolibrary.org/obo/NCIT_C166722,0.37151462,NCIT
LBDD04LC,123789-hxcdd comment code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.371432291,NCIT
LBDD04LC,123789-hxcdd Comment Code,Comment,http://purl.obolibrary.org/obo/NCIT_C25393,0.371432291,NCIT
SSBCPPL,Bis(1chloro-2propyl) phosp(ug/L) cmt cd,Bis-(1-chloro-2-propyl) phosphate,http://purl.obolibrary.org/obo/CHEBI_166470,0.371363721,CHEBI
LBCD04LA,123789-hxcdd lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.371127329,NCIT
OHD711D,Need teeth pulled because of gum probs,seed gum,http://purl.obolibrary.org/obo/FOODON_03460376,0.371086315,FOODON
FFQ0097,Q.97 Did you eat soups?,amino groups,http://purl.obolibrary.org/obo/CHEBI_51142,0.370760193,CHEBI
LBX194,PCB194 (ng/g),LSM-12194,http://purl.obolibrary.org/obo/CHEBI_100820,0.370150877,CHEBI
LBC156,PCB 156 (pg/g),LSM-3156,http://purl.obolibrary.org/obo/CHEBI_92910,0.370062407,CHEBI
LBX178,PCB178 (ng/g),PCB138,http://purl.obolibrary.org/obo/CHEBI_165219,0.369720413,CHEBI
URDMB3LC,N-A-S-(4-hydrxy-2-butenyl)-L-cys comt,butene,http://purl.obolibrary.org/obo/CHEBI_48361,0.36950597,CHEBI
LBC178,PCB 178 (ng/g),LSM-12178,http://purl.obolibrary.org/obo/CHEBI_100804,0.369346462,CHEBI
LBCF10LA,12346789-ocdf lipid adjusted(pg/g,CID 91846789,http://purl.obolibrary.org/obo/CHEBI_151737,0.369283309,CHEBI
RHQ710B,Used sanitary napkins in past month?,month based unit,http://purl.obolibrary.org/obo/UO_1000035,0.368961146,UO
FSQ210,Fd Stmp HH amount last month,Month,http://purl.obolibrary.org/obo/NCIT_C29846,0.368900689,NCIT
LBC167,PCB 167 (pg/g),Kc167,http://www.ebi.ac.uk/efo/EFO_0005819,0.368889496,EFO
LBCD05LA,1234678-hpcdd lipid adjust (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.368797476,NCIT
OHX11CJA,LOA: Max L(C) ML FGM-CEJ(mm),MAX Gene,http://purl.obolibrary.org/obo/NCIT_C18576,0.368726289,NCIT
LBCF09LA,1234789-hpcdf lipid adjust (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.368660594,NCIT
LBC066,PCB 66 (ng/g),immunodeficiency 66,http://purl.obolibrary.org/obo/MONDO_0030013,0.368466202,MONDO
SSGENXL,GenX(HFPO-DA propanoateammonium Cmt code,ammonium,http://purl.obolibrary.org/obo/CHEBI_28938,0.367938231,CHEBI
LBXSASSI,AST (U/L),Astasia,http://purl.obolibrary.org/obo/HP_0020037,0.367859413,HPO
LB2SASSI,AST (U/L),Astasia,http://purl.obolibrary.org/obo/HP_0020037,0.367859413,HPO
LBCD03LA,123678-hxcdd lipid adjusted (pg/g),Lipid,http://purl.obolibrary.org/obo/NCIT_C616,0.367439057,NCIT
