"Table","Table Name","Data Group","Year"
"PFQ_F","Physical Functioning","QUESTIONNAIRE",2009
"SMQ_F","Smoking - Cigarette Use","QUESTIONNAIRE",2009
"OHQ_F","Oral Health","QUESTIONNAIRE",2009
"HIQ_F","Health Insurance","QUESTIONNAIRE",2009
"SXQ_F","Sexual Behavior","QUESTIONNAIRE",2009
"INQ_F","Income","QUESTIONNAIRE",2009
"HUQ_F","Hospital Utilization & Access to Care","QUESTIONNAIRE",2009
"PUQMEC_F","Pesticide Use","QUESTIONNAIRE",2009
"IMQ_F","Immunization","QUESTIONNAIRE",2009
"OCQ_F","Occupation","QUESTIONNAIRE",2009
"ECQ_F","Early Childhood","QUESTIONNAIRE",2009
"SLQ_F","Sleep Disorders","QUESTIONNAIRE",2009
"WHQMEC_F","Weight History - Youth","QUESTIONNAIRE",2009
"BHQ_F","Bowel Health","QUESTIONNAIRE",2009
"OSQ_F","Osteoporosis","QUESTIONNAIRE",2009
"KIQ_U_F","Kidney Conditions - Urology","QUESTIONNAIRE",2009
"ALQ_F","Alcohol Use","QUESTIONNAIRE",2009
"ALQY_F","Alcohol Use (Ages 18-19)","QUESTIONNAIRE",2009
"DUQ_F","Drug Use","QUESTIONNAIRE",2009
"HCQ_F","Hepatitis C Follow Up","QUESTIONNAIRE",2009
"RXQ_RX_F","Prescription Medications","QUESTIONNAIRE",2009
"WHQ_F","Weight History","QUESTIONNAIRE",2009
"ACQ_F","Acculturation","QUESTIONNAIRE",2009
"HSQ_F","Current Health Status","QUESTIONNAIRE",2009
"DEQ_F","Dermatology","QUESTIONNAIRE",2009
"DBQ_F","Diet Behavior & Nutrition","QUESTIONNAIRE",2009
"HOQ_F","Housing Characteristics","QUESTIONNAIRE",2009
"CBQPFA_F","Consumer Behavior Phone Follow-up Module - Adult","QUESTIONNAIRE",2009
"CBQPFC_F","Consumer Behavior Phone Follow-up Module - Child","QUESTIONNAIRE",2009
"FSQ_F","Food Security","QUESTIONNAIRE",2009
"VTQ_F","Volatile Toxicant (Subsample)","QUESTIONNAIRE",2009
"DEMO_G","Demographic Variables & Sample Weights","DEMOGRAPHICS",2011
"DR1TOT_G","Dietary Interview - Total Nutrient Intakes, First Day","DIETARY",2011
"DR2TOT_G","Dietary Interview - Total Nutrient Intakes, Second Day","DIETARY",2011
"DR1IFF_G","Dietary Interview - Individual Foods, First Day","DIETARY",2011
"DR2IFF_G","Dietary Interview - Individual Foods, Second Day","DIETARY",2011
"DRXMCD_G","Dietary Interview Technical Support File - Modification Codes","DIETARY",2011
"DRXFCD_G","Dietary Interview Technical Support File - Food Codes","DIETARY",2011
"DSQIDS_G","Dietary Supplement Use 30 Day - Individual Dietary Supplements","DIETARY",2011
"DSQTOT_G","Dietary Supplement Use 30-Day - Total Dietary Supplements","DIETARY",2011
"DS1IDS_G","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, First Day","DIETARY",2011
"DS2IDS_G","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, Second Day","DIETARY",2011
"DS1TOT_G","Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day","DIETARY",2011
"DS2TOT_G","Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day","DIETARY",2011
"TBX_G","Tuberculosis","EXAMINATION",2011
"BPX_G","Blood Pressure","EXAMINATION",2011
"ENX_G","Exhaled Nitric Oxide","EXAMINATION",2011
"SPX_G","Spirometry - Pre and Post-Bronchodilator","EXAMINATION",2011
"SPXRAW_G","Spirometry - Raw Curve Data","EXAMINATION",2011
"OHXPER_G","Oral Health - Periodontal","EXAMINATION",2011
"OHXREF_G","Oral Health - Recommendation of Care","EXAMINATION",2011
"MGX_G","Muscle Strength - Grip Test","EXAMINATION",2011
"BMX_G","Body Measures","EXAMINATION",2011
"AUX_G","Audiometry","EXAMINATION",2011
"AUXAR_G","Audiometry - Acoustic Reflex","EXAMINATION",2011
"AUXTYM_G","Audiometry - Tympanometry","EXAMINATION",2011
"FLXCLN_G","Fluorosis - Clinical","EXAMINATION",2011
"OHXDEN_G","Oral Health - Dentition","EXAMINATION",2011
"DXX_G","Dual-Energy X-ray Absorptiometry - Whole Body","EXAMINATION",2011
"DXXAG_G","Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements","EXAMINATION",2011
"PAXDAY_G","Physical Activity Monitor - Day","EXAMINATION",2011
"PAXHD_G","Physical Activity Monitor - Header","EXAMINATION",2011
"PAXHR_G","Physical Activity Monitor - Hour","EXAMINATION",2011
"PAXMIN_G","Physical Activity Monitor - Minute","EXAMINATION",2011
"TCHOL_G","Cholesterol - Total","LABORATORY",2011
"UHM_G","Metals - Urine","LABORATORY",2011
"HEPA_G","Hepatitis A Antibody","LABORATORY",2011
"HIV_G","HIV Antibody Test","LABORATORY",2011
"HSV_G","Herpes Simplex Virus Type-1 & Type-2","LABORATORY",2011
"PbCd_G","Cadmium, Lead, Total Mercury, Selenium, & Manganese - Blood","LABORATORY",2011
"ALB_CR_G","Albumin & Creatinine - Urine","LABORATORY",2011
"BIOPRO_G","Standard Biochemistry Profile","LABORATORY",2011
"IHgEM_G","Mercury: Inorganic, Ethyl and Methyl - Blood","LABORATORY",2011
"CBC_G","Complete Blood Count with 5-part Differential - Whole Blood","LABORATORY",2011
"TGEMA_G","Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA)","LABORATORY",2011
"ORHPV_G","Human Papillomavirus (HPV) - Oral Rinse","LABORATORY",2011
"COTNAL_G","Cotinine - Serum & Total NNAL - Urine","LABORATORY",2011
"UAS_G","Arsenics - Total & Speciated - Urine","LABORATORY",2011
"UHG_G","Mercury: Inorganic - Urine","LABORATORY",2011
"TB_G","Tuberculosis - Quantiferon_In_Gold","LABORATORY",2011
"HEPB_S_G","Hepatitis B Surface Antibody","LABORATORY",2011
"HEPBD_G","Hepatitis B: Core Antibody, Surface Antigen; Hepatitis D Antibody","LABORATORY",2011
"HEPC_G","Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype","LABORATORY",2011
"HEPE_G","Hepatitis E : IgG & IgM Antibodies","LABORATORY",2011
"PHTHTE_G","Phthalates & Plasticizers Metabolites - Urine","LABORATORY",2011
"PP_G","Pesticides - Environmental - Urine","LABORATORY",2011
"THYROD_G","Thyroid Profile","LABORATORY",2011
"UCFLOW_G","Urine Flow Rate","LABORATORY",2011
"UCOSMO_G","Osmolality - Urine","LABORATORY",2011
"UCPREG_G","Pregnancy Test - Urine","LABORATORY",2011
"CUSEZN_G","Copper, Selenium & Zinc - Serum","LABORATORY",2011
"FOLATE_G","Folate - RBC","LABORATORY",2011
"MMA_G","Methylmalonic Acid","LABORATORY",2011
"VITB12_G","Vitamin B12","LABORATORY",2011
"CMV_G","Cytomegalovirus IgG & IgM Antibodies - Serum","LABORATORY",2011
"UHMS_G","Metals - Urine - Special Sample","LABORATORY",2011
"UASS_G","Arsenics - Total & Speciated - Urine - Special Sample","LABORATORY",2011
"HDL_G","Cholesterol - HDL","LABORATORY",2011
"TST_G","Total Testosterone","LABORATORY",2011
"GHB_G","Glycohemoglobin","LABORATORY",2011
"UIO_G","Iodine - Urine","LABORATORY",2011
"FASTQX_G","Fasting Questionnaire","LABORATORY",2011
"CHLMDA_G","Chlamydia - Urine","LABORATORY",2011
"PERNTS_G","Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample","LABORATORY",2011
"UVOC_G","Volatile Organic Compound (VOC) Metabolites - Urine","LABORATORY",2011
"UVOCS_G","Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample","LABORATORY",2011
"EPH_G","Environmental Phenols & Parabens","LABORATORY",2011
"PERNT_G","Perchlorate, Nitrate & Thiocyanate - Urine","LABORATORY",2011
"GLU_G","Plasma Fasting Glucose & Insulin","LABORATORY",2011
"OGTT_G","Oral Glucose Tolerance Test","LABORATORY",2011
"ApoB_G","Apolipoprotein B","LABORATORY",2011
"TRIGLY_G","Cholesterol - LDL & Triglycerides","LABORATORY",2011
"PFC_G","Polyfluoroalkyl Chemicals","LABORATORY",2011
"PAH_G","Polyaromatic Hydrocarbons (PAHs) - Urine","LABORATORY",2011
"PAHS_G","Polyaromatic Hydrocarbons (PAHs)- Urine - Special Sample","LABORATORY",2011
"HPVSWR_G","Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array","LABORATORY",2011
"SSTOXO_G","Toxoplasma gondii Antibody - Serum (Surplus)","LABORATORY",2011
"SSTOCA_G","Antibody to Toxocara spp. (Surplus)","LABORATORY",2011
"VOCWB_G","Volatile Organic Compounds (VOCs) - Blood","LABORATORY",2011
"DEET_G","DEET and Metabolites","LABORATORY",2011
"VID_G","Vitamin D","LABORATORY",2011
"VOCMWB_G","Volatile Organic Compounds (VOCs) - Trihalomethanes/MTBE/Nitromethane - Blood","LABORATORY",2011
"PCBPOL_G","Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples","LABORATORY",2011
"POOLTF_G","Pooled-Sample Technical Support File","LABORATORY",2011
"PSTPOL_G","Pesticides - Organochlorine Pesticides - Pooled Samples","LABORATORY",2011
"BFRPOL_G","Brominated Flame Retardants (BFRs) - Pooled Samples","LABORATORY",2011
"FOLFMS_G","Folate Forms - Total & Individual - Serum","LABORATORY",2011
"FAS_G","Fatty Acids - Serum","LABORATORY",2011
"CAFE_G","Caffeine & Caffeine Metabolites - Urine","LABORATORY",2011
"SSANA2_G","Autoantibodies - Immunofluorescence Analyses (Surplus)","LABORATORY",2011
"SSFR_G","Flame Retardants - Urine  (Surplus)","LABORATORY",2011
"UPHOPM_G","Pyrethroids, Herbicides, & Organophosphorus Metabolites - Urine","LABORATORY",2011
"OPD_G","Organophosphate Insecticides - Dialkyl Phosphate Metabolites - Urine","LABORATORY",2011
"SSDFS_G","Autoantibodies - Anti-DFS70 Autoantibody Analyses (Surplus)","LABORATORY",2011
"SSKL_G","Klotho - Serum (Surplus)","LABORATORY",2011
"TBQ_G","Tuberculosis","QUESTIONNAIRE",2011
"HIQ_G","Health Insurance","QUESTIONNAIRE",2011
"BPQ_G","Blood Pressure & Cholesterol","QUESTIONNAIRE",2011
"CDQ_G","Cardiovascular Health","QUESTIONNAIRE",2011
"RDQ_G","Respiratory Health","QUESTIONNAIRE",2011
"PAQ_G","Physical Activity","QUESTIONNAIRE",2011
"PFQ_G","Physical Functioning","QUESTIONNAIRE",2011
"RXQASA_G","Preventive Aspirin Use","QUESTIONNAIRE",2011
"CKQ_G","Creatine Kinase","QUESTIONNAIRE",2011
"CSQ_G","Taste & Smell","QUESTIONNAIRE",2011
"DIQ_G","Diabetes","QUESTIONNAIRE",2011
"HUQ_G","Hospital Utilization & Access to Care","QUESTIONNAIRE",2011
"OHQ_G","Oral Health","QUESTIONNAIRE",2011
"ECQ_G","Early Childhood","QUESTIONNAIRE",2011
"SXQ_G","Sexual Behavior","QUESTIONNAIRE",2011
"SMQRTU_G","Smoking - Recent Tobacco Use","QUESTIONNAIRE",2011
"SMQ_G","Smoking - Cigarette Use","QUESTIONNAIRE",2011
"SMQFAM_G","Smoking - Household Smokers","QUESTIONNAIRE",2011
"OCQ_G","Occupation","QUESTIONNAIRE",2011
"HOQ_G","Housing Characteristics","QUESTIONNAIRE",2011
"PUQMEC_G","Pesticide Use","QUESTIONNAIRE",2011
"MCQ_G","Medical Conditions","QUESTIONNAIRE",2011
"IMQ_G","Immunization","QUESTIONNAIRE",2011
"HSQ_G","Current Health Status","QUESTIONNAIRE",2011
"DUQ_G","Drug Use","QUESTIONNAIRE",2011
"DPQ_G","Mental Health - Depression Screener","QUESTIONNAIRE",2011
"SLQ_G","Sleep Disorders","QUESTIONNAIRE",2011
"ALQ_G","Alcohol Use","QUESTIONNAIRE",2011
"RHQ_G","Reproductive Health","QUESTIONNAIRE",2011
"AUQ_G","Audiometry","QUESTIONNAIRE",2011
"WHQMEC_G","Weight History - Youth","QUESTIONNAIRE",2011
"DEQ_G","Dermatology","QUESTIONNAIRE",2011
"ACQ_G","Acculturation","QUESTIONNAIRE",2011
"RXQ_RX_G","Prescription Medications","QUESTIONNAIRE",2011
"HCQ_G","Hepatitis C Follow Up","QUESTIONNAIRE",2011
"WHQ_G","Weight History","QUESTIONNAIRE",2011
"KIQ_U_G","Kidney Conditions - Urology","QUESTIONNAIRE",2011
"DBQ_G","Diet Behavior & Nutrition","QUESTIONNAIRE",2011
"INQ_G","Income","QUESTIONNAIRE",2011
"CBQ_G","Consumer Behavior","QUESTIONNAIRE",2011
"FSQ_G","Food Security","QUESTIONNAIRE",2011
"CFQ_G","Cognitive Functioning","QUESTIONNAIRE",2011
"VTQ_G","Volatile Toxicant (Subsample)","QUESTIONNAIRE",2011
"DEMO_H","Demographic Variables and Sample Weights","DEMOGRAPHICS",2013
"DR1TOT_H","Dietary Interview - Total Nutrient Intakes, First Day","DIETARY",2013
"DR2TOT_H","Dietary Interview - Total Nutrient Intakes, Second Day","DIETARY",2013
"DR1IFF_H","Dietary Interview - Individual Foods, First Day","DIETARY",2013
"DR2IFF_H","Dietary Interview - Individual Foods, Second Day","DIETARY",2013
"DRXFCD_H","Dietary Interview Technical Support File - Food Codes","DIETARY",2013
"DS1IDS_H","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, First Day","DIETARY",2013
"DSQIDS_H","Dietary Supplement Use 30-Day - Individual Dietary Supplements","DIETARY",2013
"DS2IDS_H","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, Second Day","DIETARY",2013
"DS1TOT_H","Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day","DIETARY",2013
"DS2TOT_H","Dietary Supplement Use 24-Hour - Total Dietary Supplements, Second Day","DIETARY",2013
"DSQTOT_H","Dietary Supplement Use 30-Day - Total Dietary Supplements","DIETARY",2013
"BPX_H","Blood Pressure","EXAMINATION",2013
"DXXSPN_H","Dual-Energy X-ray Absorptiometry - Spine","EXAMINATION",2013
"DXXFEM_H","Dual-Energy X-ray Absorptiometry - Femur","EXAMINATION",2013
"DXXVFA_H","Dual-Energy X-ray Absorptiometry - Vertebral Fracture Assessment","EXAMINATION",2013
"BMX_H","Body Measures","EXAMINATION",2013
"DXXFRX_H","Dual-Energy X-ray Absorptiometry - FRAX Score","EXAMINATION",2013
"CSX_H","Taste & Smell","EXAMINATION",2013
"MGX_H","Muscle Strength - Grip Test","EXAMINATION",2013
"OHXDEN_H","Oral Health - Dentition","EXAMINATION",2013
"OHXPER_H","Oral Health - Periodontal","EXAMINATION",2013
"OHXREF_H","Oral Health - Recommendation of Care","EXAMINATION",2013
"FLXCLN_H","Fluorosis - Clinical","EXAMINATION",2013
"DXXAAC_H","Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification","EXAMINATION",2013
"DXXT4_H","Dual-Energy X-ray Absorptiometry - T4 Vertebrae Morphology","EXAMINATION",2013
"DXXT5_H","Dual-Energy X-ray Absorptiometry - T5 Vertebrae Morphology","EXAMINATION",2013
"DXXT6_H","Dual-Energy X-ray Absorptiometry - T6 Vertebrae Morphology","EXAMINATION",2013
"DXXT7_H","Dual-Energy X-ray Absorptiometry - T7 Vertebrae Morphology","EXAMINATION",2013
"DXXT8_H","Dual-Energy X-ray Absorptiometry - T8 Vertebrae Morphology","EXAMINATION",2013
"DXXT9_H","Dual-Energy X-ray Absorptiometry - T9 Vertebrae Morphology","EXAMINATION",2013
"DXXT10_H","Dual-Energy X-ray Absorptiometry - T10 Vertebrae Morphology","EXAMINATION",2013
"DXXT11_H","Dual-Energy X-ray Absorptiometry - T11 Vertebrae Morphology","EXAMINATION",2013
"DXXT12_H","Dual-Energy X-ray Absorptiometry - T12 Vertebrae Morphology","EXAMINATION",2013
"DXXL1_H","Dual-Energy X-ray Absorptiometry - L1 Vertebrae Morphology","EXAMINATION",2013
"DXXL2_H","Dual-Energy X-ray Absorptiometry - L2 Vertebrae Morphology","EXAMINATION",2013
"DXXL3_H","Dual-Energy X-ray Absorptiometry - L3 Vertebrae Morphology","EXAMINATION",2013
"DXXL4_H","Dual-Energy X-ray Absorptiometry - L4 Vertebrae Morphology","EXAMINATION",2013
"DXX_H","Dual-Energy X-ray Absorptiometry - Whole Body","EXAMINATION",2013
"PAXDAY_H","Physical Activity Monitor - Day","EXAMINATION",2013
"PAXHD_H","Physical Activity Monitor - Header","EXAMINATION",2013
"PAXHR_H","Physical Activity Monitor - Hour","EXAMINATION",2013
"PAXMIN_H","Physical Activity Monitor - Minute","EXAMINATION",2013
"DXXAG_H","Dual-Energy X-ray Absorptiometry - Android/Gynoid Measurements","EXAMINATION",2013
"ApoB_H","Apolipoprotein B","LABORATORY",2013
"CBC_H","Complete Blood Count with 5-part Differential - Whole Blood","LABORATORY",2013
"HDL_H","Cholesterol - HDL","LABORATORY",2013
"TCHOL_H","Cholesterol - Total","LABORATORY",2013
"GHB_H","Glycohemoglobin","LABORATORY",2013
"BIOPRO_H","Standard Biochemistry Profile","LABORATORY",2013
"CUSEZN_H","Copper, Selenium & Zinc - Serum","LABORATORY",2013
"HEPA_H","Hepatitis A","LABORATORY",2013
"HEPB_S_H","Hepatitis B: Surface Antibody","LABORATORY",2013
"HEPBD_H","Hepatitis B: core antibody, surface antigen, and Hepatitis D antibody","LABORATORY",2013
"HIV_H","HIV Antibody Test","LABORATORY",2013
"HSV_H","Herpes Simplex Virus Type-1 & Type-2","LABORATORY",2013
"OGTT_H","Oral Glucose Tolerance Test","LABORATORY",2013
"PERNT_H","Perchlorate, Nitrate & Thiocyanate - Urine","LABORATORY",2013
"PFAS_H","Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC)","LABORATORY",2013
"TGEMA_H","Tissue Transglutaminase Assay (IgA-TTG) & IgA Endomyseal Antibody Assay (IgA EMA)","LABORATORY",2013
"TRIGLY_H","Cholesterol - LDL & Triglycerides","LABORATORY",2013
"TST_H","Sex Steroid Hormone - Serum","LABORATORY",2013
"UCFLOW_H","Urine Flow Rate","LABORATORY",2013
"UCPREG_H","Pregnancy Test - Urine","LABORATORY",2013
"UHG_H","Mercury: Inorganic - Urine","LABORATORY",2013
"UM_H","Metals - Urine","LABORATORY",2013
"UIO_H","Iodine - Urine","LABORATORY",2013
"GLU_H","Plasma Fasting Glucose","LABORATORY",2013
"FLDEP_H","Fluoride - Plasma","LABORATORY",2013
"FLDEW_H","Fluoride - Water","LABORATORY",2013
"HEPC_H","Hepatitis C: RNA (HCV-RNA) and Hepatitis C Genotype","LABORATORY",2013
"HEPE_H","Hepatitis E: IgG & IgM Antibodies","LABORATORY",2013
"IHGEM_H","Mercury: Inorganic, Ethyl and Methyl - Blood","LABORATORY",2013
"ORHPV_H","Human Papillomavirus (HPV) - Oral Rinse","LABORATORY",2013
"PBCD_H","Lead, Cadmium, Total Mercury, Selenium, and Manganese - Blood","LABORATORY",2013
"TRICH_H","Trichomonas - Urine","LABORATORY",2013
"UASS_H","Arsenics - Speciated - Urine - Special Sample","LABORATORY",2013
"UTAS_H","Arsenic - Total - Urine","LABORATORY",2013
"VITB12_H","Vitamin B12","LABORATORY",2013
"CHLMDA_H","Chlamydia - Urine","LABORATORY",2013
"UAS_H","Arsenics - Speciated - Urine","LABORATORY",2013
"UTASS_H","Arsenic - Total - Urine - Special Sample","LABORATORY",2013
"UMS_H","Metals - Urine - Special Sample","LABORATORY",2013
"FASTQX_H","Fasting Questionnaire","LABORATORY",2013
"INS_H","Insulin","LABORATORY",2013
"HPVP_H","Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array","LABORATORY",2013
"PERNTS_H","Perchlorate, Nitrate & Thiocyanate - Urine - Special Sample","LABORATORY",2013
"HPVSWR_H","Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Cobas & Roche Linear Array","LABORATORY",2013
"SSPFAS_H","Perfluoroalkyl and Polyfluoroalkyl Substances - Linear and Branched PFOS and PFOA Isomers (Surplus)","LABORATORY",2013
"EPHPP_H","Personal Care and Consumer Product Chemicals and Metabolites","LABORATORY",2013
"COT_H","Cotinine and Hydroxycotinine - Serum","LABORATORY",2013
"SSTOXO_H","Toxoplasma gondii Antibody - Serum (Surplus)","LABORATORY",2013
"SSTOCA_H","Antibody to Toxocara spp. (Surplus)","LABORATORY",2013
"PHTHTE_H","Phthalates and Plasticizers Metabolites - Urine","LABORATORY",2013
"ALB_CR_H","Albumin & Creatinine - Urine","LABORATORY",2013
"VOCWB_H","Volatile Organic Compounds and Trihalomethanes/MTBE - Blood","LABORATORY",2013
"PAH_H","Polycyclic Aromatic Hydrocarbons (PAH) - Urine","LABORATORY",2013
"DEET_H","DEET and Metabolites","LABORATORY",2013
"SSPHTE_H","Phthalates and Plasticizers Metabolites - Urine (Surplus)","LABORATORY",2013
"VOCWBS_H","Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample","LABORATORY",2013
"PAHS_H","Polycyclic Aromatic Hydrocarbons (PAH) - Urine - Special Sample","LABORATORY",2013
"SSFLRT_H","Flame Retardant Metabolites - Urine (Surplus)","LABORATORY",2013
"SSPFAC_H","Perfluoroalkyl and Polyfluoroalkyl Substances in US children 3-11 Years of Age","LABORATORY",2013
"HCAA_H","Heterocyclic Aromatic Amines - Urine","LABORATORY",2013
"HCAAS_H","Heterocyclic Aromatic Amines (HCAA) - Urine - Special Sample","LABORATORY",2013
"SSHEPC_H","Hepatitis C: Confirmed Antibody (INNO-LIA)","LABORATORY",2013
"MMA_H","Methylmalonic Acid","LABORATORY",2013
"UVOC_H","Volatile Organic Compound (VOC) Metabolites - Urine","LABORATORY",2013
"UVOCS_H","Volatile Organic Compound (VOC) Metabolites - Urine - Special Sample","LABORATORY",2013
"VID_H","Vitamin D","LABORATORY",2013
"PCBPOL_H","Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Serum - Pooled Samples","LABORATORY",2013
"BFRPOL_H","Brominated Flame Retardants (BFRs) - Pooled Samples","LABORATORY",2013
"POOLTF_H","Pooled-Sample Technical Support File","LABORATORY",2013
"PSTPOL_H","Pesticides - Organochlorine Pesticides - Serum - Pooled Samples","LABORATORY",2013
"ALD_H","Aldehydes - Serum","LABORATORY",2013
"ALDS_H","Aldehydes - Serum - Special Sample","LABORATORY",2013
"FOLATE_H","Folate - RBC","LABORATORY",2013
"FOLFMS_H","Folate Forms - Total & Individual - Serum","LABORATORY",2013
"VNA_H","Volatile N-Nitrosamine Compounds (VNAs) - Urine","LABORATORY",2013
"VNAS_H","Volatile N-Nitrosamine Compounds (VNAs) - Urine - Special Sample","LABORATORY",2013
"SSPFSU_H","Perfluoroalkyl and Polyfluoroalkyl Substances","LABORATORY",2013
"UCOTS_H","Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine - Special Sample","LABORATORY",2013
"UCOT_H","Cotinine, Hydroxycotinine, & Other Nicotine Metabolites and Analogs - Urine","LABORATORY",2013
"TSNA_H","Tobacco-specific Nitrosamines (TSNAs) - Urine","LABORATORY",2013
"AMDGYD_H","Acrylamide & Glycidamide","LABORATORY",2013
"ETHOX_H","Ethylene Oxide","LABORATORY",2013
"AMDGDS_H","Acrylamide & Glycidamide - Special Sample","LABORATORY",2013
"ETHOXS_H","Ethylene Oxide - Special Sample","LABORATORY",2013
"AA_H","Aromatic Amines - Urine","LABORATORY",2013
"AAS_H","Aromatic Amines - Urine - Special Sample","LABORATORY",2013
"FORMAS_H","Formaldehyde - Special Sample","LABORATORY",2013
"FORMAL_H","Formaldehyde","LABORATORY",2013
"SSCT_H","Chlamydia Pgp3 (plasmid gene product 3) ELISA (enzyme linked immunosorbent assay) and multiplex bead array (MBA) results","LABORATORY",2013
"CAFE_H","Caffeine & Caffeine Metabolites - Urine","LABORATORY",2013
"UPHOPM_H","Pyrethroids, Herbicides, & Organophosphorus Metabolites - Urine","LABORATORY",2013
"SSSNFL_H","Serum Neurofilament Light Chain - Serum","LABORATORY",2013
"SSGLYP_H","Glyphosate (GLYP) - Urine","LABORATORY",2013
"SSKL_H","Klotho - Serum (Surplus)","LABORATORY",2013
"DLQ_H","Disability","QUESTIONNAIRE",2013
"DEQ_H","Dermatology","QUESTIONNAIRE",2013
"OSQ_H","Osteoporosis","QUESTIONNAIRE",2013
"IMQ_H","Immunization","QUESTIONNAIRE",2013
"SXQ_H","Sexual Behavior","QUESTIONNAIRE",2013
"CDQ_H","Cardiovascular Health","QUESTIONNAIRE",2013
"BPQ_H","Blood Pressure & Cholesterol","QUESTIONNAIRE",2013
"MCQ_H","Medical Conditions","QUESTIONNAIRE",2013
"HIQ_H","Health Insurance","QUESTIONNAIRE",2013
"HUQ_H","Hospital Utilization & Access to Care","QUESTIONNAIRE",2013
"PAQ_H","Physical Activity","QUESTIONNAIRE",2013
"PFQ_H","Physical Functioning","QUESTIONNAIRE",2013
"HEQ_H","Hepatitis","QUESTIONNAIRE",2013
"ECQ_H","Early Childhood","QUESTIONNAIRE",2013
"DIQ_H","Diabetes","QUESTIONNAIRE",2013
"SMQFAM_H","Smoking - Household Smokers","QUESTIONNAIRE",2013
"SMQ_H","Smoking - Cigarette Use","QUESTIONNAIRE",2013
"SMQRTU_H","Smoking - Recent Tobacco Use","QUESTIONNAIRE",2013
"HOQ_H","Housing Characteristics","QUESTIONNAIRE",2013
"PUQMEC_H","Pesticide Use","QUESTIONNAIRE",2013
"SMQSHS_H","Smoking - Secondhand Smoke Exposure","QUESTIONNAIRE",2013
"INQ_H","Income","QUESTIONNAIRE",2013
"CSQ_H","Taste & Smell","QUESTIONNAIRE",2013
"DBQ_H","Diet Behavior & Nutrition","QUESTIONNAIRE",2013
"CBQ_H","Consumer Behavior","QUESTIONNAIRE",2013
"HSQ_H","Current Health Status","QUESTIONNAIRE",2013
"SLQ_H","Sleep Disorders","QUESTIONNAIRE",2013
"RXQASA_H","Preventive Aspirin Use","QUESTIONNAIRE",2013
"DUQ_H","Drug Use","QUESTIONNAIRE",2013
"WHQMEC_H","Weight History - Youth","QUESTIONNAIRE",2013
"ALQ_H","Alcohol Use","QUESTIONNAIRE",2013
"DPQ_H","Mental Health - Depression Screener","QUESTIONNAIRE",2013
"ACQ_H","Acculturation","QUESTIONNAIRE",2013
"WHQ_H","Weight History","QUESTIONNAIRE",2013
"RHQ_H","Reproductive Health","QUESTIONNAIRE",2013
"FSQ_H","Food Security","QUESTIONNAIRE",2013
"OHQ_H","Oral Health","QUESTIONNAIRE",2013
"OCQ_H","Occupation","QUESTIONNAIRE",2013
"RXQ_RX_H","Prescription Medications","QUESTIONNAIRE",2013
"KIQ_U_H","Kidney Conditions - Urology","QUESTIONNAIRE",2013
"CKQ_H","Creatine Kinase","QUESTIONNAIRE",2013
"VTQ_H","Volatile Toxicant (Subsample)","QUESTIONNAIRE",2013
"CFQ_H","Cognitive Functioning","QUESTIONNAIRE",2013
"DEMO_I","Demographic Variables and Sample Weights","DEMOGRAPHICS",2015
"DR1TOT_I","Dietary Interview - Total Nutrient Intakes, First Day","DIETARY",2015
"DR2TOT_I","Dietary Interview - Total Nutrient Intakes, Second Day","DIETARY",2015
"DR1IFF_I","Dietary Interview - Individual Foods, First Day","DIETARY",2015
"DR2IFF_I","Dietary Interview - Individual Foods, Second Day","DIETARY",2015
"DSQTOT_I","Dietary Supplement Use 30-Day - Total Dietary Supplements","DIETARY",2015
"DS1IDS_I","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, First Day","DIETARY",2015
"DS2IDS_I","Dietary Supplement Use 24-Hour - Individual Dietary Supplements, Second Day","DIETARY",2015
"DS1TOT_I","Dietary Supplement Use 24-Hour - Total Dietary Supplements, First Day","DIETARY",2015
