"Table"	"TableName"	"BeginYear"	"EndYear"	"DataGroup"	"UseConstraints"	"DocFile"	"DataFile"	"DatePublished"
"BIOPRO_F"	"Standard Biochemistry Profile"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/BIOPRO_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/BIOPRO_F.XPT"	"Updated May 2014"
"UAS_F"	"Arsenics - Total & Speciated - Urine"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UAS_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UAS_F.XPT"	"September 2011"
"UHM_F"	"Metals - Urine"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UHM_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UHM_F.XPT"	"September 2011"
"PSA_F"	"Prostate Specific Antigen (PSA)"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PSA_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PSA_F.XPT"	"September 2011"
"ALB_CR_F"	"Albumin & Creatinine - Urine"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ALB_CR_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ALB_CR_F.XPT"	"February 2012"
"CHLMDA_F"	"Chlamydia - Urine"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CHLMDA_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CHLMDA_F.XPT"	"September 2011"
"CRP_F"	"C-Reactive Protein (CRP)"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CRP_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CRP_F.XPT"	"September 2011"
"FASTQX_F"	"Fasting Questionnaire"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/FASTQX_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/FASTQX_F.XPT"	"September 2011"
"GLU_F"	"Plasma Fasting Glucose & Insulin"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/GLU_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/GLU_F.XPT"	"January 2012"
"HEPB_S_F"	"Hepatitis B Surface Antibody"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HEPB_S_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HEPB_S_F.XPT"	"September 2011"
"HEPC_F"	"Hepatitis C: Confirmed Antibody, RNA (HCV-RNA), & Genotype"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HEPC_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HEPC_F.XPT"	"Updated February 2015"
"UIO_F"	"Iodine - Urine"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UIO_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UIO_F.XPT"	"September 2011"
"UCFLOW_F"	"Urine Flow Rate"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UCFLOW_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UCFLOW_F.XPT"	"Updated April 2018"
"UCOSMO_F"	"Osmolality - Urine"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UCOSMO_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UCOSMO_F.XPT"	"September 2011"
"OGTT_F"	"Oral Glucose Tolerance Test"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OGTT_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OGTT_F.XPT"	"January 2012"
"TRIGLY_F"	"Cholesterol - LDL & Triglycerides"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/TRIGLY_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/TRIGLY_F.XPT"	"December 2011"
"THYROD_F"	"Thyroid Profile"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/THYROD_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/THYROD_F.XPT"	"Updated October 2015"
"HSV_F_R"	"Herpes Simplex Virus Type-2 - Youth"	"2009"	"2010"	"Laboratory"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HSV_F_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HSV_F_R.XPT"	
"CHLM_F_R"	"Chlamydia & Gonorrhea - Urine - Youth"	"2009"	"2010"	"Laboratory"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CHLM_F_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CHLM_F_R.XPT"	
"OHPV_F_R"	"Human Papillomavirus (HPV) - Oral Rinse - Youth"	"2009"	"2010"	"Laboratory"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OHPV_F_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OHPV_F_R.XPT"	
"EPH_F"	"Environmental Phenols"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/EPH_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/EPH_F.XPT"	"October 2011"
"PP_F"	"Pesticides - Environmental - Urine"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PP_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PP_F.XPT"	"October 2011"
"PFC_F"	"Polyfluoroalkyl Chemicals"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PFC_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PFC_F.XPT"	"Updated October 2013"
"HPVSWR_F"	"Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HPVSWR_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HPVSWR_F.XPT"	"August 2012"
"FERTIN_F"	"Ferritin"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/FERTIN_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/FERTIN_F.XPT"	"February 2012"
"TFR_F"	"Transferrin Receptor"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/TFR_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/TFR_F.XPT"	"February 2012"
"HPVS_F_R"	"Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array - Youth"	"2009"	"2010"	"Laboratory"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HPVS_F_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HPVS_F_R.XPT"	
"HEPE_F"	"Hepatitis E : IgG & IgM Antibodies"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HEPE_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HEPE_F.XPT"	"January 2012"
"ApoB_F"	"Apolipoprotein B"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ApoB_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ApoB_F.XPT"	
"SSEBV_F"	"Epstein-Barr Virus (VCA IgG) - Serum (Surplus)"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSEBV_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSEBV_F.XPT"	"Updated April 2022"
"PHTHTE_F"	"Phthalates - Urine"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PHTHTE_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PHTHTE_F.XPT"	"September 2012"
"PHYTO_F"	"Phytoestrogens - Urine"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PHYTO_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PHYTO_F.XPT"	"January 2013"
"SSHPV_F"	"Human Papillomavirus (HPV) Viral Load - Oral Rinse - Oral High-Risk HPV Infections (Surplus)"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSHPV_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSHPV_F.XPT"	"Updated April 2022"
"CAFE_F"	"Caffeine & Caffeine Metabolites - Urine"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CAFE_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CAFE_F.XPT"	"March 2014"
"SSTOXO_F"	"Toxoplasma Gondii Antibody - Serum (Surplus)"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSTOXO_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSTOXO_F.XPT"	"Updated April 2022"
"HPVSER_F"	"Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody - Serum"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HPVSER_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HPVSER_F.XPT"	"November 2013"
"SER_F_R"	"Human Papillomavirus (HPV) - 6, 11, 16 & 18 Antibody - Serum - Youth"	"2009"	"2010"	"Laboratory"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SER_F_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SER_F_R.XPT"	
"SSHP_F_R"	"Human Papillomavirus (HPV) Viral Load - Oral Rinse - Oral High-Risk HPV Infections - Youth (Surplus)"	"2009"	"2010"	"Laboratory"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSHP_F_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSHP_F_R.XPT"	
"PERNT_F"	"Perchlorate, Nitrate & Thiocyanate - Urine"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PERNT_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PERNT_F.XPT"	"April 2014"
"SSPOLI_F"	"Poliovirus Serotypes 1, 2, & 3 Antibodies - Serum (Surplus)"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSPOLI_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSPOLI_F.XPT"	"Updated April 2022"
"SSIF_F_R"	"Influenza A (H3N2) Variant Virus & Historical Seasonal H3N2 Influenza Viruses Antibodies (Surplus)"	"2010"	"2010"	"Laboratory"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2010-2010/SSIF_F_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2010-2010/SSIF_F_R.XPT"	
"UPHOPM_F"	"Pyrethroids, Herbicides, & OP Metabolites - Urine"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UPHOPM_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UPHOPM_F.XPT"	"July 2014"
"TFA_F"	"Trans Fatty Acids"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/TFA_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/TFA_F.XPT"	"Updated March 2019"
"DEET_F"	"DEET and Metabolites"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DEET_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DEET_F.XPT"	"January 2016"
"PAH_F"	"Polyaromatic Hydrocarbons -Urine"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PAH_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PAH_F.XPT"	"August 2015"
"VIT_B6_F"	"Vitamin B6"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/VIT_B6_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/VIT_B6_F.XPT"	"October 2015"
"VID_F"	"Vitamin D"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/VID_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/VID_F.XPT"	"October 2015"
"VOC_F"	"Volatile Organic Compounds (VOCs) - Water"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/VOC_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/VOC_F.XPT"	"August 2017"
"VOCMWB_F"	"Volatile Organic Compounds (VOCs) - Trihalomethanes/MTBE/Nitromethane - Blood"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/VOCMWB_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/VOCMWB_F.XPT"	"February 2018"
"DOXPOL_F"	"Polychlorinated dibenzo-p-dioxins (PCDDs), Dibenzofurans (PCDFs) & Coplanar Polychlorinated Biphenyls (cPCBs) - Pooled Samples"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DOXPOL_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DOXPOL_F.XPT"	"Updated November 2020"
"VOCWB_F"	"Volatile Organic Compounds (VOCs) - Blood"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/VOCWB_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/VOCWB_F.XPT"	"April 2017"
"PSTPOL_F"	"Pesticides - Organochlorine Pesticides - Pooled Samples"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PSTPOL_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PSTPOL_F.XPT"	"Updated November 2020"
"BFRPOL_F"	"Brominated Flame Retardants (BFRs) - Pooled Samples"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/BFRPOL_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/BFRPOL_F.XPT"	"Updated November 2020"
"PCBPOL_F"	"Non-dioxin-like Polychlorinated Biphenyls & Mono-ortho-substituted Polychlorinated Biphenyls - Pooled Samples"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PCBPOL_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PCBPOL_F.XPT"	"Updated November 2020"
"POOLTF_F"	"Pooled-Sample Technical Support File"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/POOLTF_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/POOLTF_F.XPT"	"September 2017"
"SSKL_F"	"Klotho - Serum (Surplus)"	"2009"	"2010"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSKL_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSKL_F.XPT"	"April 2021"
"CBQ_F"	"Consumer Behavior"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CBQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CBQ_F.XPT"	"February 2013"
"SMQFAM_F"	"Smoking - Household Smokers"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SMQFAM_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SMQFAM_F.XPT"	"September 2011"
"SMQRTU_F"	"Smoking - Recent Tobacco Use"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SMQRTU_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SMQRTU_F.XPT"	"September 2011"
"BPQ_F"	"Blood Pressure & Cholesterol"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/BPQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/BPQ_F.XPT"	"September 2011"
"RDQ_F"	"Respiratory Health"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/RDQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/RDQ_F.XPT"	"September 2011"
"CDQ_F"	"Cardiovascular Health"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CDQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/CDQ_F.XPT"	"September 2011"
"ARQ_F"	"Arthritis"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ARQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ARQ_F.XPT"	"September 2011"
"MCQ_F"	"Medical Conditions"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/MCQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/MCQ_F.XPT"	"September 2011"
"DIQ_F"	"Diabetes"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DIQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DIQ_F.XPT"	"September 2011"
"RHQ_F"	"Reproductive Health"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/RHQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/RHQ_F.XPT"	"Updated December 2017"
"DPQ_F"	"Mental Health - Depression Screener"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DPQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DPQ_F.XPT"	"September 2011"
"PAQ_F"	"Physical Activity"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PAQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PAQ_F.XPT"	"September 2011"
"AUQ_F"	"Audiometry"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/AUQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/AUQ_F.XPT"	"September 2011"
"AQQ_F"	"Air Quality"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/AQQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/AQQ_F.XPT"	"September 2011"
"PFQ_F"	"Physical Functioning"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PFQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PFQ_F.XPT"	"September 2011"
"SMQ_F"	"Smoking - Cigarette Use"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SMQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SMQ_F.XPT"	"Updated May 2015"
"OHQ_F"	"Oral Health"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OHQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OHQ_F.XPT"	"April 2012"
"RHQ_F_R"	"Reproductive Health - Pregnant Women"	"2009"	"2010"	"Questionnaire"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/RHQ_F_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/RHQ_F_R.XPT"	
"HIQ_F"	"Health Insurance"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HIQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HIQ_F.XPT"	"September 2011"
"SXQ_F"	"Sexual Behavior"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SXQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SXQ_F.XPT"	"November 2011"
"INQ_F"	"Income"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/INQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/INQ_F.XPT"	"March 2013"
"HUQ_F"	"Hospital Utilization & Access to Care"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HUQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/HUQ_F.XPT"	"September 2011"
"PUQMEC_F"	"Pesticide Use"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PUQMEC_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PUQMEC_F.XPT"	"September 2011"
"IMQ_F"	"Immunization"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/IMQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/IMQ_F.XPT"	"December 2011"
"DPQY_F_R"	"Mental Health - Depression Screener - Youth"	"2009"	"2010"	"Questionnaire"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DPQY_F_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DPQY_F_R.XPT"	
"OCQ_F"	"Occupation"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OCQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OCQ_F.XPT"	"Updated August 2014"
"ECQ_F"	"Early Childhood"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ECQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ECQ_F.XPT"	"January 2012"
"SLQ_F"	"Sleep Disorders"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SLQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SLQ_F.XPT"	"January 2012"
"WHQMEC_F"	"Weight History - Youth"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/WHQMEC_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/WHQMEC_F.XPT"	"January 2012"
"BHQ_F"	"Bowel Health"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/BHQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/BHQ_F.XPT"	"January 2012"
"OSQ_F"	"Osteoporosis"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OSQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OSQ_F.XPT"	"January 2012"
"KIQ_U_F"	"Kidney Conditions - Urology"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/KIQ_U_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/KIQ_U_F.XPT"	"January 2012"
"ALQ_F"	"Alcohol Use"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ALQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ALQ_F.XPT"	"January 2012"
"ALQY_F"	"Alcohol Use (Ages 18-19)"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ALQY_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ALQY_F.XPT"	"January 2012"
"ALQY_F_R"	"Alcohol Use - Youth"	"2009"	"2010"	"Questionnaire"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ALQY_F_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/ALQY_F_R.XPT"	
"SXQY_F_R"	"Sexual Behavior - Youth"	"2009"	"2010"	"Questionnaire"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SXQY_F_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SXQY_F_R.XPT"	
"DUQ_F"	"Drug Use"	"2009"	"2010"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DUQ_F.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DUQ_F.XPT"	"March 2012"
"DUQY_F_R"	"Drug Use - Youth"	"2009"	"2010"	"Questionnaire"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DUQY_F_R.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/DUQY_F_R.XPT"	
